Date,Volume,CloseUSD,currency US Dollar Index,currency Gold Futures,BTC/USD,Gold/BTC Ratio,onchain Active Addresses,onchain Transaction Count,onchain Mempool Size,onchain Hash Rate (GH/s),onchain Mining Difficulty,onchain Transaction Fees (BTC),onchain Median Confirmation Time (min)
2012-02-06,1063487930.7692308,5129.358466700001,79.08999633789062,1722.800048828125,6.05983606557377,284.2981279007592,11451.0,7050.0,22589818.0,9.3272398828152,1379647.43921429,6.90589652,16.4833333333333
2012-02-07,1077475830.7692308,5114.576997903676,78.56999969482422,1746.4000244140625,6.081775956284153,287.15296929173286,11451.0,7012.0,22589818.0,9.3272398828152,1379647.43921429,6.64074854,16.4833333333333
2012-02-08,1066822607.1428572,4909.552344500442,78.63999938964844,1729.300048828125,6.103715846994535,283.3192258908368,11451.0,7012.0,22589818.0,9.3272398828152,1379647.43921429,6.64074854,16.4833333333333
2012-02-09,1130243635.7142856,4913.732209841628,78.55999755859375,1739.0,6.125655737704918,283.88797452263395,12023.0,7012.0,22589818.0,9.87590105239257,1379647.43921429,6.64074854,13.2166666666667
2012-02-10,1064280164.2857144,4886.725651017252,79.11000061035156,1723.300048828125,6.1475956284153,280.3209828673051,12023.0,7012.0,22589818.0,9.87590105239257,1379647.43921429,6.64074854,13.2166666666667
2012-02-11,1064280164.2857144,4886.725651017252,79.11000061035156,1723.300048828125,6.1475956284153,280.3209828673051,12023.0,7679.0,22589818.0,9.87590105239257,1379647.43921429,3.91143183,13.2166666666667
2012-02-13,977956390.4761906,4903.631946671258,78.94000244140625,1723.0,6.213415300546448,277.30320872781004,12755.0,7679.0,22589818.0,10.0816489909841,1379647.43921429,3.91143183,10.8333333333333
2012-02-14,996250657.1428572,4894.263521649315,79.58000183105469,1715.9000244140625,6.23535519125683,275.1888179233294,12755.0,7679.0,22589818.0,10.0816489909841,1379647.43921429,3.91143183,10.8333333333333
2012-02-15,1090257669.047619,4910.1311847088045,79.66999816894531,1726.300048828125,6.257295081967213,275.8859900667172,12755.0,9337.0,22589818.0,10.0816489909841,1379647.43921429,6.10036407,10.8333333333333
2012-02-16,1054897114.2857144,4922.349480668423,79.33999633789062,1726.800048828125,6.279234972677595,275.00166124405786,12755.0,9337.0,22589818.0,10.0816489909841,1379647.43921429,6.10036407,10.8333333333333
2012-02-17,1036685776.1904764,4934.287842908588,79.33000183105469,1724.5,6.301174863387978,273.67912133655364,11012.0,9337.0,22589818.0,9.73873575999822,1379647.43921429,6.10036407,13.3166666666667
2012-02-19,1036685776.1904764,4934.287842908588,79.33000183105469,1724.5,6.301174863387978,273.67912133655364,11012.0,5958.0,22589818.0,9.73873575999822,1379647.43921429,2.65186887,13.3166666666667
2012-02-20,889055000.0,4983.798563927612,79.33000183105469,1724.5,6.301174863387978,273.67912133655364,11012.0,5958.0,22589818.0,9.73873575999822,1379647.43921429,2.65186887,13.3166666666667
2012-02-21,1016451364.2857144,4953.816754246595,79.04000091552734,1757.0999755859375,6.388934426229508,275.0223837596823,11225.0,5958.0,22589818.0,8.75729367404835,1376302.26788638,2.65186887,16.15
2012-02-22,985111564.2857144,4958.450570481218,79.20999908447266,1770.0,6.410874316939891,276.0933864079987,11225.0,5958.0,22589818.0,8.75729367404835,1376302.26788638,2.65186887,16.15
2012-02-23,992144880.9523808,4965.710625051445,78.80999755859375,1784.9000244140625,6.432814207650273,277.46798940522126,11225.0,8014.0,22589818.0,8.75729367404835,1376302.26788638,5.00951708,16.15
2012-02-24,968683669.0476192,4985.685615892247,78.3499984741211,1775.0999755859375,6.454754098360656,275.00659955996895,11225.0,8014.0,22589818.0,8.75729367404835,1376302.26788638,5.00951708,16.15
2012-02-25,968683669.0476192,4985.685615892247,78.3499984741211,1775.0999755859375,6.454754098360656,275.00659955996895,11022.0,8014.0,22589818.0,11.42553159036,1376302.26788638,5.00951708,8.98333333333333
2012-02-27,1075155368.5314686,5336.1461841316695,78.55999755859375,1773.5999755859375,6.5205737704918025,272.00059964234816,11022.0,6735.0,22589818.0,11.42553159036,1376302.26788638,5.66176552,8.98333333333333
2012-02-28,1078401666.4335666,5347.927795195893,78.2699966430664,1787.0,6.542513661202186,273.1366096485367,11022.0,6735.0,22589818.0,11.42553159036,1376302.26788638,5.66176552,8.98333333333333
2012-02-29,1109787761.904762,4969.99825671503,78.7300033569336,1709.9000244140625,6.564453551912568,260.4786538425395,12043.0,6735.0,22589818.0,12.7254423701015,1376302.26788638,5.66176552,7.28333333333333
2012-03-01,1104285720.2797203,5363.567579428676,78.77999877929688,1721.0999755859375,6.586393442622951,261.3114431409567,12043.0,6735.0,22589818.0,12.7254423701015,1376302.26788638,5.66176552,7.28333333333333
2012-03-02,974086878.5714284,4996.520295396934,79.4000015258789,1708.800048828125,6.608333333333333,258.5826051190101,12043.0,7645.0,22589818.0,12.7254423701015,1376302.26788638,4.50574566,7.28333333333333
2012-03-04,974086878.5714284,4996.520295396934,79.4000015258789,1708.800048828125,6.608333333333333,258.5826051190101,12059.0,7645.0,22589818.0,9.67397724650567,1496978.59502557,4.50574566,8.18333333333333
2012-03-05,950803702.3809522,4972.671265147764,79.31999969482422,1703.0,6.674153005464481,255.1634639789744,12059.0,7645.0,22589818.0,9.67397724650567,1496978.59502557,4.50574566,8.18333333333333
2012-03-06,1236809123.8095238,4900.089378341384,79.86000061035156,1671.4000244140625,6.696092896174863,249.608249217816,12059.0,6368.0,22589818.0,9.67397724650567,1496978.59502557,4.84595258,8.18333333333333
2012-03-07,1031071973.8095236,4913.32275020127,79.70999908447266,1683.300048828125,6.718032786885246,250.5644289373246,12059.0,6368.0,22589818.0,9.67397724650567,1496978.59502557,4.84595258,8.18333333333333
2012-03-08,1062639937.062937,5328.91195242203,79.16000366210938,1698.0999755859375,6.739972677595628,251.94463788118887,12185.0,6368.0,22589818.0,11.6087726958068,1496978.59502557,4.84595258,8.96666666666667
2012-03-09,982472264.2857144,4984.947593185279,80.04000091552734,1710.9000244140625,6.761912568306011,253.02013404214657,12185.0,6368.0,22589818.0,11.6087726958068,1496978.59502557,4.84595258,8.96666666666667
2012-03-10,982472264.2857144,4984.947593185279,80.04000091552734,1710.9000244140625,6.761912568306011,253.02013404214657,12185.0,5370.0,22589818.0,11.6087726958068,1496978.59502557,4.38179608,8.96666666666667
2012-03-12,888701223.8095237,4978.915330257162,79.87000274658203,1699.199951171875,6.827732240437158,248.86739715836904,11290.0,5370.0,22589818.0,12.5761704204574,1496978.59502557,4.38179608,7.88333333333333
2012-03-13,1041286364.2857144,5026.2488290911,80.19000244140625,1693.699951171875,6.849672131147541,247.26730254286284,11290.0,5370.0,22589818.0,12.5761704204574,1496978.59502557,4.38179608,7.88333333333333
2012-03-14,1099922273.8095238,5001.195014030384,80.55999755859375,1642.5,6.871612021857923,239.0268825968883,11290.0,6895.0,22589818.0,12.5761704204574,1496978.59502557,5.17901821,7.88333333333333
2012-03-15,1034613483.3333334,5017.855776203556,80.1500015258789,1659.0999755859375,6.893551912568306,240.67418315383551,11290.0,6895.0,22589818.0,12.5761704204574,1496978.59502557,5.17901821,7.88333333333333
2012-03-16,1187663392.857143,5037.008366192918,79.77999877929688,1655.5,6.915491803278688,239.39006033021607,12250.0,6895.0,22589818.0,10.6507281967033,1498294.36281651,5.17901821,9.0
2012-03-18,1187663392.857143,5037.008366192918,79.77999877929688,1655.5,6.915491803278688,239.39006033021607,12250.0,6039.0,22589818.0,10.6507281967033,1498294.36281651,3.22801017,9.0
2012-03-19,956291475.5244756,5210.262444633686,79.44999694824219,1666.9000244140625,6.981311475409836,238.7660298907101,12250.0,6039.0,22589818.0,10.6507281967033,1498294.36281651,3.22801017,9.0
2012-03-20,1059896697.2027972,5375.992693720678,79.58999633789062,1646.699951171875,7.003251366120218,235.1336350910024,12143.0,6039.0,22589818.0,11.0231312805041,1498294.36281651,3.22801017,9.15833333333333
2012-03-21,971504700.0,5000.5452536499015,79.62999725341797,1650.0,7.025191256830601,234.86905048965085,12143.0,6039.0,22589818.0,11.0231312805041,1498294.36281651,3.22801017,9.15833333333333
2012-03-22,965389854.7619048,4974.385403028942,79.73999786376953,1642.300048828125,7.047131147540983,233.0451944833164,12143.0,6587.0,22589818.0,11.0231312805041,1498294.36281651,3.38385442,9.15833333333333
2012-03-23,954816045.2380952,4970.571529499599,79.33999633789062,1662.300048828125,7.069071038251366,235.15113086758828,12143.0,6587.0,22589818.0,11.0231312805041,1498294.36281651,3.38385442,9.15833333333333
2012-03-24,954816045.2380952,4970.571529499599,79.33999633789062,1662.300048828125,7.069071038251366,235.15113086758828,10955.0,6587.0,22589818.0,12.810666082748,1498294.36281651,3.38385442,7.90833333333333
2012-03-26,967284571.4285716,5003.3999298136405,78.93000030517578,1685.5,7.134890710382513,236.23347131965207,10955.0,6619.0,22589818.0,12.810666082748,1498294.36281651,3.47762179,7.90833333333333
2012-03-27,978889947.6190478,4991.710840249779,79.04000091552734,1684.800048828125,7.156830601092896,235.4114750977681,10955.0,6619.0,22589818.0,12.810666082748,1498294.36281651,3.47762179,7.90833333333333
2012-03-28,1011129595.2380952,4948.636722717575,79.16000366210938,1657.9000244140625,7.178770491803279,230.94484303503685,12531.0,6619.0,22589818.0,11.8424180648659,1498294.36281651,3.47762179,9.55
2012-03-29,1026983997.6190478,4914.562094278245,79.18000030517578,1652.199951171875,7.200710382513661,229.4495769728648,12531.0,6619.0,22589818.0,11.8424180648659,1498294.36281651,3.47762179,9.55
2012-03-30,1032569688.095238,4930.530830548966,78.93000030517578,1669.300048828125,7.222650273224044,231.1201547466016,12531.0,6828.0,22589818.0,11.8424180648659,1498294.36281651,4.39585095,9.55
2012-04-01,1032569688.095238,4930.530830548966,78.93000030517578,1669.300048828125,7.222650273224044,231.1201547466016,9862.0,6828.0,22589818.0,12.1284618185812,1626553.48132894,4.39585095,8.74166666666667
2012-04-02,1033586930.7692308,4610.523981033176,78.81999969482422,1677.5,7.288469945355191,230.1580458692898,9862.0,6828.0,22589818.0,12.1284618185812,1626553.48132894,4.39585095,8.74166666666667
2012-04-03,1075618511.188811,4587.162384243113,79.4800033569336,1670.0,7.310409836065574,228.4413647728929,9862.0,7739.0,22589818.0,12.1284618185812,1626553.48132894,5.07741879,8.74166666666667
2012-04-04,1174606414.1414142,5075.321252236415,79.76000213623047,1612.300048828125,7.332349726775956,219.888590821084,9862.0,7739.0,22589818.0,12.1284618185812,1626553.48132894,5.07741879,8.74166666666667
2012-04-05,1026246816.7832168,5271.447382820866,80.06999969482422,1628.5,7.354289617486339,221.43539141128,12119.0,7739.0,22589818.0,9.62191304274106,1626553.48132894,5.07741879,10.275
2012-04-06,1312412080.0,6025.460816828613,80.06999969482422,1628.5,7.354289617486339,221.43539141128,12119.0,7739.0,22589818.0,9.62191304274106,1626553.48132894,5.07741879,10.275
2012-04-07,1312412080.0,6025.460816828613,80.06999969482422,1628.5,7.354289617486339,221.43539141128,12119.0,6080.0,22589818.0,9.62191304274106,1626553.48132894,3.7089169,10.275
2012-04-09,1238599955.5555556,5393.231521257188,79.7300033569336,1642.5,7.442049180327869,220.7053407200996,12119.0,6080.0,22589818.0,12.209318230705,1626553.48132894,3.7089169,8.66666666666667
2012-04-10,1074476066.6666665,4853.0589935807,79.88999938964844,1659.5,7.463989071038251,222.3341947858937,13537.0,6080.0,22589818.0,12.209318230705,1626553.48132894,3.7089169,8.66666666666667
2012-04-11,1051514029.3706294,5236.598945346645,79.77999877929688,1659.0,7.485928961748634,221.6157818858697,13537.0,7858.0,22589818.0,12.209318230705,1626553.48132894,5.24550745,8.66666666666667
2012-04-12,986170461.904762,4919.999336786906,79.27999877929688,1679.5,7.507868852459016,223.6986331280842,13537.0,7858.0,22589818.0,12.209318230705,1626553.48132894,5.24550745,8.66666666666667
2012-04-13,1021216600.0,4887.565063614182,79.87999725341797,1659.0999755859375,7.529808743169399,220.337598493584,13537.0,7858.0,22589818.0,9.88325160797756,1577913.48567673,5.24550745,11.5333333333333
2012-04-14,1021216600.0,4887.565063614182,79.87999725341797,1659.0999755859375,7.529808743169399,220.337598493584,13106.0,7858.0,22589818.0,9.88325160797756,1577913.48567673,5.24550745,11.5333333333333
2012-04-15,1021216600.0,4887.565063614182,79.87999725341797,1659.0999755859375,7.529808743169399,220.337598493584,13106.0,7371.0,22589818.0,9.88325160797756,1577913.48567673,3.69750206,11.5333333333333
2012-04-16,1232155104.761905,4890.541977400279,79.55000305175781,1648.699951171875,7.595628415300546,217.05905831975045,13106.0,7371.0,22589818.0,9.88325160797756,1577913.48567673,3.69750206,11.5333333333333
2012-04-17,965223714.2857144,4917.511728099715,79.47000122070312,1650.300048828125,7.617568306010929,216.6439449615297,13106.0,7371.0,22589818.0,11.1382676851811,1577913.48567673,3.69750206,9.21666666666667
2012-04-18,964832473.8095236,4925.218556793794,79.52999877929688,1638.800048828125,7.639508196721311,214.51643307764988,14652.0,7371.0,22589818.0,11.1382676851811,1577913.48567673,3.69750206,9.21666666666667
2012-04-19,1033409023.8095236,4917.556633033535,79.55999755859375,1640.5999755859375,7.661448087431694,214.13706088765093,14652.0,7900.0,22589818.0,11.1382676851811,1577913.48567673,5.84943097,9.21666666666667
2012-04-20,996060169.0476192,4936.437028586688,79.18000030517578,1642.0999755859375,7.683387978142076,213.7208195469799,14652.0,7900.0,22589818.0,11.1382676851811,1577913.48567673,5.84943097,9.21666666666667
2012-04-21,996060169.0476192,4936.437028586688,79.18000030517578,1642.0999755859375,7.683387978142076,213.7208195469799,14652.0,7900.0,22589818.0,11.5304602093072,1577913.48567673,5.84943097,10.7
2012-04-22,996060169.0476192,4936.437028586688,79.18000030517578,1642.0999755859375,7.683387978142076,213.7208195469799,11365.0,7900.0,22589818.0,11.5304602093072,1577913.48567673,5.84943097,10.7
2012-04-23,980994042.8571428,4881.14807913019,79.41999816894531,1631.9000244140625,7.749207650273224,210.58927545405555,11365.0,7104.0,22589818.0,11.5304602093072,1577913.48567673,4.2807022,10.7
2012-04-24,969176652.3809522,4889.0157195889415,79.22000122070312,1643.0,7.771147540983606,211.4230866593537,11365.0,7104.0,22589818.0,11.5304602093072,1577913.48567673,4.2807022,10.7
2012-04-25,990342545.2380952,4928.1719219744,79.01000213623047,1641.4000244140625,7.793087431693989,210.62255990335652,11365.0,7104.0,22589818.0,10.8245136658802,1577913.48567673,4.2807022,9.88333333333333
2012-04-26,1002981338.095238,4941.241577349561,78.91000366210938,1659.5999755859375,7.815027322404371,212.36009896320425,14837.0,7104.0,22589818.0,10.8245136658802,1577913.48567673,4.2807022,9.88333333333333
2012-04-27,1005561057.1428572,4951.956332901872,78.69999694824219,1664.0,7.836967213114754,212.32703350032943,14837.0,7195.0,22589818.0,10.8245136658802,1577913.48567673,6.88570856,9.88333333333333
2012-04-29,1005561057.1428572,4951.956332901872,78.69999694824219,1664.0,7.836967213114754,212.32703350032943,14837.0,7195.0,22589818.0,12.4487382935262,1508589.67206029,6.88570856,8.35
2012-04-30,1107776325.0,4904.029566309611,78.79000091552734,1663.4000244140625,7.902786885245902,210.48271306917627,15186.0,7195.0,22589818.0,12.4487382935262,1508589.67206029,6.88570856,8.35
2012-05-01,1959221166.6666667,6559.5837417154935,78.86000061035156,1661.699951171875,7.924726775956284,209.6854564391409,15186.0,10208.0,22589818.0,12.4487382935262,1508589.67206029,6.73048886,8.35
2012-05-02,1013698826.1904764,4964.777626459176,79.12999725341797,1653.4000244140625,7.946666666666667,208.06208360915213,15186.0,10208.0,22589818.0,12.4487382935262,1508589.67206029,6.73048886,8.35
2012-05-03,1533112711.188811,5313.628485857983,79.22000122070312,1634.199951171875,7.968606557377049,205.07976387151297,15186.0,10208.0,22589818.0,12.4487382935262,1508589.67206029,6.73048886,8.91666666666667
2012-05-04,1093954413.986014,5280.349372400884,79.47000122070312,1644.699951171875,7.990546448087432,205.8307228244121,17784.0,10208.0,22589818.0,12.4487382935262,1508589.67206029,6.73048886,8.91666666666667
2012-05-05,1093954413.986014,5280.349372400884,79.47000122070312,1644.699951171875,7.990546448087432,205.8307228244121,17784.0,12998.0,22589818.0,12.4487382935262,1508589.67206029,7.87065714,8.91666666666667
2012-05-07,1031366283.3333334,4911.556186361258,79.5999984741211,1638.5999755859375,8.056366120218579,203.3919450946552,17784.0,12998.0,22589818.0,12.8237002903192,1508589.67206029,7.87065714,9.55
2012-05-08,1078964392.857143,4873.570857295445,79.7300033569336,1604.0,8.078306010928962,198.55647927052823,19584.0,12998.0,22589818.0,12.8237002903192,1508589.67206029,7.87065714,9.55
2012-05-09,1097452033.3333335,4846.355457085891,80.08000183105469,1593.699951171875,8.100245901639344,196.74710749822285,19584.0,17245.0,22589818.0,12.8237002903192,1508589.67206029,14.13032343,9.55
2012-05-10,1044722169.0476192,4854.266955939447,80.11000061035156,1595.0999755859375,8.122185792349727,196.3880187385469,19584.0,17245.0,22589818.0,12.8237002903192,1508589.67206029,14.13032343,9.55
2012-05-11,1016496795.2380952,4849.683977769978,80.27999877929688,1583.5999755859375,8.144125683060109,194.44689794999687,19584.0,17245.0,22589818.0,10.5974601790129,1733207.51384839,14.13032343,15.1833333333333
2012-05-12,1016496795.2380952,4849.683977769978,80.27999877929688,1583.5999755859375,8.144125683060109,194.44689794999687,19032.0,17245.0,22589818.0,10.5974601790129,1733207.51384839,14.13032343,15.1833333333333
2012-05-13,1016496795.2380952,4849.683977769978,80.27999877929688,1583.5999755859375,8.144125683060109,194.44689794999687,19032.0,14737.0,22589818.0,10.5974601790129,1733207.51384839,11.80632246,15.1833333333333
2012-05-14,1006708933.3333334,4798.18299315418,80.5999984741211,1560.5999755859375,8.209945355191257,190.0865240959429,19032.0,14737.0,22589818.0,10.5974601790129,1733207.51384839,11.80632246,15.1833333333333
2012-05-15,1067996364.2857144,4783.48494856887,81.22000122070312,1556.800048828125,8.231885245901639,189.11828849936896,19032.0,14737.0,22589818.0,11.2867258817129,1733207.51384839,11.80632246,12.2166666666667
2012-05-16,1108046435.7142856,4756.714272774542,81.37000274658203,1536.199951171875,8.253825136612022,186.1197597169408,20227.0,14737.0,22589818.0,11.2867258817129,1733207.51384839,11.80632246,12.2166666666667
2012-05-17,1195912874.8251748,4595.458573556583,81.37999725341797,1574.5,8.275765027322404,190.25431422977752,20227.0,16935.0,22589818.0,11.2867258817129,1733207.51384839,11.71657133,12.2166666666667
2012-05-18,1205514471.4285717,4712.595899352446,81.29000091552734,1591.5999755859375,8.297704918032787,191.81207229086093,20227.0,16935.0,22589818.0,11.2867258817129,1733207.51384839,11.71657133,12.2166666666667
2012-05-19,1205514471.4285717,4712.595899352446,81.29000091552734,1591.5999755859375,8.297704918032787,191.81207229086093,20227.0,16935.0,22589818.0,12.5790990742755,1733207.51384839,11.71657133,11.2833333333333
2012-05-20,1205514471.4285717,4712.595899352446,81.29000091552734,1591.5999755859375,8.297704918032787,191.81207229086093,24706.0,16935.0,22589818.0,12.5790990742755,1733207.51384839,11.71657133,11.2833333333333
2012-05-21,1133963633.3333333,4809.193577591451,81.08000183105469,1588.4000244140625,8.363524590163934,189.9199323550896,24706.0,31604.0,22589818.0,12.5790990742755,1733207.51384839,19.56744229,11.2833333333333
2012-05-22,1037860188.095238,4779.849609919666,81.66999816894531,1576.300048828125,8.385464480874317,187.9800519605529,24706.0,31604.0,22589818.0,12.5790990742755,1733207.51384839,19.56744229,11.2833333333333
2012-05-23,1046537790.4761906,4758.652818226115,82.08999633789062,1548.0999755859375,8.4074043715847,184.13530587611527,24706.0,31604.0,22589818.0,10.4251437533379,1733207.51384839,19.56744229,16.5
2012-05-24,1009189528.5714284,4752.663233175513,82.29000091552734,1557.300048828125,8.429344262295082,184.74747268230732,23103.0,31604.0,22589818.0,10.4251437533379,1733207.51384839,19.56744229,16.5
2012-05-25,899882961.904762,4747.692765326945,82.4000015258789,1568.800048828125,8.451284153005464,185.62860039089148,23103.0,28999.0,22589818.0,10.4251437533379,1733207.51384839,19.27748871,16.5
2012-05-27,899882961.904762,4747.692765326945,82.4000015258789,1568.800048828125,8.451284153005464,185.62860039089148,23103.0,28999.0,22589818.0,12.9712135181187,1591074.96184731,19.27748871,9.45
2012-05-28,803786780.0,5072.045432636719,82.4000015258789,1568.800048828125,8.451284153005464,185.62860039089148,24094.0,28999.0,22589818.0,12.9712135181187,1591074.96184731,19.27748871,9.45
2012-05-29,861988547.6190478,4796.042528860183,82.44000244140625,1548.5999755859375,8.539043715846994,181.3551993781228,24094.0,29816.0,22589818.0,12.9712135181187,1591074.96184731,16.97474696,9.45
2012-05-30,1004997485.7142856,4753.323064699735,83.01000213623047,1563.4000244140625,8.560983606557377,182.61920548668724,24094.0,29816.0,22589818.0,12.9712135181187,1591074.96184731,16.97474696,9.45
2012-05-31,1288902900.0,4749.370372510057,83.04000091552734,1562.5999755859375,8.58292349726776,182.0591755342299,24094.0,29816.0,22589818.0,11.5475437417398,1591074.96184731,16.97474696,10.7166666666667
2012-06-01,774822023.8095237,4697.882355181885,82.88999938964844,1620.5,8.604863387978142,188.3237335602563,23507.0,29816.0,22589818.0,11.5475437417398,1591074.96184731,16.97474696,10.7166666666667
2012-06-02,774822023.8095237,4697.882355181885,82.88999938964844,1620.5,8.604863387978142,188.3237335602563,23507.0,12800.0,22589818.0,11.5475437417398,1591074.96184731,7.13557653,10.7166666666667
