Date,AVG Open,AVG High,AVG Low,AVG Close,AVG Adj Close,AVG Volume,AVG CloseUSD,currency US Dollar Index,currency Gold Futures,BTC/USD,Gold/BTC Ratio,mining Mining Difficulty,onchain Active Addresses,onchain Transaction Count,onchain Mempool Size,onchain Hash Rate (GH/s),onchain Mining Difficulty,onchain Transaction Fees (BTC),onchain Median Confirmation Time (min)
2023-08-01,20908.418920556986,20986.31500799005,20787.72780369045,20875.550386868992,13437.335615678268,1429067276.9230769,7970.107087816445,102.3000030517578,1940.699951171875,31502.107397260275,0.0616054007656851,52328312063444.0,800500.0,445666.0,87601365.0,343365594.25571066,52328312063444.0,16.65975421,9.641666666666666
2023-08-02,20093.202348981584,20137.513878231955,19759.666887555803,19822.63868931361,13107.608032226562,1410649230.952381,8219.309871284704,102.58999633789062,1937.4000244140625,31572.282054794523,0.0613639527561439,52328312063444.0,800500.0,445666.0,87601365.0,400593193.2983291,52328312063444.0,16.65975421,8.533333333333333
2023-08-03,19964.11786614265,20053.340717022234,19826.54548783736,19976.830182268903,13003.44618918679,1510713318.8811188,8779.360470192392,102.54000091552734,1932.0,31642.45671232877,0.0610572060685553,52328312063444.0,716303.0,445666.0,78563132.5,400593193.2983291,52328312063444.0,16.65975421,8.533333333333333
2023-08-04,19767.716558547247,19893.53601946149,19672.461568196617,19802.079915364586,13142.783152262373,1374023669.047619,8204.622502950904,102.0199966430664,1939.5999755859373,31712.63136986302,0.0611617482309956,52328312063444.0,716303.0,318486.0,78563132.5,400593193.2983291,52328312063444.0,22.515295539999997,8.533333333333333
2023-08-05,19767.716558547247,19893.53601946149,19672.461568196617,19802.079915364586,13142.783152262373,1374023669.047619,8204.622502950904,102.0199966430664,1939.5999755859373,31712.63136986302,0.0611617482309956,52328312063444.0,716303.0,318486.0,79398256.0,400593193.2983291,52328312063444.0,22.515295539999997,8.533333333333333
2023-08-06,19767.716558547247,19893.53601946149,19672.461568196617,19802.079915364586,13142.783152262373,1374023669.047619,8204.622502950904,102.0199966430664,1939.5999755859373,31712.63136986302,0.0611617482309956,52328312063444.0,716303.0,318486.0,79398256.0,426605738.3177011,52328312063444.0,22.515295539999997,9.691666666666666
2023-08-07,19726.680312363416,19845.44192099405,19657.73022802393,19802.74804089953,12878.927040793678,1325248208.3916082,7693.7467423906655,102.0500030517578,1933.5,31923.155342465758,0.060567321095229,52328312063444.0,676210.0,318486.0,76284271.0,426605738.3177011,52328312063444.0,22.515295539999997,9.691666666666666
2023-08-08,19800.13076055617,19848.274181547626,19663.544308617,19763.049232119607,13054.977137247724,1422195145.238095,8177.983718128606,102.52999877929688,1924.0999755859373,31993.33,0.0601406598058388,52328312063444.0,676210.0,331194.0,76284271.0,426605738.3177011,52328312063444.0,29.11310746000001,9.691666666666666
2023-08-09,15359.35467685797,15434.775615985576,15293.489592723356,15364.384696764822,13021.10759480794,1433518879.4871793,8475.487616690456,102.48999786376952,1915.4000244140625,32063.50465753425,0.0597377000696642,52328312063444.0,676210.0,331194.0,90642382.5,426605738.3177011,52328312063444.0,29.11310746000001,9.691666666666666
2023-08-10,19732.04265485491,19939.214666457403,19671.86018298921,19839.303120930992,13037.47605895996,1385298621.4285717,8198.309097125533,102.5199966430664,1914.4000244140625,32133.679315068497,0.0595761227851782,52391178981379.0,676210.0,331194.0,90642382.5,330756213.4390739,52391178981379.0,29.11310746000001,10.916666666666666
2023-08-11,18840.53598598667,18892.617544320918,18689.75331894668,18740.66708011227,12085.31638960405,1418806807.6923077,8762.334326933747,102.83999633789062,1912.9000244140625,32203.85397260274,0.059399723587166,52391178981379.0,733810.0,331194.0,89348047.5,330756213.4390739,52391178981379.0,29.11310746000001,10.916666666666666
2023-08-12,18840.53598598667,18892.617544320918,18689.75331894668,18740.66708011227,12085.31638960405,1418806807.6923077,8762.334326933747,102.83999633789062,1912.9000244140625,32203.85397260274,0.059399723587166,52391178981379.0,733810.0,503934.0,89348047.5,330756213.4390739,52391178981379.0,19.421388580000023,10.916666666666666
2023-08-13,18840.53598598667,18892.617544320918,18689.75331894668,18740.66708011227,12085.31638960405,1418806807.6923077,8762.334326933747,102.83999633789062,1912.9000244140625,32203.85397260274,0.059399723587166,52391178981379.0,733810.0,503934.0,92569139.5,330756213.4390739,52391178981379.0,19.421388580000023,10.916666666666666
2023-08-14,19659.44422549293,19731.569178989957,19475.32741582961,19601.80263555617,12817.66115315755,1345353397.6190476,8153.46979612049,103.19000244140624,1910.5999755859373,32414.37794520548,0.0589429782924012,52391178981379.0,733810.0,503934.0,92569139.5,445348917.3077294,52391178981379.0,19.421388580000023,8.1
2023-08-15,21017.038861083984,21075.09516398112,20821.7013264974,20892.567189534504,13115.041802978516,1475260425.0,9395.626730615237,103.20999908447266,1902.5,32484.552602739728,0.0585662983654435,52391178981379.0,786113.0,503934.0,92569139.5,445348917.3077294,52391178981379.0,19.421388580000023,8.1
2023-08-16,19414.34828985305,19475.994809105283,19270.95676385789,19359.183744884675,12641.30892944336,1399737811.904762,8046.28265868472,103.41999816894533,1896.0999755859373,32554.727260273976,0.0582434606325121,52391178981379.0,786113.0,566878.0,101297522.0,445348917.3077294,52391178981379.0,18.03889855,8.1
2023-08-17,19304.142383393784,19419.063217889696,19142.875819614957,19271.727873302643,12645.534744262695,1370741407.142857,8007.8923890444785,103.44000244140624,1884.0999755859373,32624.901917808224,0.0577503644404063,52391178981379.0,786113.0,566878.0,101297522.0,445348917.3077294,52391178981379.0,18.03889855,8.1
2023-08-18,19198.734973725816,19282.067522321428,19003.291172572543,19100.70671444847,12506.64400736491,1330151071.4285717,7973.261265829614,103.37999725341795,1886.0999755859373,32695.076575342468,0.0576875839773493,52391178981379.0,786113.0,566878.0,96573379.5,362008769.0396163,52391178981379.0,18.03889855,10.916666666666666
2023-08-19,19198.734973725816,19282.067522321428,19003.291172572543,19100.70671444847,12506.64400736491,1330151071.4285717,7973.261265829614,103.37999725341795,1886.0999755859373,32695.076575342468,0.0576875839773493,52391178981379.0,628343.0,566878.0,96573379.5,362008769.0396163,52391178981379.0,18.03889855,10.916666666666666
2023-08-20,19198.734973725816,19282.067522321428,19003.291172572543,19100.70671444847,12506.64400736491,1330151071.4285717,7973.261265829614,103.37999725341795,1886.0999755859373,32695.076575342468,0.0576875839773493,52391178981379.0,628343.0,612461.0,64726900.0,362008769.0396163,52391178981379.0,14.984985450000002,10.916666666666666
2023-08-21,19090.128095354357,19241.409731910346,19028.603088378903,19145.610589890253,12435.48563639323,1286737126.1904762,7979.254365255592,103.33000183105467,1893.300048828125,32905.60054794521,0.0575373194015859,52391178981379.0,628343.0,612461.0,64726900.0,362008769.0396163,52391178981379.0,14.984985450000002,10.916666666666666
2023-08-22,19177.07390194847,19291.849943615143,19071.139767601377,19152.04778180804,12486.70228068034,1243518533.3333335,7985.20847689122,103.55999755859376,1896.4000244140625,32975.775205479455,0.0575088837971865,53588410123873.43,628343.0,612461.0,66947684.0,380936887.228172,53588410123873.43,14.984985450000002,10.35
2023-08-23,19138.61987595331,19314.493010021397,19103.77277483259,19264.721264067157,12409.872309366863,1231498245.238095,8018.589020359002,103.36000061035156,1918.5,33045.9498630137,0.0580555259556106,53588410123873.43,652036.0,612461.0,66947684.0,380936887.228172,53588410123873.43,14.984985450000002,10.35
2023-08-24,19307.99312627883,19459.20295061384,19211.436061314173,19305.40741548084,12474.26397196452,1260395750.0,7987.620068312,103.9800033569336,1918.199951171875,33116.12452054795,0.057923443003775,53588410123873.43,652036.0,399151.0,98220091.0,380936887.228172,53588410123873.43,17.458467169999995,10.35
2023-08-25,19233.455714634485,19333.11830066499,19114.473304385232,19197.843075706845,12367.764546712238,1170622957.142857,7992.92223368937,104.08000183105467,1911.0999755859373,33186.29917808219,0.0575870170196054,53588410123873.43,652036.0,399151.0,98220091.0,380936887.228172,53588410123873.43,17.458467169999995,10.35
2023-08-26,19233.455714634485,19333.11830066499,19114.473304385232,19197.843075706845,12367.764546712238,1170622957.142857,7992.92223368937,104.08000183105467,1911.0999755859373,33186.29917808219,0.0575870170196054,55621444139430.0,652036.0,399151.0,672021.0,378799106.9943814,55621444139430.0,17.458467169999995,11.55
