Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5211267605633803,0.6964980544747081,0.528023598820059,0.6006711409395973,0.10473902019989835,0.12475008934430787,15.899210050786419,10.910895255964656,1
