Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5493230174081238,0.5772058823529411,0.5709090909090909,0.5740402193784278,0.17216410255541884,0.21072800907719821,27.03839504708422,18.791454714336147,1
