Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5191146881287726,0.6186770428015564,0.53,0.5709156193895871,0.1339217891495347,0.15258324659121567,20.32910611538877,13.345239511427597,1
