Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5512572533849129,0.5666666666666667,0.625,0.5944055944055944,0.16327629276211048,0.20055466037950598,35.40789880738768,22.533436396091812,1
