Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.4647887323943662,0.5719844357976653,0.48514851485148514,0.525,0.10243163353900298,0.1281970376382981,15.54895257157817,11.212372328936143,1
