Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5512572533849129,0.5566666666666666,0.6278195488721805,0.5901060070671378,0.16906717449941827,0.20797460164750295,36.66370239706672,23.367108245495675,1
