Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5203094777562862,0.4866666666666667,0.6083333333333333,0.5407407407407407,0.08490162606804033,0.1407440830192214,18.411663650275194,15.813383926549585,1
