Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5299806576402321,0.5698529411764706,0.5516014234875445,0.5605786618444847,0.17271738715219753,0.21205978215206608,27.12528846609039,18.910214216386887,1
