Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5009671179883946,0.46691176470588236,0.5291666666666667,0.49609375,0.08439132023937698,0.13997472383001378,13.253667990647271,12.482102856292903,1
