Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5070422535211268,0.5140845070422535,0.5770750988142292,0.5437616387337058,0.17621325421620485,0.2260378837495856,36.862451390668376,24.902752091798405,1
