Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5432595573440644,0.7821011673151751,0.5403225806451613,0.6391096979332274,0.09747180692512662,0.11616070775361878,14.796059094066171,10.159650560733535,1
