Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.46277665995975853,0.5669014084507042,0.5278688524590164,0.5466893039049237,0.08495347748642157,0.10958749152115436,17.771611155135624,12.07333075519634,1
