Day,Accuracy,F1 Score,MAE,RMSE,MASE,RMSSE
1.0,0.49162011173184356,0.5301204819277109,0.860707760498844,0.8762557814776264,140.03552322243013,79.62795692154319
2.0,0.28810408921933084,0.44733044733044736,0.30275924860605813,0.4107754209697922,49.25835659295893,37.328378558888346
3.0,0.22676579925650558,0.1072961373390558,0.5983980006126576,0.6581192710112725,97.35822186903835,59.80524644636662
4.0,0.03717472118959108,0.07168458781362007,0.32980557090307383,0.38562706057353785,53.658742029137606,35.0430726007313
5.0,0.6133828996282528,0.7603686635944701,0.22695022774877033,0.27008740518129887,36.92437241396457,24.543642072822063
6.0,0.23605947955390336,0.12738853503184713,0.4294742390117299,0.47568231415272666,69.87464564709636,43.226660092125655
7.0,0.23977695167286245,0.13530655391120508,0.3370643092355759,0.3865888058768013,54.83972501427708,35.130469243579824
