Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.562862669245648,0.5866666666666667,0.6330935251798561,0.6089965397923875,0.1654451508637783,0.20481252388227683,35.87823474466503,23.011831145141144,1
