Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.41851106639839036,0.1056338028169014,0.46153846153846156,0.17191977077363896,0.2600276833008287,0.3213099789848512,54.39578242022746,35.39894560393739,1
