Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.4869215291750503,0.44014084507042256,0.5656108597285068,0.49504950495049505,0.24909904183721632,0.30042877394305884,52.109595058724175,33.098448608000886,1
