Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.4969818913480885,0.31906614785992216,0.5222929936305732,0.3961352657004831,0.16048429060359515,0.19208483688916586,24.36124990751522,16.80012853355422,1
