Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5493230174081238,0.6029411764705882,0.5674740484429066,0.5846702317290553,0.16208399908909027,0.2006584493588992,25.455313466239907,17.893512023811322,1
