Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5183752417794971,0.5551470588235294,0.5412186379928315,0.5480943738656987,0.17334597446263386,0.21309321096910447,27.22400818622305,19.00236917433912,1
