Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5319148936170213,0.5533333333333333,0.6058394160583942,0.578397212543554,0.16449759171345057,0.20131226897919838,35.672748216637956,22.61855795428446,1
