Accuracy,Recall,Precision,F1 Score,MAE,RMSE,MASE,RMSSE,Forecast_Day
0.5311871227364185,0.602112676056338,0.5876288659793815,0.5947826086956521,0.11904337581308784,0.149328129601996,24.902954512756903,16.451584708385266,1
