# Data Source: Blockchain.com Public Charts API (https://www.blockchain.com/explorer/charts)
Date,Miner Revenue (USD)
2017-07-10,6632606.65260221
2017-07-12,
2017-07-14,4517081.23146398
2017-07-16,
2017-07-17,
2017-07-18,5318674.73797644
2017-07-19,
2017-07-20,
2017-07-21,
2017-07-22,6110647.80474536
2017-07-23,
2017-07-24,
2017-07-25,
2017-07-26,5002271.53846552
2017-07-27,
2017-07-28,
2017-07-29,
2017-07-30,5356955.02068304
2017-07-31,
2017-08-01,
2017-08-03,5137047.94922252
2017-08-05,
2017-08-07,6910134.93728859
2017-08-09,
2017-08-11,7518972.01439316
2017-08-13,
2017-08-15,9519693.7153427
2017-08-17,
2017-08-19,8768479.01278978
2017-08-20,
2017-08-21,
2017-08-22,
2017-08-23,10516192.9367837
2017-08-24,
2017-08-25,
2017-08-26,
2017-08-27,9978452.55324677
2017-08-28,
2017-08-29,
2017-08-30,
2017-08-31,11477924.6362609
2017-09-01,
2017-09-02,
2017-09-03,
2017-09-04,11230260.0600448
2017-09-06,
2017-09-08,11151766.5641362
2017-09-10,
2017-09-12,10615411.2036899
2017-09-14,
2017-09-16,8409604.1044016
2017-09-18,
2017-09-20,6356831.37323994
2017-09-22,
2017-09-23,
2017-09-24,6998744.17063086
2017-09-25,
2017-09-26,
2017-09-27,
2017-09-28,9951711.28319571
2017-09-29,
2017-09-30,
2017-10-01,
2017-10-02,9042032.79197735
2017-10-03,
2017-10-04,
2017-10-05,
2017-10-06,9444311.29584243
2017-10-07,
2017-10-08,
2017-10-10,10589103.2255027
2017-10-12,
2017-10-14,11510644.7555848
2017-10-16,
2017-10-18,11245621.2524095
2017-10-20,
2017-10-22,14386157.8993985
2017-10-24,
2017-10-26,14196709.0848065
2017-10-27,
2017-10-28,
2017-10-29,
2017-10-30,12873410.4360565
2017-10-31,
2017-11-01,
2017-11-02,
2017-11-03,12745769.1613126
2017-11-04,
2017-11-05,
2017-11-06,
2017-11-07,15916555.6435329
2017-11-08,
2017-11-09,
2017-11-10,
2017-11-11,8785091.45149512
2017-11-12,
2017-11-13,
2017-11-15,17885007.8421946
2017-11-17,
2017-11-19,17836891.9126454
2017-11-21,
2017-11-23,18447902.2439344
2017-11-25,
2017-11-27,22731345.2947229
2017-11-29,
2017-12-01,25856448.1705625
2017-12-02,
2017-12-03,
2017-12-04,
2017-12-05,29210388.2872577
2017-12-06,
2017-12-07,
2017-12-08,
2017-12-09,42165253.3814881
2017-12-10,
2017-12-11,
2017-12-12,
2017-12-13,50475052.9011524
2017-12-14,
2017-12-15,
2017-12-16,
2017-12-17,55498368.9347384
2017-12-19,
2017-12-21,46165232.3021406
2017-12-23,
2017-12-25,33837650.8285438
2017-12-27,
2017-12-29,41872625.551997
2017-12-31,
2018-01-02,39946758.985841
2018-01-04,
2018-01-05,
2018-01-06,46563789.9760972
2018-01-07,
2018-01-08,
2018-01-09,
2018-01-10,39636974.2597653
2018-01-11,
2018-01-12,
2018-01-13,
2018-01-14,33285730.8286788
2018-01-15,
2018-01-16,
2018-01-17,
2018-01-18,32739932.5047795
2018-01-19,
2018-01-20,
2018-01-22,27049040.6377818
2018-01-24,
2018-01-26,23885798.1844209
2018-01-28,
2018-01-30,24473743.4213841
2018-02-01,
2018-02-03,19143008.6973898
2018-02-05,
2018-02-07,15016975.9975587
2018-02-08,
2018-02-09,
2018-02-10,
2018-02-11,16243960.9275333
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,16956455.4438234
2018-02-16,
2018-02-17,
2018-02-18,
2018-02-19,23360784.6795428
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,19432244.5627423
2018-02-25,
2018-02-27,21628887.7869834
2018-03-01,
2018-03-03,26214536.4268542
2018-03-05,
2018-03-07,21157511.2468039
2018-03-09,
2018-03-11,18210037.1103318
2018-03-13,
2018-03-14,
2018-03-15,14891789.5575998
2018-03-16,
2018-03-17,
2018-03-18,
2018-03-19,16605902.4023534
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,14416156.914284
2018-03-24,
2018-03-25,
2018-03-26,
2018-03-27,15343941.6498773
2018-03-29,
2018-03-31,11496221.1522506
2018-04-02,
2018-04-04,13317444.6543738
2018-04-06,
2018-04-08,14381384.2556293
2018-04-10,
2018-04-12,14467514.3872462
2018-04-14,
2018-04-15,
2018-04-16,14466032.4235628
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,14670398.2209767
2018-04-21,
2018-04-22,
2018-04-23,
2018-04-24,19313819.5456429
2018-04-25,
2018-04-26,
2018-04-27,
2018-04-28,15653776.3788926
2018-04-29,
2018-04-30,
2018-05-02,16550285.1275183
2018-05-04,
2018-05-06,16838802.1726855
2018-05-08,
2018-05-10,19067802.4806501
2018-05-12,
2018-05-14,14739381.0305533
2018-05-16,
2018-05-18,15763512.3289478
2018-05-19,
2018-05-20,
2018-05-21,
2018-05-22,15794378.6165236
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-26,15506006.4825006
2018-05-27,
2018-05-28,
2018-05-29,
2018-05-30,16513656.6717777
2018-05-31,
2018-06-01,
2018-06-02,
2018-06-03,16165187.1658882
2018-06-05,
2018-06-07,13918250.6520602
2018-06-09,
2018-06-11,11987207.9874201
2018-06-13,
2018-06-15,13178785.7305518
2018-06-17,
2018-06-19,13569989.109128
2018-06-21,
2018-06-22,
2018-06-23,13084984.3584379
2018-06-24,
2018-06-25,
2018-06-26,
2018-06-27,9410792.753692
2018-06-28,
2018-06-29,
2018-06-30,
2018-07-01,11937510.4443779
2018-07-02,
2018-07-03,
2018-07-04,
2018-07-05,11406742.2965554
2018-07-06,
2018-07-07,
2018-07-09,11538923.6101558
2018-07-11,
2018-07-13,11580161.27454
2018-07-15,
2018-07-17,14162648.5568392
2018-07-19,
2018-07-21,12868685.0037298
2018-07-23,
2018-07-25,18521932.1199499
2018-07-26,
2018-07-27,
2018-07-28,
2018-07-29,17783188.6373367
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,14896249.0194185
2018-08-03,
2018-08-04,
2018-08-05,
2018-08-06,11561668.3213017
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,14364533.2889265
2018-08-12,
2018-08-14,10463532.7086275
2018-08-16,
2018-08-18,13176949.401446
2018-08-20,
2018-08-22,13754538.29512
2018-08-24,
2018-08-26,14782108.510734
2018-08-28,
2018-08-29,
2018-08-30,13524159.9511415
2018-08-31,
2018-09-01,
2018-09-02,
2018-09-03,13221829.9042709
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,12582725.3198711
2018-09-08,
2018-09-09,
2018-09-10,
2018-09-11,11243962.7129766
2018-09-12,
2018-09-13,
2018-09-15,11500218.9046532
2018-09-17,
2018-09-19,13390617.4929546
2018-09-21,
2018-09-23,12664817.2593975
2018-09-25,
2018-09-27,11811663.0811172
2018-09-29,
2018-10-01,13302756.841859
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,10781240.5783847
2018-10-06,
2018-10-07,
2018-10-08,
2018-10-09,10819341.6623845
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-13,11153382.1683486
2018-10-14,
2018-10-15,
2018-10-16,
2018-10-17,11388324.9367584
2018-10-19,
2018-10-21,11177638.2230549
2018-10-23,
2018-10-25,11078368.7086216
2018-10-27,
2018-10-29,11701707.396594
2018-10-31,
2018-11-02,11791348.731355
2018-11-04,
2018-11-06,10388473.3176845
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-10,10836466.3614449
2018-11-11,
2018-11-12,
2018-11-13,
2018-11-14,10486098.1233794
2018-11-15,
2018-11-16,
2018-11-17,
2018-11-18,8599720.95927254
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-22,6996199.90465438
2018-11-24,
2018-11-26,5473562.85458386
2018-11-28,
2018-11-30,5401820.88924666
2018-12-02,
2018-12-04,7036398.75283324
2018-12-06,
2018-12-08,5447972.13209918
2018-12-10,
2018-12-11,
2018-12-12,5160390.73972739
2018-12-13,
2018-12-14,
2018-12-15,
2018-12-16,4666604.25778655
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,6721946.32294331
2018-12-21,
2018-12-22,
2018-12-23,
2018-12-24,8231393.77197834
2018-12-25,
2018-12-26,
2018-12-28,7898836.22197374
2018-12-30,
2019-01-01,7012103.64869832
2019-01-03,
2019-01-05,8052390.56037927
2019-01-07,
2019-01-09,8518054.36444044
2019-01-11,
2019-01-13,6266417.92080623
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,5891153.31180589
2019-01-18,
2019-01-19,
2019-01-20,
2019-01-21,6879083.71968765
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,6309969.92281265
2019-01-26,
2019-01-27,
2019-01-28,
2019-01-29,6364552.33446091
2019-01-31,
2019-02-02,6325531.02417506
2019-02-04,
2019-02-06,6985845.57387517
2019-02-08,
2019-02-10,6454979.70124316
2019-02-12,
2019-02-14,6566282.2719383
2019-02-16,
2019-02-17,
2019-02-18,7556019.10851886
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,8096363.88186099
2019-02-23,
2019-02-24,
2019-02-25,
2019-02-26,7878415.30725483
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-02,6565214.95545392
2019-03-03,
2019-03-04,
2019-03-06,6388631.33749861
2019-03-08,
2019-03-10,6690849.40826923
2019-03-12,
2019-03-14,7600598.59424684
2019-03-16,
2019-03-18,8269486.75644039
2019-03-20,
2019-03-22,8113657.07200504
2019-03-23,
2019-03-24,
2019-03-25,
2019-03-26,6780907.83753621
2019-03-27,
2019-03-28,
2019-03-29,
2019-03-30,7321449.75025686
2019-03-31,
2019-04-01,
2019-04-02,
2019-04-03,9794906.73422098
2019-04-04,
2019-04-05,
2019-04-07,9465714.63768817
2019-04-09,
2019-04-11,10673185.0684278
2019-04-13,
2019-04-15,9812670.32039005
2019-04-17,
2019-04-19,10531918.6568264
2019-04-21,
2019-04-23,8538019.90240713
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-27,9112041.03117378
2019-04-28,
2019-04-29,
2019-04-30,
2019-05-01,11945018.6431959
2019-05-02,
2019-05-03,
2019-05-04,
2019-05-05,9591032.60781153
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,12149462.758915
2019-05-11,
2019-05-13,16443665.5226962
2019-05-15,
2019-05-17,15398528.2663666
2019-05-19,
2019-05-21,16828129.8548241
2019-05-23,
2019-05-25,15115205.1345969
2019-05-27,
2019-05-28,
2019-05-29,20660475.7496612
2019-05-30,
2019-05-31,
2019-06-01,
2019-06-02,15462127.8066285
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,16576546.9153716
2019-06-07,
2019-06-08,
2019-06-09,
2019-06-10,16318423.0157517
2019-06-11,
2019-06-12,
2019-06-14,18846894.0773128
2019-06-16,
2019-06-18,19759220.101567
2019-06-20,
2019-06-22,20226178.7284416
2019-06-24,
2019-06-26,28602342.1291297
2019-06-28,
2019-06-30,23170049.1634577
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,25608368.4262575
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,27968213.8393009
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,24773188.3315347
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,22149573.0409782
2019-07-18,
2019-07-20,24399901.5665187
2019-07-22,
2019-07-24,17345757.0026475
2019-07-26,
2019-07-28,20994348.8070565
2019-07-30,
2019-08-01,18606541.3941747
2019-08-03,
2019-08-04,
2019-08-05,22256372.3249701
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,22823177.0107999
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,23339417.3415891
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,16818757.380567
2019-08-18,
2019-08-19,
2019-08-21,18133519.9255694
2019-08-23,
2019-08-25,20023054.2210009
2019-08-27,
2019-08-29,20199158.8493224
2019-08-31,
2019-09-02,19567794.8424031
2019-09-04,
2019-09-06,21464687.5948385
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,23662199.3205437
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,20523303.2794348
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,22533478.5270288
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,21169975.568586
2019-09-24,
2019-09-26,18142040.4350672
2019-09-28,
2019-09-30,13436667.5184307
2019-10-02,
2019-10-04,15198779.2000248
2019-10-06,
2019-10-08,17060959.4496355
2019-10-10,
2019-10-11,
2019-10-12,14021139.9221787
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,14633533.2162171
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,14984777.0324384
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,12594197.4342478
2019-10-25,
2019-10-26,
2019-10-28,16254462.7222859
2019-10-30,
2019-11-01,15476389.7763189
2019-11-03,
2019-11-05,17451427.0960617
2019-11-07,
2019-11-09,16111246.6162539
2019-11-11,
2019-11-13,15067619.9304147
2019-11-14,
2019-11-15,
2019-11-16,
2019-11-17,16582477.2990228
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,13715760.945241
2019-11-22,
2019-11-23,
2019-11-24,
2019-11-25,11205569.8205629
2019-11-26,
2019-11-27,
2019-11-28,
2019-11-29,14142605.488628
2019-12-01,
2019-12-03,14637722.1146156
2019-12-05,
2019-12-07,15286888.4929326
2019-12-09,
2019-12-11,12062018.8328855
2019-12-13,
2019-12-15,11126047.8730105
2019-12-17,
2019-12-18,
2019-12-19,14591652.0228841
2019-12-20,
2019-12-21,
2019-12-22,
2019-12-23,13758030.7646397
2019-12-24,
2019-12-25,
2019-12-26,
2019-12-27,13514433.1871364
2019-12-28,
2019-12-29,
2019-12-30,
2019-12-31,13152944.2201164
2020-01-01,
2020-01-02,
2020-01-04,15650931.3942571
2020-01-05,
2020-01-06,
2020-01-08,14890476.7245234
2020-01-09,
2020-01-10,
2020-01-12,15625350.6674988
2020-01-13,
2020-01-14,
2020-01-16,17478168.636505
2020-01-17,
2020-01-18,
2020-01-20,16034934.2929324
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,16478219.0489395
2020-01-25,
2020-01-26,
2020-01-27,
2020-01-28,16242549.0084109
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-01,17858163.3183205
2020-02-02,
2020-02-03,
2020-02-04,
2020-02-05,19130672.8183499
2020-02-06,
2020-02-07,
2020-02-09,19747647.2563808
2020-02-10,
2020-02-11,
2020-02-13,18474198.4419548
2020-02-14,
2020-02-15,
2020-02-17,19823862.1987849
2020-02-18,
2020-02-19,
2020-02-21,18886942.6943443
2020-02-22,
2020-02-23,
2020-02-24,
2020-02-25,17822599.4317669
2020-02-26,
2020-02-27,
2020-02-28,
2020-02-29,15277906.3501235
2020-03-01,
2020-03-02,
2020-03-03,
2020-03-04,18948989.9695022
2020-03-05,
2020-03-06,
2020-03-07,
2020-03-08,17385259.2570763
2020-03-09,
2020-03-10,
2020-03-12,13544827.8769228
2020-03-14,
2020-03-16,7889846.94060429
2020-03-18,
2020-03-20,9446456.6579134
2020-03-22,
2020-03-24,11290318.1081887
2020-03-26,
2020-03-27,
2020-03-28,10989618.9333618
2020-03-29,
2020-03-30,
2020-03-31,
2020-04-01,12386579.1867395
2020-04-02,
2020-04-03,
2020-04-04,
2020-04-05,14957634.8766792
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,14241012.6272215
2020-04-10,
2020-04-11,
2020-04-13,14683700.7327373
2020-04-15,
2020-04-17,11584618.6908067
2020-04-19,
2020-04-21,13280755.4956055
2020-04-23,
2020-04-25,13029925.9247904
2020-04-27,
2020-04-29,15737371.4387275
2020-04-30,
2020-05-01,
2020-05-02,
2020-05-03,19630255.3423323
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,18246780.7005844
2020-05-08,
2020-05-09,
2020-05-10,
2020-05-11,17168436.3390022
2020-05-12,
2020-05-13,
2020-05-14,
2020-05-15,8969982.47707204
2020-05-17,
2020-05-19,8879553.7575469
2020-05-21,
2020-05-23,7843058.63019165
2020-05-25,
2020-05-26,
2020-05-27,9241012.00693874
2020-05-29,
2020-05-30,
2020-05-31,9542417.4585863
2020-06-02,
2020-06-03,
2020-06-04,9764314.20040038
2020-06-05,
2020-06-06,
2020-06-07,
2020-06-08,10379765.6243221
2020-06-09,
2020-06-10,
2020-06-11,
2020-06-12,9866334.58133083
2020-06-13,
2020-06-14,
2020-06-15,
2020-06-16,9617963.21008684
2020-06-17,
2020-06-18,
2020-06-19,
2020-06-20,8238014.00234774
2020-06-22,
2020-06-23,
2020-06-24,8594577.4593605
2020-06-26,
2020-06-27,
2020-06-28,8666896.61256926
2020-06-30,
2020-07-01,
2020-07-02,9907317.70423729
2020-07-04,
2020-07-05,
2020-07-06,9573702.5263014
2020-07-07,
2020-07-08,
2020-07-09,
2020-07-10,9821730.66445103
2020-07-11,
2020-07-12,
2020-07-13,
2020-07-14,9003009.80517444
2020-07-15,
2020-07-16,
2020-07-17,
2020-07-18,8257260.54422192
2020-07-19,
2020-07-20,
2020-07-21,
2020-07-22,9764974.36846801
2020-07-24,
2020-07-25,
2020-07-26,10587041.6037513
2020-07-28,
2020-07-29,
2020-07-30,11301864.6984554
2020-08-01,
2020-08-02,
2020-08-03,12873862.5784736
2020-08-05,
2020-08-06,
2020-08-07,12898632.9438048
2020-08-09,
2020-08-10,
2020-08-11,12966824.4492047
2020-08-12,
2020-08-13,
2020-08-14,
2020-08-15,12537672.5372401
2020-08-16,
2020-08-17,
2020-08-18,
2020-08-19,11920459.626279147
2020-08-20,
2020-08-21,
2020-08-22,
2020-08-23,12250514.724347962
2020-08-24,
2020-08-25,
2020-08-26,
2020-08-27,10690122.01226198
2020-08-29,
2020-08-30,
2020-08-31,12191565.474340877
2020-09-02,
2020-09-03,
2020-09-04,10521917.64225536
2020-09-06,
2020-09-07,
2020-09-08,10676168.86571476
2020-09-10,
2020-09-11,
2020-09-12,11755971.409291402
2020-09-13,
2020-09-14,
2020-09-15,
2020-09-16,11397006.21477204
2020-09-17,
2020-09-18,
2020-09-19,
2020-09-20,10041684.798421945
2020-09-21,
2020-09-22,
2020-09-23,
2020-09-24,9928235.838903904
2020-09-25,
2020-09-26,
2020-09-27,
2020-09-28,9531618.970526235
2020-09-30,
2020-10-01,
2020-10-02,10232863.851096012
2020-10-04,
2020-10-05,
2020-10-06,10054284.607074086
2020-10-08,
2020-10-09,
2020-10-10,11127194.8560519
2020-10-12,
2020-10-13,
2020-10-14,11605343.496273927
2020-10-16,
2020-10-17,
2020-10-18,8982105.736832837
2020-10-19,
2020-10-20,
2020-10-21,
2020-10-22,13585268.793336762
2020-10-23,
2020-10-24,
2020-10-25,
2020-10-26,10435984.482452529
2020-10-27,
2020-10-28,
2020-10-29,
2020-10-30,12828892.041338578
2020-10-31,
2020-11-01,
2020-11-02,
2020-11-03,15826226.373946056
2020-11-05,
2020-11-06,
2020-11-07,16132958.559332216
2020-11-09,
2020-11-10,
2020-11-11,16020485.034676496
2020-11-13,
2020-11-14,
2020-11-15,15662707.440931926
2020-11-17,
2020-11-18,
2020-11-19,16988027.064900875
2020-11-20,
2020-11-21,
2020-11-22,
2020-11-23,18011288.3905691
2020-11-24,
2020-11-25,
2020-11-26,
2020-11-27,17988301.561259545
2020-11-28,
2020-11-29,
2020-11-30,
2020-12-01,21143567.33429405
2020-12-02,
2020-12-03,
2020-12-04,
2020-12-05,18632287.72198453
2020-12-07,
2020-12-08,
2020-12-09,17187411.942549206
2020-12-11,
2020-12-12,
2020-12-13,19661607.518971115
2020-12-15,
2020-12-16,
2020-12-17,22338873.247198086
2020-12-19,
2020-12-20,
2020-12-21,23298120.991149504
2020-12-23,
2020-12-24,
2020-12-25,23792132.986943312
2020-12-26,
2020-12-27,
2020-12-28,
2020-12-29,28221057.092363108
2020-12-30,
2020-12-31,
2021-01-01,
2021-01-02,31908499.940662753
2021-01-03,
2021-01-04,
2021-01-05,
2021-01-06,43004565.11013959
2021-01-07,
2021-01-08,
2021-01-09,
2021-01-10,43171347.77742759
2021-01-12,
2021-01-13,
2021-01-14,42518141.3229426
2021-01-16,
2021-01-17,
2021-01-18,36250411.753908925
2021-01-20,
2021-01-21,
2021-01-22,31865792.143227555
2021-01-24,
2021-01-25,
2021-01-26,35209827.729441255
2021-01-27,
2021-01-28,
2021-01-29,
2021-01-30,33651946.62402073
2021-01-31,
2021-02-01,
2021-02-02,
2021-02-03,39131400.439372316
2021-02-04,
2021-02-05,
2021-02-06,
2021-02-07,41085629.48255814
2021-02-08,
2021-02-09,
2021-02-10,
2021-02-11,47377470.06192563
2021-02-13,
2021-02-14,
2021-02-15,51761591.27857075
2021-02-17,
2021-02-18,
2021-02-19,59244126.437538244
2021-02-21,
2021-02-22,
2021-02-23,48487887.64094238
2021-02-25,
2021-02-26,
2021-02-27,51148405.64582984
2021-03-01,
2021-03-02,
2021-03-03,55147754.83271214
2021-03-04,
2021-03-05,
2021-03-06,
2021-03-07,49451162.50304934
2021-03-08,
2021-03-09,
2021-03-10,
2021-03-11,52736912.574518405
2021-03-12,
2021-03-13,
2021-03-14,
2021-03-15,59673362.68696073
2021-03-16,
2021-03-17,
2021-03-18,
2021-03-19,61617467.94631133
2021-03-21,
2021-03-22,
2021-03-23,60904323.71943131
2021-03-25,
2021-03-26,
2021-03-27,59212965.29536148
2021-03-29,
2021-03-30,
2021-03-31,63698731.011946015
2021-04-02,
2021-04-03,
2021-04-04,56501558.977773495
2021-04-05,
2021-04-06,
2021-04-07,
2021-04-08,53025106.53857864
2021-04-09,
2021-04-10,
2021-04-11,
2021-04-12,59662203.17826638
2021-04-13,
2021-04-14,
2021-04-15,
2021-04-16,48356808.52401327
2021-04-17,
2021-04-18,
2021-04-19,
2021-04-20,62004693.81146113
2021-04-22,
2021-04-23,
2021-04-24,53877732.96517578
2021-04-26,
2021-04-27,
2021-04-28,56029341.15713478
2021-04-30,
2021-05-01,
2021-05-02,70637245.5046327
2021-05-04,
2021-05-05,
2021-05-06,66659326.27502956
2021-05-08,
2021-05-09,
2021-05-10,71072062.4963203
2021-05-11,
2021-05-12,
2021-05-13,
2021-05-14,45652932.824427664
2021-05-15,
2021-05-16,
2021-05-17,
2021-05-18,30628667.240716435
2021-05-19,
2021-05-20,
2021-05-21,
2021-05-22,31076144.881794974
2021-05-23,
2021-05-24,
2021-05-25,
2021-05-26,32976616.14112848
2021-05-28,
2021-05-29,
2021-05-30,33235125.091146626
2021-06-01,
2021-06-02,
2021-06-03,37237145.28549553
2021-06-05,
2021-06-06,
2021-06-07,32065211.206185155
2021-06-09,
2021-06-10,
2021-06-11,25753794.507168025
2021-06-12,
2021-06-13,
2021-06-14,
2021-06-15,34465050.9411636
2021-06-16,
2021-06-17,
2021-06-18,
2021-06-19,23856840.00185822
2021-06-20,
2021-06-21,
2021-06-22,
2021-06-23,23621428.331087295
2021-06-24,
2021-06-25,
2021-06-26,
2021-06-27,13064509.932234002
2021-06-29,
2021-06-30,
2021-07-01,22482193.59954811
2021-07-03,
2021-07-04,
2021-07-05,29781454.423735674
2021-07-07,
2021-07-08,
2021-07-09,28042394.08723746
2021-07-11,
2021-07-12,
2021-07-13,28926080.150108404
2021-07-15,
2021-07-16,
2021-07-17,28583415.04251025
2021-07-18,
2021-07-19,
2021-07-20,
2021-07-21,28599770.53082254
2021-07-22,
2021-07-23,
2021-07-24,
2021-07-25,33196893.294046123
2021-07-26,
2021-07-27,
2021-07-28,
2021-07-29,40901817.89725001
2021-07-30,
2021-07-31,
2021-08-01,
2021-08-02,35937889.12802676
2021-08-04,
2021-08-05,
2021-08-06,41573126.86150505
2021-08-08,
2021-08-09,
2021-08-10,48233368.67053298
2021-08-12,
2021-08-13,
2021-08-14,48765927.53500252
2021-08-16,
2021-08-17,
2021-08-18,38733931.86284885
2021-08-19,
2021-08-20,
2021-08-21,
2021-08-22,50723143.42981716
2021-08-23,
2021-08-24,
2021-08-25,
2021-08-26,44344740.93695561
2021-08-27,
2021-08-28,
2021-08-29,
2021-08-30,41207632.496016696
2021-08-31,
2021-09-01,
2021-09-02,
2021-09-03,47116728.859512806
2021-09-05,
2021-09-06,
2021-09-07,50271634.77666399
2021-09-09,
2021-09-10,
2021-09-11,42455401.022459485
2021-09-13,
2021-09-14,
2021-09-15,43026873.39652887
2021-09-17,
2021-09-18,
2021-09-19,48131991.96049828
2021-09-21,
2021-09-22,
2021-09-23,46022168.07568965
2021-09-24,
2021-09-25,
2021-09-26,
2021-09-27,43218816.609998696
2021-09-28,
2021-09-29,
2021-09-30,
2021-10-01,40884975.737541296
2021-10-02,
2021-10-03,
2021-10-04,
2021-10-05,52076953.33832859
2021-10-06,
2021-10-07,
2021-10-08,
2021-10-09,52134455.4356277
2021-10-11,
2021-10-12,
2021-10-13,60196305.44825861
2021-10-15,
2021-10-16,
2021-10-17,61555796.558050446
2021-10-19,
2021-10-20,
2021-10-21,60807152.14749298
2021-10-23,
2021-10-24,
2021-10-25,74417752.58679873
2021-10-26,
2021-10-27,
2021-10-28,
2021-10-29,68395070.2356678
2021-10-30,
2021-10-31,
2021-11-01,
2021-11-02,62861190.1269139
2021-11-03,
2021-11-04,
2021-11-05,
2021-11-06,59379244.680895254
2021-11-07,
2021-11-08,
2021-11-09,
2021-11-10,63548112.515628144
2021-11-12,
2021-11-13,
2021-11-14,65428799.071050175
2021-11-16,
2021-11-17,
2021-11-18,53828907.24201124
2021-11-20,
2021-11-21,
2021-11-22,51325923.632378705
2021-11-24,
2021-11-25,
2021-11-26,46589569.53114692
2021-11-28,
2021-11-29,
2021-11-30,48794504.356670626
2021-12-01,
2021-12-02,
2021-12-03,
2021-12-04,48318140.19851063
2021-12-05,
2021-12-06,
2021-12-07,
2021-12-08,53150535.42389043
2021-12-09,
2021-12-10,
2021-12-11,
2021-12-12,43658657.58972005
2021-12-13,
2021-12-14,
2021-12-15,
2021-12-16,35647706.322254986
2021-12-18,
2021-12-19,
2021-12-20,42533811.43613241
2021-12-22,
2021-12-23,
2021-12-24,49180777.12235141
2021-12-26,
2021-12-27,
2021-12-28,43360200.30927323
2021-12-30,
2021-12-31,
2022-01-01,50149010.75444461
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,43723000.844989486
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,37068053.16263282
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,49600693.77700761
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,43763608.21850503
2022-01-19,
2022-01-20,
2022-01-21,32978968.483064435
2022-01-23,
2022-01-24,
2022-01-25,35087221.533111915
2022-01-27,
2022-01-28,
2022-01-29,35684124.95720539
2022-01-31,
2022-02-01,
2022-02-02,36860308.934098706
2022-02-04,
2022-02-05,
2022-02-06,40981670.2961239
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,41628004.65890094
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,40840022.9699916
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,34237766.888329044
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,36863634.739900105
2022-02-24,
2022-02-25,
2022-02-26,33937773.77919107
2022-02-28,
2022-03-01,
2022-03-02,38804384.27420314
2022-03-04,
2022-03-05,
2022-03-06,32347699.625522234
2022-03-08,
2022-03-09,
2022-03-10,36518474.15193781
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,37379620.92665644
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,36959271.78465093
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,39888938.43880881
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,45600899.41748507
2022-03-28,
2022-03-29,
