# Data Source: Blockchain.com Public Charts API (https://www.blockchain.com/explorer/charts)
Date,Active Addresses,Transaction Count,Mempool Size,Hash Rate (GH/s),Mining Difficulty,Miner Revenue (USD),Transaction Fees (BTC),Median Confirmation Time (min)
2012-01-02,,5410.0,,,,63012.4893246422,5.55312158,
2012-01-04,9542.0,,,8.87970284099127,1159929.49722438,,,13.6166666666667
2012-01-06,,6644.0,,,,60436.957273902,6.48923847,
2012-01-08,10661.0,,,9.28332569739997,1159929.49722438,,,14.0166666666667
2012-01-10,,6677.0,,,,58149.1264872017,4.89613037,
2012-01-12,10691.0,,,10.3211337404744,1250757.73927466,,,13.3333333333333
2012-01-14,,6807.0,,,,60879.0075160823,12.78590354,
2012-01-16,11532.0,,,9.82372970478891,1250757.73927466,,,13.05
2012-01-18,,6647.0,,,,48170.5949892576,10.84433779,
2012-01-20,10999.0,,,8.58021961557513,1250757.73927466,,,12.8666666666667
2012-01-22,,5325.0,,,,48845.2985672148,3.03810531,
2012-01-24,11684.0,,,8.77601647007213,1307728.36060407,,,12.85
2012-01-26,,6598.0,,,,53094.3502675725,8.95157979,
2012-01-28,10203.0,,,10.076167058231,1307728.36060407,,,10.8833333333333
2012-01-30,,6153.0,,,,51072.9095432556,29.11896874,
2012-02-01,11456.0,,,8.77601647007213,1307728.36060407,,,17.0333333333333
2012-02-03,,7050.0,,,,54515.3249872762,6.90589652,
2012-02-05,11451.0,,,9.3272398828152,1379647.43921429,,,16.4833333333333
2012-02-07,,7012.0,,,,43025.432066404,6.64074854,
2012-02-09,12023.0,,,9.87590105239257,1379647.43921429,,,13.2166666666667
2012-02-11,,7679.0,,,,46949.2130839446,3.91143183,
2012-02-13,12755.0,,,10.0816489909841,1379647.43921429,,,10.8333333333333
2012-02-15,,9337.0,,,,38044.813129311,6.10036407,
2012-02-17,11012.0,,,9.73873575999822,1379647.43921429,,,13.3166666666667
2012-02-19,,5958.0,,,,36583.9155078438,2.65186887,
2012-02-21,11225.0,,,8.75729367404835,1376302.26788638,,,16.15
2012-02-23,,8014.0,,,,40768.5214860064,5.00951708,
2012-02-25,11022.0,,,11.42553159036,1376302.26788638,,,8.98333333333333
2012-02-27,,6735.0,,,,44206.1031315952,5.66176552,
2012-02-29,12043.0,,,12.7254423701015,1376302.26788638,,,7.28333333333333
2012-03-02,,7645.0,,,,36950.8110274022,4.50574566,
2012-03-04,12059.0,,,9.67397724650567,1496978.59502557,,,8.18333333333333
2012-03-06,,6368.0,,,,41102.2274464368,4.84595258,
2012-03-08,12185.0,,,11.6087726958068,1496978.59502557,,,8.96666666666667
2012-03-10,,5370.0,,,,45810.2437535655,4.38179608,
2012-03-12,11290.0,,,12.5761704204574,1496978.59502557,,,7.88333333333333
2012-03-14,,6895.0,,,,45828.1974228738,5.17901821,
2012-03-16,12250.0,,,10.6507281967033,1498294.36281651,,,9.0
2012-03-18,,6039.0,,,,47538.342423108,3.22801017,
2012-03-20,12143.0,,,11.0231312805041,1498294.36281651,,,9.15833333333333
2012-03-22,,6587.0,,,,42873.4562543576,3.38385442,
2012-03-24,10955.0,,,12.810666082748,1498294.36281651,,,7.90833333333333
2012-03-26,,6619.0,,,,48194.038893809,3.47762179,
2012-03-28,12531.0,,,11.8424180648659,1498294.36281651,,,9.55
2012-03-30,,6828.0,,,,43187.946633504,4.39585095,
2012-04-01,9862.0,,,12.1284618185812,1626553.48132894,,,8.74166666666667
2012-04-03,,7739.0,,,,36713.2875190774,5.07741879,
2012-04-05,12119.0,,,9.62191304274106,1626553.48132894,,,10.275
2012-04-07,,6080.0,,,,34986.860483824,3.7089169,
2012-04-09,,,,12.209318230705,1626553.48132894,,,8.66666666666667
2012-04-10,13537.0,,,,,,,
2012-04-11,,7858.0,,,,38494.438652033,5.24550745,
2012-04-13,,,,9.88325160797756,1577913.48567673,,,11.5333333333333
2012-04-14,13106.0,,,,,,,
2012-04-15,,7371.0,,,,28884.0840423412,3.69750206,
2012-04-17,,,,11.1382676851811,1577913.48567673,,,9.21666666666667
2012-04-18,14652.0,,,,,,,
2012-04-19,,7900.0,,,,45875.2410504836,5.84943097,
2012-04-21,,,,11.5304602093072,1577913.48567673,,,10.7
2012-04-22,11365.0,,,,,,,
2012-04-23,,7104.0,,,,38979.04505166,4.2807022,
2012-04-25,,,,10.8245136658802,1577913.48567673,,,9.88333333333333
2012-04-26,14837.0,,,,,,,
2012-04-27,,7195.0,,,,41139.2927718113,6.88570856,
2012-04-29,,,,12.4487382935262,1508589.67206029,,,8.35
2012-04-30,15186.0,,,,,,,
2012-05-01,,10208.0,,,,47536.71701085,6.73048886,
2012-05-03,,,,12.4487382935262,1508589.67206029,,,8.91666666666667
2012-05-04,17784.0,,,,,,,
2012-05-05,,12998.0,,,,47164.841369471,7.87065714,
2012-05-07,,,,12.8237002903192,1508589.67206029,,,9.55
2012-05-08,19584.0,,,,,,,
2012-05-09,,17245.0,,,,46999.023647331,14.13032343,
2012-05-11,,,,10.5974601790129,1733207.51384839,,,15.1833333333333
2012-05-12,19032.0,,,,,,,
2012-05-13,,14737.0,,,,40563.4083685,11.80632246,
2012-05-15,,,,11.2867258817129,1733207.51384839,,,12.2166666666667
2012-05-16,20227.0,,,,,,,
2012-05-17,,16935.0,,,,30660.804986283,11.71657133,
2012-05-19,,,,12.5790990742755,1733207.51384839,,,11.2833333333333
2012-05-20,24706.0,,,,,,,
2012-05-21,,31604.0,,,,33577.3277565435,19.56744229,
2012-05-23,,,,10.4251437533379,1733207.51384839,,,16.5
2012-05-24,23103.0,,,,,,,
2012-05-25,,28999.0,,,,31620.9331111791,19.27748871,
2012-05-27,,,,12.9712135181187,1591074.96184731,,,9.45
2012-05-28,24094.0,,,,,,,
2012-05-29,,29816.0,,,,34661.6432505252,16.97474696,
2012-05-31,,,,11.5475437417398,1591074.96184731,,,10.7166666666667
2012-06-01,23507.0,,,,,,,
2012-06-02,,12800.0,,,,51161.0132020947,7.13557653,
2012-06-04,,,,11.9430075685117,1591074.96184731,,,14.775
2012-06-05,34403.0,,,,,,,
2012-06-06,,15937.0,,,,45358.3473886863,11.27363476,
2012-06-08,,,,11.7057292724486,1591074.96184731,,,14.8166666666667
2012-06-09,25160.0,,,,,,,
2012-06-10,,40721.0,,,,61517.1607357136,25.33678545,
2012-06-12,,,,11.0180276735338,1583177.84744401,,,12.3
2012-06-13,38857.0,,,,,,,
2012-06-14,,61938.0,,,,54511.9268304376,38.72082266,
2012-06-16,,,,12.5920316268957,1583177.84744401,,,23.7833333333333
2012-06-17,32557.0,,,,,,,
2012-06-18,,39071.0,,,,79953.9891214155,27.88555011,
2012-06-20,,,,11.6726201299773,1726566.55919348,,,21.2916666666667
2012-06-21,23348.0,,,,,,,
2012-06-22,,23565.0,,,,49101.457631244,20.70231783,
2012-06-24,,,,12.0159324867414,1726566.55919348,,,13.7166666666667
2012-06-25,26708.0,,,,,,,
2012-06-26,,30235.0,,,,58502.8101289665,18.27898114,
2012-06-28,,,,11.5867920407863,1726566.55919348,,,14.1666666666667
2012-06-29,26456.0,,,,,,,
2012-06-30,,22618.0,,,,45449.1543067431,13.94161293,
2012-07-02,,,,13.8183223597526,1726566.55919348,,,10.5166666666667
2012-07-03,26886.0,,,,,,,
2012-07-04,,23164.0,,,,55792.3337719693,13.28572083,
2012-07-06,,,,13.3209874109609,1751454.53534068,,,11.65
2012-07-07,25832.0,,,,,,,
2012-07-08,,20799.0,,,,56695.2287056026,11.50252767,
2012-07-10,,,,13.1468568565692,1751454.53534068,,,18.1666666666667
2012-07-11,28013.0,,,,,,,
2012-07-12,,24303.0,,,,78642.5914367299,13.53006867,
2012-07-14,,,,12.9727263021776,1751454.53534068,,,17.2666666666667
2012-07-15,24275.0,,,,,,,
2012-07-16,,31379.0,,,,64134.408049218,21.28658376,
2012-07-18,,,,14.009601065922,1866391.30500321,,,14.7
2012-07-19,27587.0,,,,,,,
2012-07-20,,36794.0,,,,79163.6715730521,37.47018662,
2012-07-22,,,,12.8962552858487,1866391.30500321,,,11.8833333333333
2012-07-23,33404.0,,,,,,,
2012-07-24,,28369.0,,,,86528.605765769,15.98700134,
2012-07-26,,,,16.5146290710868,1866391.30500321,,,13.0666666666667
2012-07-27,26568.0,,,,,,,
2012-07-28,,35230.0,,,,75834.0973742251,20.56362157,
2012-07-30,,,,18.730041758676,2036671.08869332,,,12.4666666666667
2012-07-31,45337.0,,,,,,,
2012-08-01,,30538.0,,,,77805.1686569322,20.02226151,
2012-08-03,,,,17.5151201310862,2036671.08869332,,,10.2166666666667
2012-08-04,28146.0,,,,,,,
2012-08-05,,33283.0,,,,84261.4932141129,25.67591134,
2012-08-07,,,,15.0852768759066,2036671.08869332,,,12.6333333333333
2012-08-08,39343.0,,,,,,,
2012-08-09,,29942.0,,,,108030.487505667,17.38277224,
2012-08-11,,,,15.996468096599,2036671.08869332,,,13.1666666666667
2012-08-12,31503.0,,,,,,,
2012-08-13,,48872.0,,,,114712.743940131,25.55351796,
2012-08-15,,,,18.623360014449,2190865.97010286,,,16.0666666666667
2012-08-16,47583.0,,,,,,,
2012-08-17,,40554.0,,,,107047.282328846,30.86566635,
2012-08-19,,,,17.2075490191985,2190865.97010286,,,13.2333333333333
2012-08-20,33907.0,,,,,,,
2012-08-21,,42415.0,,,,118921.157143547,24.56426695,
2012-08-23,,,,17.9699087858719,2190865.97010286,,,9.63333333333333
2012-08-24,35254.0,,,,,,,
2012-08-25,,33439.0,,,,86373.85082235,23.9103034,
2012-08-27,,,,18.0774253068439,2440642.60691596,,,11.1833333333333
2012-08-28,31789.0,,,,,,,
2012-08-29,,34209.0,,,,113713.559348395,24.15507933,
2012-08-31,,,,17.3494752944877,2440642.60691596,,,12.2
2012-09-01,36448.0,,,,,,,
2012-09-02,,33588.0,,,,94608.3067920648,30.5544115,
2012-09-04,,,,15.5296002635974,2440642.60691596,,,15.6166666666667
2012-09-05,34684.0,,,,,,,
2012-09-06,,42790.0,,,,117683.9088304,25.55427416,
2012-09-08,,,,18.7490590191164,2694047.95295501,,,13.4
2012-09-09,32968.0,,,,,,,
2012-09-10,,33632.0,,,,98340.1683113496,24.05863046,
2012-09-12,,,,18.8829808692529,2694047.95295501,,,14.4
2012-09-13,27581.0,,,,,,,
2012-09-14,,36118.0,,,,134619.212003651,20.22012586,
2012-09-16,,,,20.0882775204818,2694047.95295501,,,11.8833333333333
2012-09-17,26455.0,,,,,,,
2012-09-18,,32821.0,,,,128014.294127641,22.40126053,
2012-09-20,,,,20.9294479443629,2864140.50781097,,,14.7
2012-09-21,29568.0,,,,,,,
2012-09-22,,22014.0,,,,146361.719310345,15.23518456,
2012-09-24,,,,22.2108427164667,2864140.50781097,,,13.0583333333333
2012-09-26,36372.0,32413.0,,,,99418.3082844119,19.55185895,
2012-09-28,,,,23.3498602916702,2864140.50781097,,,11.2166666666667
2012-09-30,25258.0,20668.0,,,,176971.904416766,11.45608154,
2012-10-02,,,,19.3632987784582,2864140.50781097,,,12.3166666666667
2012-10-04,36409.0,31955.0,,,,104693.917559021,131.01704826,
2012-10-06,,,,21.5621828335442,3054627.52694864,,,12.4833333333333
2012-10-08,38115.0,38211.0,,,,137518.651284201,27.24366665,
2012-10-10,,,,22.6251073394231,3054627.52694864,,,11.9333333333333
2012-10-12,35240.0,28693.0,,,,114162.297968099,20.45036309,
2012-10-14,,,,20.9547974016134,3054627.52694864,,,13.1833333333333
2012-10-16,31821.0,34533.0,,,,125996.042213467,25.01043862,
2012-10-18,,,,23.672520961597,3072321.73202076,,,10.95
2012-10-20,32674.0,30699.0,,,,140569.408327441,18.11057193,
2012-10-22,,,,25.3525063201619,3072321.73202076,,,10.6666666666667
2012-10-24,32550.0,32194.0,,,,130715.728158564,21.30409168,
2012-10-26,,,,24.5888766117233,3072321.73202076,,,9.50833333333333
2012-10-28,21241.0,17965.0,,,,110126.632663093,12.70849238,
2012-10-30,,,,24.4748066399431,3304356.39299034,,,11.525
2012-11-01,23851.0,23638.0,,,,89057.727438161,20.21981119,
2012-11-03,,,,23.4892439564555,3304356.39299034,,,14.5
2012-11-05,28848.0,32184.0,,,,125929.116647769,25.76403178,
2012-11-07,,,,25.7888902179266,3304356.39299034,,,11.05
2012-11-09,28298.0,25157.0,,,,123377.173144575,19.40181595,
2012-11-11,,,,21.6823790367281,3304356.39299034,,,15.8333333333333
2012-11-13,25520.0,27131.0,,,,87382.408627066,20.53599413,
2012-11-15,,,,22.7748759110447,3368767.14053294,,,14.1
2012-11-17,44133.0,32538.0,,,,97100.0207675039,25.60602784,
2012-11-19,,,,20.5978657136654,3368767.14053294,,,14.5666666666667
2012-11-21,33493.0,39066.0,,,,103354.954791625,30.78838241,
2012-11-23,,,,24.2820368169227,3368767.14053294,,,15.6
2012-11-25,27861.0,36736.0,,,,120070.703294598,29.5141209,
2012-11-27,,,,25.9842619294715,3438908.96015914,,,9.9
2012-11-29,31421.0,37423.0,,,,70184.8818238485,29.66282715,
2012-12-01,,,,27.3518546626016,3438908.96015914,,,11.5833333333333
2012-12-03,23875.0,21659.0,,,,60848.2277570568,18.28932863,
2012-12-05,,,,20.5138909969512,3438908.96015914,,,16.5833333333333
2012-12-07,30025.0,32145.0,,,,54129.9060769477,24.33169284,
2012-12-09,,,,22.2233819133638,3438908.96015914,,,13.0833333333333
2012-12-11,29038.0,36779.0,,,,68361.6679052077,31.49639467,
2012-12-13,,,,22.7844398482441,3370181.79927784,,,11.4166666666667
2012-12-15,,32365.0,,,,43350.7608756963,24.34047049,
2012-12-16,28686.0,,,,,,,
2012-12-17,,,,21.1091133888144,3370181.79927784,,,14.3166666666667
2012-12-19,,44765.0,,,,50729.40811098,34.9971247,
2012-12-20,29958.0,,,,,,,
2012-12-21,,,,20.2714501590996,3370181.79927784,,,11.8916666666667
2012-12-23,,36738.0,,,,54028.9104482196,31.44947995,
2012-12-24,28575.0,,,,,,,
2012-12-25,,,,20.6065154509855,3370181.79927784,,,10.7166666666667
2012-12-27,,43787.0,,,,65673.98492875,36.93617681,
2012-12-28,33348.0,,,,,,,
2012-12-29,,,,19.8478843099254,2979636.61693807,,,12.9
2012-12-31,,30064.0,,,,58010.8309494952,24.42158122,
2013-01-02,34292.0,,,23.1064921817042,2979636.61693807,,,9.3
2013-01-04,,48589.0,,,,66924.4397808084,38.50311321,
2013-01-06,32347.0,,,21.0328326269359,2979636.61693807,,,11.0833333333333
2013-01-08,,38624.0,,,,57332.7336966342,32.40727682,
2013-01-10,44686.0,,,23.5842539588777,3249549.58448721,,,8.96666666666667
2013-01-12,,45671.0,,,,49937.2533556821,36.66480767,
2013-01-14,33866.0,,,24.8765418470353,3249549.58448721,,,11.3166666666667
2013-01-16,,53629.0,,,,50380.8905820691,41.22235845,
2013-01-18,43006.0,,,20.1919982524637,3249549.58448721,,,13.2
2013-01-20,,41371.0,,,,59220.9635158945,32.98917964,
2013-01-22,38013.0,,,20.6766062105229,3249549.58448721,,,11.4833333333333
2013-01-24,,46221.0,,,,75398.3863826241,44.02332598,
2013-01-26,41077.0,,,22.1367933340868,2968775.33207507,,,9.46666666666667
2013-01-28,,52180.0,,,,73729.1486800971,43.14662379,
2013-01-30,34666.0,,,21.3989002229506,2968775.33207507,,,9.26666666666667
2013-02-01,,59382.0,,,,87344.8827794721,52.28602156,
2013-02-03,43416.0,,,24.3504726674955,2968775.33207507,,,9.1
2013-02-05,,53420.0,,,,107510.605361521,42.3586766,
2013-02-07,44492.0,,,24.0979857085511,3275464.58656562,,,9.76666666666667
2013-02-09,,57750.0,,,,90602.983263546,45.1432612,
2013-02-11,39656.0,,,25.8890522139163,3275464.58656562,,,8.96666666666667
2013-02-13,,59090.0,,,,112723.823173785,56.12658455,
2013-02-15,38769.0,,,28.6570640858445,3275464.58656562,,,7.96666666666667
2013-02-17,,49635.0,,,,138276.524899366,46.81710946,
2013-02-19,39820.0,,,30.1278002487238,3651011.63069321,,,7.8
2013-02-21,,55916.0,,,,141595.865437183,51.49190623,
2013-02-23,41790.0,,,29.4018291583931,3651011.63069321,,,8.01666666666667
2013-02-25,,67144.0,,,,166362.790813607,66.62844799,
2013-02-27,42868.0,,,36.8430328342827,3651011.63069321,,,6.23333333333333
2013-03-01,,64535.0,,,,130725.696049606,68.01127271,
2013-03-03,35819.0,,,33.0035006440194,4367876.0008422,,,7.86666666666667
2013-03-05,,56868.0,,,,130198.802397664,51.38976576,
2013-03-07,50988.0,,,33.0035006440194,4367876.0008422,,,9.33333333333333
2013-03-09,,55546.0,,,,190417.32780928,52.11584112,
2013-03-11,41067.0,,,40.3858626301816,4367876.0008422,,,6.9
2013-03-13,,56690.0,,,,187532.509307682,52.6969283,
2013-03-15,51708.0,,,40.9662339897429,4847647.15206561,,,8.45
2013-03-17,,35348.0,,,,262626.561324697,31.69724524,
2013-03-19,52413.0,,,47.472635858702,4847647.15206561,,,6.3
2013-03-21,,55564.0,,,,395885.964153684,50.61033936,
2013-03-23,50305.0,,,50.6053478696824,4847647.15206561,,,6.15
2013-03-25,,48993.0,,,,276717.29554471,44.37006807,
2013-03-27,58532.0,,,41.9392675675285,6695826.28259625,,,9.76666666666667
2013-03-29,,62259.0,,,,412357.154045375,60.72037681,
2013-03-31,48515.0,,,52.2576587944602,6695826.28259625,,,7.71666666666667
2013-04-02,,63276.0,,,,531299.50374904,61.20119573,
2013-04-04,86454.0,,,53.2562127841633,6695826.28259625,,,7.68333333333333
2013-04-06,,51718.0,,,,591783.084092298,38.85304125,
2013-04-08,94011.0,,,64.4611452380131,7672999.92016414,,,6.46666666666667
2013-04-10,,63881.0,,,,1222539.97556962,64.66733147,
2013-04-12,81347.0,,,65.9868528176111,7672999.92016414,,,6.8
2013-04-14,,55471.0,,,,407971.672898,53.37811427,
2013-04-16,81694.0,,,69.8011217666059,7672999.92016414,,,6.85
2013-04-18,,46631.0,,,,382166.716530321,42.53670086,
2013-04-20,62602.0,,,64.6866278222469,8974296.01488785,,,8.06666666666667
2013-04-22,,47194.0,,,,478662.08930603,46.46535059,
2013-04-24,81580.0,,,78.0700680613325,8974296.01488785,,,6.61666666666667
2013-04-26,,55264.0,,,,619929.370863019,40.59900011,
2013-04-28,104608.0,,,74.501150664243,8974296.01488785,,,7.95
2013-04-30,,47599.0,,,,552276.319031692,45.74865143,
2013-05-02,65415.0,,,72.1289139986682,10076292.8834187,,,7.86666666666667
2013-05-04,,50493.0,,,,411141.895158456,45.93572788,
2013-05-06,,,,81.6459234846036,10076292.8834187,,,6.53333333333333
2013-05-07,94788.0,,,,,,,
2013-05-08,,50439.0,,,,500229.167555164,52.00264132,
2013-05-10,,,,83.649504429011,10076292.8834187,,,6.68333333333333
2013-05-11,66176.0,,,,,,,
2013-05-12,,65428.0,,,,521616.294996101,56.57452505,
2013-05-14,,,,81.7498729685886,11187257.4613608,,,8.75
2013-05-15,68388.0,,,,,,,
2013-05-16,,61158.0,,,,431451.045810658,77.36863781,
2013-05-18,,,,81.7498729685886,11187257.4613608,,,8.19166666666667
2013-05-19,51697.0,,,,,,,
2013-05-20,,48821.0,,,,398718.883928346,43.45547937,
2013-05-22,,,,92.3161830801749,11187257.4613608,,,8.03333333333333
2013-05-23,68378.0,,,,,,,
2013-05-24,,55401.0,,,,560565.063706746,48.33183927,
2013-05-26,,,,97.2680490550696,12153411.7097758,,,9.46666666666667
2013-05-27,59658.0,,,,,,,
2013-05-28,,57070.0,,,,545731.970206464,54.78926938,
2013-05-30,,,,102.101244039172,12153411.7097758,,,7.78333333333333
2013-05-31,61670.0,,,,,,,
2013-06-01,,54311.0,,,,750633.183040245,41.25064975,
2013-06-03,,,,126.267218959687,12153411.7097758,,,6.2
2013-06-04,64541.0,,,,,,,
2013-06-05,,56560.0,,,,584174.086240607,60.12802918,
2013-06-07,,,,124.897393540757,15605632.6812859,,,7.71666666666667
2013-06-08,47541.0,,,,,,,
2013-06-09,,44471.0,,,,460210.694516245,36.04930663,
2013-06-11,,,,136.533796665672,15605632.6812859,,,7.26666666666667
2013-06-12,52892.0,,,,,,,
2013-06-13,,43193.0,,,,517965.950830181,40.8787914,
2013-06-15,,,,136.533796665672,15605632.6812859,,,7.4
2013-06-16,39659.0,,,,,,,
2013-06-17,,45943.0,,,,365819.131829853,36.85317147,
2013-06-19,,,,120.169967894673,19339258.2723867,,,12.1
2013-06-20,54098.0,,,,,,,
2013-06-21,,47027.0,,,,471481.16820733,42.99107458,
2013-06-23,,,,169.1993147957,19339258.2723867,,,8.71666666666667
2013-06-24,52722.0,,,,,,,
2013-06-25,,44629.0,,,,407676.785224876,33.79573922,
2013-06-27,,,,159.585717364126,19339258.2723867,,,8.61666666666667
2013-06-28,56602.0,,,,,,,
2013-06-29,,36545.0,,,,411720.05109895,24.38738042,
2013-07-01,,,,162.269499322626,21335329.113983,,,7.8
2013-07-02,51868.0,,,,,,,
2013-07-03,,35531.0,,,,440475.028120066,28.17488168,
2013-07-05,,,,187.723538432058,21335329.113983,,,7.35
2013-07-06,42492.0,,,,,,,
2013-07-07,,30356.0,,,,338639.273125113,18.42094257,
2013-07-09,,,,213.177577541489,21335329.113983,,,5.93333333333333
2013-07-10,54321.0,,,,,,,
2013-07-11,,43434.0,,,,398687.751246246,35.32010629,
2013-07-13,,,,196.385104274522,26162875.6825699,,,9.58333333333333
2013-07-14,38901.0,,,,,,,
2013-07-15,,36754.0,,,,395086.467418021,22.33268606,
2013-07-17,,,,219.795249154928,26162875.6825699,,,7.7
2013-07-18,52109.0,,,,,,,
2013-07-19,,36759.0,,,,391613.021306059,21.11963162,
2013-07-21,,,,253.609902871071,26162875.6825699,,,6.93333333333333
2013-07-22,50290.0,,,,,,,
2013-07-23,,38432.0,,,,335480.676599656,21.44867879,
2013-07-25,,,,212.869496544479,31256960.7277689,,,9.33333333333333
2013-07-26,51523.0,,,,,,,
2013-07-27,,37643.0,,,,476160.132109155,32.60189106,
2013-07-29,,,,257.929462966303,31256960.7277689,,,8.2
2013-07-30,58704.0,,,,,,,
2013-07-31,,49524.0,,,,545157.638204102,49.24699101,
2013-08-02,,,,295.220469660226,31256960.7277689,,,6.33333333333333
2013-08-03,49767.0,,,,,,,
2013-08-04,,42946.0,,,,647130.905351311,31.50890033,
2013-08-06,,,,351.314048013107,37392766.1364746,,,6.21666666666667
2013-08-07,64954.0,,,,,,,
2013-08-08,,58022.0,,,,559108.531513066,49.11009386,
2013-08-10,,,,369.902092881525,37392766.1364746,,,5.61666666666667
2013-08-11,43353.0,,,,,,,
2013-08-12,,50228.0,,,,580187.55584265,25.37058276,
2013-08-14,,,,388.972530725659,50810339.0482765,,,8.41666666666667
2013-08-15,64588.0,,,,,,,
2013-08-16,,71119.0,,,,426384.089353921,46.94701273,
2013-08-18,,,,497.581743850356,50810339.0482765,,,6.11666666666667
2013-08-19,69236.0,,,,,,,
2013-08-20,,63228.0,,,,554099.226972841,34.17570561,
2013-08-22,,,,525.365496045046,50810339.0482765,,,5.63333333333333
2013-08-23,63359.0,,,,,,,
2013-08-24,,51817.0,,,,668645.999063105,27.73017547,
2013-08-26,,,,532.757874562586,65750060.1490848,,,7.75
2013-08-27,72059.0,,,,,,,
2013-08-28,,64747.0,,,,560486.796206609,260.83498262,
2013-08-30,,,,634.079924326022,65750060.1490848,,,6.15
2013-08-31,77866.0,,,,,,,
2013-09-01,,46598.0,,,,739015.405311809,24.95132746,
2013-09-03,,,,604.663845362444,65750060.1490848,,,6.35
2013-09-04,62447.0,,,,,,,
2013-09-05,,60730.0,,,,563466.227787724,32.62242832,
2013-09-07,,,,704.398591759124,86933017.7711944,,,7.65
2013-09-08,44651.0,,,,,,,
2013-09-09,,57676.0,,,,633037.841848355,30.53100606,
2013-09-11,,,,868.614214377815,86933017.7711944,,,5.75
2013-09-12,63265.0,,,,,,,
2013-09-13,,44834.0,,,,663452.154188786,20.96323621,
2013-09-15,,,,1024.57958056223,112628548.666347,,,6.46666666666667
2013-09-16,57572.0,,,,,,,
2013-09-17,,67931.0,,,,615657.561980414,302.75425378,
2013-09-19,,,,1091.76512682861,112628548.666347,,,6.11666666666667
2013-09-20,66115.0,,,,,,,
2013-09-21,,52498.0,,,,603180.006672738,26.75531601,
2013-09-23,,,,1237.33381040575,112628548.666347,,,5.11666666666667
2013-09-24,65926.0,,,,,,,
2013-09-25,,54548.0,,,,721812.583931176,31.06396518,
2013-09-27,,,,1302.02028851433,148819199.805093,,,7.41666666666667
2013-09-28,56523.0,,,,,,,
2013-09-29,,41181.0,,,,553727.740837207,25.84549691,
2013-10-01,,,,1449.97713948187,148819199.805093,,,6.15
2013-10-02,77728.0,,,,,,,
2013-10-03,,59551.0,,,,551724.984940021,36.60294587,
2013-10-05,,,,1560.94477770752,148819199.805093,,,6.26666666666667
2013-10-06,49517.0,,,,,,,
2013-10-07,,44547.0,,,,506345.04039156,32.57715142,
2013-10-09,,,,1721.88761457957,189281249.281033,,,6.51666666666667
2013-10-10,67237.0,,,,,,,
2013-10-11,,51922.0,,,,640204.891697548,22.76995908,
2013-10-13,,,,2154.71182370886,189281249.281033,,,4.76666666666667
2013-10-14,68679.0,,,,,,,
2013-10-15,,55826.0,,,,992130.713905087,38.64309771,
2013-10-17,,,,2382.30967540873,267731249.482421,,,6.71666666666667
2013-10-18,70030.0,,,,,,,
2013-10-19,,55311.0,,,,1163078.62582515,36.26226694,
2013-10-21,,,,2675.10751260981,267731249.482421,,,5.96666666666667
2013-10-22,91759.0,,,,,,,
2013-10-23,,55314.0,,,,1152128.03457543,45.77781754,
2013-10-25,,,,3194.15822401171,267731249.482421,,,5.46666666666667
2013-10-26,60631.0,,,,,,,
2013-10-27,,43691.0,,,,863920.64739092,57.75029853,
2013-10-29,,,,3051.00854399733,390928787.638086,,,7.23333333333333
2013-10-30,78591.0,,,,,,,
2013-10-31,,58181.0,,,,1268518.87527203,29.97871915,
2013-11-02,,,,4216.99907036574,390928787.638086,,,5.75
2013-11-03,65338.0,,,,,,,
2013-11-04,,45523.0,,,,1170149.90952589,51.82985587,
2013-11-06,,,,4114.54971624979,510929738.016152,,,7.31666666666667
2013-11-07,109301.0,,,,,,,
2013-11-08,,59223.0,,,,1006003.80653402,106.82017227,
2013-11-10,,,,4266.94044648126,510929738.016152,,,6.55
2013-11-11,88300.0,,,,,,,
2013-11-12,,58307.0,,,,1837786.1373951,22.51123231,
2013-11-14,,,,4292.33890151984,510929738.016152,,,8.26666666666667
2013-11-15,102176.0,,,,,,,
2013-11-16,,47175.0,,,,2334241.72723504,14.2659898,
2013-11-18,,,,4968.79792970165,609482679.888355,,,9.15
2013-11-19,170557.0,,,,,,,
2013-11-20,,77558.0,,,,2338840.68621181,25.27945207,
2013-11-22,,,,5029.39302640533,609482679.888355,,,8.25
2013-11-23,130687.0,,,,,,,
2013-11-24,,60861.0,,,,3874676.60628557,17.53595197,
2013-11-26,,,,4968.79792970165,609482679.888355,,,7.78333333333333
2013-11-27,170801.0,,,,,,,
2013-11-28,,98921.0,,,,4735006.8924977,30.73997164,
2013-11-30,,,,5626.47303819572,707408283.051497,,,9.1
2013-12-01,136377.0,,,,,,,
2013-12-02,,75570.0,,,,4151387.47311107,21.13751064,
2013-12-04,,,,6224.28579850402,707408283.051497,,,7.23333333333333
2013-12-05,157285.0,,,,,,,
2013-12-06,,72099.0,,,,6387079.22400915,19.20163235,
2013-12-08,,,,6294.61671148146,707408283.051497,,,7.11666666666667
2013-12-09,136327.0,,,,,,,
2013-12-10,,67623.0,,,,4710243.707226,17.50092456,
2013-12-12,,,,7495.62480414846,908350862.437022,,,7.41666666666667
2013-12-13,121972.0,,,,,,,
2013-12-14,,54113.0,,,,4901088.77099175,12.40576423,
2013-12-16,,,,8714.79269397984,908350862.437022,,,6.48333333333333
2013-12-17,133831.0,,,,,,,
2013-12-18,,81510.0,,,,4072838.85613162,18.64447134,
