Date,Close,High,Low,Open,Volume,Index,Currency,Daily_Return,MA_5,MA_20,MA_50,MA_200,Volatility_20,CloseUSD
,^N225,^N225,^N225,^N225,^N225,,,,,,,,,
2012-01-04,8560.1103515625,8581.4501953125,8547.7001953125,8549.5400390625,106000000.0,N225,JPY,,,,,,,57.35273935546875
2012-01-05,8488.7099609375,8519.16015625,8481.830078125,8515.66015625,77700000.0,N225,JPY,-0.008341059600004752,,,,,,56.87435673828125
2012-01-06,8390.349609375,8488.98046875,8349.330078125,8488.98046875,101300000.0,N225,JPY,-0.011587196642967479,,,,,,56.2153423828125
2012-01-10,8422.259765625,8450.58984375,8405.1796875,8422.990234375,112300000.0,N225,JPY,0.0038031974513130784,,,,,,56.4291404296875
2012-01-11,8447.8798828125,8463.7197265625,8426.0302734375,8440.9599609375,106200000.0,N225,JPY,0.0030419528606879798,8461.8619140625,,,,,56.60079521484375
2012-01-12,8385.58984375,8426.830078125,8360.330078125,8423.099609375,84800000.0,N225,JPY,-0.007373452265725389,8426.9578125,,,,,56.183451953125
2012-01-13,8500.01953125,8509.759765625,8458.6796875,8471.099609375,109800000.0,N225,JPY,0.013645991472536423,8429.2197265625,,,,,56.950130859375
2012-01-16,8378.3603515625,8409.7900390625,8352.23046875,8409.7900390625,76500000.0,N225,JPY,-0.0143128117812229,8426.821875,,,,,56.135014355468755
2012-01-17,8466.400390625,8475.66015625,8413.2197265625,8420.1201171875,85500000.0,N225,JPY,0.010508027271240561,8435.65,,,,,56.724882617187504
2012-01-18,8550.580078125,8595.7802734375,8446.08984375,8458.2900390625,136200000.0,N225,JPY,0.009942795475774258,8456.1900390625,,,,,57.288886523437505
2012-01-19,8639.6796875,8668.9404296875,8596.6796875,8596.6796875,125100000.0,N225,JPY,0.010420299975079317,8507.0080078125,,,,,57.88585390625
2012-01-20,8766.3603515625,8791.3896484375,8725.3203125,8751.1796875,177500000.0,N225,JPY,0.014662657487844566,8560.276171875,,,,,58.73461435546875
2012-01-23,8765.900390625,8795.26953125,8744.5400390625,8753.91015625,119900000.0,N225,JPY,-5.246886039977916e-05,8637.7841796875,,,,,58.731532617187504
2012-01-24,8785.330078125,8825.08984375,8768.509765625,8815.3603515625,111000000.0,N225,JPY,0.0022165079038292124,8701.5701171875,,,,,58.8617115234375
2012-01-25,8883.6904296875,8911.6201171875,8816.08984375,8842.009765625,132500000.0,N225,JPY,0.01119597678036155,8768.1921875,,,,,59.520725878906255
2012-01-26,8849.4697265625,8894.599609375,8834.9296875,8890.490234375,122200000.0,N225,JPY,-0.0038520819017557884,8810.1501953125,,,,,59.291447167968755
2012-01-27,8841.2197265625,8886.01953125,8810.8896484375,8851.01953125,133100000.0,N225,JPY,-0.0009322592488493209,8825.1220703125,,,,,59.23617216796875
2012-01-30,8793.0498046875,8832.48046875,8774.23046875,8803.7900390625,98100000.0,N225,JPY,-0.005448334434023705,8830.551953125,,,,,58.913433691406254
2012-01-31,8802.509765625,8836.6796875,8776.650390625,8781.4404296875,138100000.0,N225,JPY,0.0010758452582011468,8833.987890625,,,,,58.976815429687505
2012-02-01,8809.7900390625,8830.2802734375,8780.099609375,8789.0595703125,127200000.0,N225,JPY,0.0008270679194166686,8819.2078125,8626.36298828125,,,,59.025593261718754
2012-02-02,8876.8203125,8893.2197265625,8849.25,8865.2802734375,157800000.0,N225,JPY,0.007608611912462093,8824.6779296875,8642.198486328125,,,0.008499545635349659,59.474696093750005
2012-02-03,8831.9296875,8877.5703125,8825.98046875,8849.169921875,157500000.0,N225,JPY,-0.005057061359773907,8822.819921875,8659.35947265625,,,0.008322125340541412,59.173928906250005
2012-02-06,8929.2001953125,8949.3203125,8916.9404296875,8939.990234375,143200000.0,N225,JPY,0.011013505683833635,8850.05,8686.302001953125,,,0.007901486253860997,59.82564130859375
2012-02-07,8917.51953125,8928.4404296875,8887.1904296875,8904.16015625,129200000.0,N225,JPY,-0.001308142253169775,8873.051953125,8711.064990234376,,,0.007961567353417721,59.747380859375
2012-02-08,9015.58984375,9015.58984375,8956.7802734375,8971.8798828125,157400000.0,N225,JPY,0.010997487827901997,8914.2119140625,8739.45048828125,,,0.008165622032618303,60.404451953125005
2012-02-09,9002.240234375,9018.490234375,8942.8701171875,8996.1298828125,178300000.0,N225,JPY,-0.0014807250114926562,8939.2958984375,8770.2830078125,,,0.007861289366684508,60.315009570312505
2012-02-10,8947.169921875,9016.9697265625,8947.169921875,9010.5302734375,154000000.0,N225,JPY,-0.006117400898691283,8962.3439453125,8792.64052734375,,,0.0077714845107418815,59.9460384765625
2012-02-13,8999.1796875,9023.5,8948.5400390625,8954.0302734375,126800000.0,N225,JPY,0.005812985120338565,8976.33984375,8823.681494140625,,,0.006695392416706683,60.29450390625
2012-02-14,9052.0703125,9072.080078125,8972.740234375,8978.7197265625,141700000.0,N225,JPY,0.005877271799947126,9003.25,8852.964990234375,,,0.006521808200412783,60.64887109375
2012-02-15,9260.33984375,9314.3701171875,9107.6796875,9108.83984375,208100000.0,N225,JPY,0.023007944487837273,9052.2,8888.452978515625,,,0.007752943963050206,62.044276953125
2012-02-16,9238.099609375,9308.9296875,9214.23046875,9232.3798828125,180000000.0,N225,JPY,-0.002401665030685729,9099.371875,8918.373974609374,,,0.007726220748421873,61.8952673828125
2012-02-17,9384.169921875,9435.0302734375,9369.25,9371.1201171875,188700000.0,N225,JPY,0.015811727376457974,9186.771875,8949.264453125,,,0.007818242727561734,62.8739384765625
2012-02-20,9485.08984375,9549.3095703125,9462.669921875,9534.0302734375,169300000.0,N225,JPY,0.010754272643737073,9283.95390625,8985.22392578125,,,0.007936726943892691,63.550101953125
2012-02-21,9463.01953125,9517.0400390625,9440.41015625,9458.6796875,169900000.0,N225,JPY,-0.0023268427462015406,9366.14375,9019.1083984375,,,0.008054015061359693,63.402230859375
2012-02-22,9554.0,9564.0498046875,9442.580078125,9459.740234375,165000000.0,N225,JPY,0.009614316915393939,9424.87578125,9052.623876953125,,,0.007984550135815473,64.01180000000001
2012-02-23,9595.5703125,9609.83984375,9513.650390625,9549.76953125,180000000.0,N225,JPY,0.0043510898576513135,9496.369921875,9089.92890625,,,0.007785825746241516,64.29032109375001
2012-02-24,9647.3798828125,9647.3798828125,9576.2099609375,9594.849609375,180000000.0,N225,JPY,0.005399321627085341,9549.0119140625,9130.2369140625,,,0.007699369520911702,64.63744521484375
2012-02-27,9633.9296875,9736.1103515625,9628.25,9726.2001953125,177100000.0,N225,JPY,-0.001394181163785424,9578.7798828125,9172.280908203125,,,0.007476566880042813,64.54732890625
2012-02-28,9722.51953125,9722.51953125,9528.76953125,9567.1201171875,185500000.0,N225,JPY,0.009195608295226032,9630.6798828125,9218.281396484375,,,0.0074953750220811575,65.140880859375
2012-02-29,9723.240234375,9866.41015625,9706.2197265625,9771.6201171875,179200000.0,N225,JPY,7.412719744959162e-05,9664.5279296875,9263.95390625,,,0.007519339089020299,65.1457095703125
2012-03-01,9707.3701171875,9865.75,9666.01953125,9771.33984375,175100000.0,N225,JPY,-0.0016321840050186331,9686.887890625,9305.481396484374,,,0.007631842901550387,65.03937978515626
2012-03-02,9777.0302734375,9803.75,9729.240234375,9797.0498046875,158500000.0,N225,JPY,0.007176007034764398,9712.81796875,9352.73642578125,,,0.007308115457359067,65.50610283203125
2012-03-05,9698.58984375,9792.1396484375,9673.75,9756.98046875,132600000.0,N225,JPY,-0.008022930020029628,9725.75,9391.205908203125,,,0.007727916147501095,64.980551953125
2012-03-06,9637.6298828125,9732.8896484375,9602.83984375,9704.6103515625,171900000.0,N225,JPY,-0.006285445814247281,9708.7720703125,9427.21142578125,,,0.007989317770511673,64.57212021484375
2012-03-07,9576.0595703125,9603.1904296875,9509.099609375,9509.099609375,155800000.0,N225,JPY,-0.0063885325799658554,9679.3359375,9455.234912109376,,,0.008123503414311516,64.15959912109375
2012-03-08,9768.9599609375,9768.9599609375,9659.150390625,9674.9404296875,144100000.0,N225,JPY,0.020144025755961747,9691.65390625,9493.5708984375,,,0.00889138568317236,65.45203173828125
