Date,Close,High,Low,Open,Volume,Index,Currency,Daily_Return,MA_5,MA_20,MA_50,MA_200,Volatility_20,CloseUSD
,^NYA,^NYA,^NYA,^NYA,^NYA,,,,,,,,,
2012-01-03,7624.31982421875,7659.97021484375,7459.4501953125,7477.02978515625,3943710000.0,NYA,USD,,,,,,,7624.31982421875
2012-01-04,7612.14990234375,7624.31982421875,7559.990234375,7624.31982421875,3592580000.0,NYA,USD,-0.0015961977141019101,,,,,,7612.14990234375
2012-01-05,7599.97021484375,7613.60009765625,7512.64990234375,7612.14990234375,4315950000.0,NYA,USD,-0.001600032534336937,,,,,,7599.97021484375
2012-01-06,7557.68017578125,7601.47998046875,7535.6201171875,7599.97021484375,3656830000.0,NYA,USD,-0.005564500631844882,,,,,,7557.68017578125
2012-01-09,7584.66015625,7588.89013671875,7539.33984375,7557.68017578125,3371600000.0,NYA,USD,0.003569875919757548,7595.7560546875,,,,,7584.66015625
2012-01-10,7668.89990234375,7688.22021484375,7584.66015625,7584.66015625,4221960000.0,NYA,USD,0.01110659467376851,7604.6720703125,,,,,7668.89990234375
2012-01-11,7661.97998046875,7668.89990234375,7615.93994140625,7668.89990234375,3968120000.0,NYA,USD,-0.0009023356626267631,7614.6380859375,,,,,7661.97998046875
2012-01-12,7681.259765625,7691.10009765625,7622.52978515625,7661.97998046875,4019890000.0,NYA,USD,0.0025162928127451245,7630.89599609375,,,,,7681.259765625
2012-01-13,7632.02978515625,7681.259765625,7555.10009765625,7681.259765625,3692370000.0,NYA,USD,-0.006409102409094758,7645.76591796875,,,,,7632.02978515625
2012-01-17,7670.47021484375,7723.47998046875,7632.02978515625,7632.02978515625,4010490000.0,NYA,USD,0.00503672427514168,7662.9279296875,,,,,7670.47021484375
2012-01-18,7766.9501953125,7766.9501953125,7662.4501953125,7670.47021484375,4096160000.0,NYA,USD,0.012578105092181158,7682.53798828125,,,,,7766.9501953125
2012-01-19,7819.35986328125,7824.06982421875,7766.9501953125,7766.9501953125,4465890000.0,NYA,USD,0.006747779585400293,7714.01396484375,,,,,7819.35986328125
2012-01-20,7829.33984375,7829.3701171875,7793.009765625,7819.3701171875,3912620000.0,NYA,USD,0.0012763168140674797,7743.62998046875,,,,,7829.33984375
2012-01-23,7855.52001953125,7885.56982421875,7819.509765625,7829.330078125,3770910000.0,NYA,USD,0.0033438548209334673,7788.32802734375,,,,,7855.52001953125
2012-01-24,7840.64990234375,7843.93994140625,7778.68994140625,7843.93994140625,3693560000.0,NYA,USD,-0.0018929513451086954,7822.36396484375,,,,,7840.64990234375
2012-01-25,7914.81005859375,7926.330078125,7765.0400390625,7829.22021484375,4410910000.0,NYA,USD,0.0094584195409404,7851.9359375,,,,,7914.81005859375
2012-01-26,7883.89990234375,7929.759765625,7822.72998046875,7829.740234375,4522070000.0,NYA,USD,-0.003905356669480442,7864.8439453125,,,,,7883.89990234375
2012-01-27,7876.60986328125,7897.330078125,7850.080078125,7883.89990234375,4007380000.0,NYA,USD,-0.0009246742288461229,7874.29794921875,,,,,7876.60986328125
2012-01-30,7834.39990234375,7876.60986328125,7766.02001953125,7876.60986328125,3659010000.0,NYA,USD,-0.005358899535480632,7870.07392578125,,,,,7834.39990234375
2012-01-31,7838.47998046875,7894.93994140625,7801.27001953125,7834.41015625,4235550000.0,NYA,USD,0.0005207901276240712,7869.63994140625,7737.67197265625,,,,7838.47998046875
2012-02-01,7931.43017578125,7968.06982421875,7838.47998046875,7838.47998046875,4504360000.0,NYA,USD,0.011858191325882839,7872.96396484375,7753.027490234375,,,0.005901096073718676,7931.43017578125
2012-02-02,7945.43017578125,7967.75,7920.41015625,7931.4501953125,4120920000.0,NYA,USD,0.0017651293259504097,7885.27001953125,7769.69150390625,,,0.005841056109759328,7945.43017578125
2012-02-03,8060.43017578125,8061.919921875,7945.43017578125,7945.43017578125,4608550000.0,NYA,USD,0.014473728603208391,7922.03408203125,7792.714501953125,,,0.006377510104132484,8060.43017578125
2012-02-06,8048.0400390625,8060.43017578125,8007.9501953125,8060.43017578125,3379700000.0,NYA,USD,-0.0015371557657031243,7964.762109375,7817.232495117188,,,0.00615368328339899,8048.0400390625
