,Global averaged stocks(USD),Currency US Dollar Index,Volatility_CBOE SKEW Index,Gold/BTC Ratio,BTC Volume,S2F Model,Onchain Hash Rate (GH/s),Onchain Mining Difficulty,BTC/USD
2015-05-04,0.0705078144149172,0.2699845558598941,0.1625807020399305,0.715387905121657,3.807484306601468e-05,3.04795483158725e-05,0.00011749744069,6.327276622758297e-05,0.0005748425473664
2015-05-05,0.0656039593994231,0.256269585447709,0.1703226506496415,0.7281341712205825,4.578426686603458e-05,3.0725634509698094e-05,0.0001367772155908,6.34214535191829e-05,0.0005475041175779
2015-05-06,0.0632410937588172,0.2170846390298466,0.1347670469660056,0.7464933053715387,6.190604341291435e-05,3.100463422314151e-05,0.0001451622769008,6.34214535191829e-05,0.0004876842211167
2015-05-07,0.0656501706941956,0.23628547802394,0.1489606741081428,0.7178049772749713,6.04164153083017e-05,3.126927939077397e-05,0.0001535473382108,6.34214535191829e-05,0.0005589509276993
2015-05-08,0.0729023590855088,0.2429468471651961,0.1805018489933356,0.7024687797540133,5.5803639985888944e-05,3.1531717102641e-05,0.0001116220316607,6.34214535191829e-05,0.0006205638385593
2015-05-09,0.0721890253294977,0.2458204258469014,0.1471924046889001,0.702949894019488,3.399204254746179e-05,3.177014148309827e-05,6.969672511057657e-05,6.34214535191829e-05,0.0006013976493096
2015-05-10,0.0714756915734871,0.2486940045286081,0.1138829603844648,0.7034310082849627,2.0396764165004416e-05,3.200249564231988e-05,9.724764084352924e-05,6.34214535191829e-05,0.0005869027723079
2015-05-11,0.0707623578174762,0.251567583210313,0.0805735160800291,0.7039121225504374,3.7131430928606025e-05,3.225481942928816e-05,0.0001247985565764,6.34214535191829e-05,0.0006044740830255
2015-05-12,0.0695504715142554,0.2327586773884755,0.1946953667534725,0.7126268547111478,3.2544869413696e-05,3.252652670528416e-05,0.0001403708132951,6.34214535191829e-05,0.0005946031442163
2015-05-13,0.0695004909813896,0.1971005316060776,0.2250896713639674,0.7427791540207453,5.504742862597274e-05,3.280302294305493e-05,0.0001559430700137,6.34214535191829e-05,0.0005499199064125
2015-05-14,0.0753203797910447,0.1869123618293562,0.2478853177853381,0.745318387354833,4.7165050682972765e-05,3.308260628389736e-05,0.000159536667718,6.34214535191829e-05,0.0005551290365836
