,Gold/BTC Ratio,S2F Model,Onchain Mining Difficulty,BTC/USD
2016-08-17,0.3355799223908938,0.0001678728413988,0.00160069287738,0.0037286010891609
2016-08-18,0.3370722125981369,0.0001680330256039,0.00160069287738,0.0037390003422834
2016-08-19,0.3335789201808547,0.0001682105894318,0.00160069287738,0.0037513815300497
2016-08-20,0.3312261403914943,0.0001683879315586,0.00160069287738,0.0038086347318708
2016-08-21,0.3288733606021339,0.0001685708638084,0.00160069287738,0.0038049634585724
2016-08-22,0.3265205808127734,0.0001687560055787,0.00160069287738,0.0038563468853411
2016-08-23,0.329129197637679,0.0001689318330499,0.00160069287738,0.0038248467383864
2016-08-24,0.3269400878424201,0.0001691044511255,0.00160069287738,0.0037943378467417
2016-08-25,0.3272474821500496,0.0001692666911707,0.00160069287738,0.0037714911685719
2016-08-26,0.3265184356737216,0.0001694181773017,0.00160069287738,0.0037893268524373
2016-08-27,0.3276987903744282,0.0001695769236382,0.00160069287738,0.0036977523714657
2016-08-28,0.3288791450751347,0.0001697478419835,0.0016055216814159,0.0037351689475578
2016-08-29,0.3300594997758413,0.0001699213158074,0.0016103504854518,0.0037370091920179
2016-08-30,0.3252890605084588,0.0001701007652006,0.0016208300176149,0.0037690565165116
2016-08-31,0.325242046268403,0.0001702743908182,0.0016313095497779,0.0037498903272619
2016-09-01,0.3284039642945502,0.0001704326737604,0.0016313095497779,0.0037199850588392
2016-09-02,0.3290291724021849,0.0001706014069938,0.0016313095497779,0.0037505037420819
2016-09-03,0.3258938953229746,0.0001707635992907,0.0016313095497779,0.0039644829904768
2016-09-04,0.3227586182437642,0.0001709395661414,0.0016313095497779,0.0040628332573101
2016-09-05,0.3196233411645539,0.0001711240333216,0.0016313095497779,0.0040435449610728
2016-09-06,0.3164880640853437,0.000171283702485,0.0016313095497779,0.004079838383269
2016-09-07,0.3131466301487471,0.0001714510234702,0.0016313095497779,0.0041186050479415
2016-09-08,0.3054590575675147,0.0001716211478269,0.0016313095497779,0.004229694759835
2016-09-09,0.3056157817405026,0.0001717877332932,0.0016313095497779,0.0041970910421806
2016-09-10,0.3073708545821887,0.0001719600055712,0.0016313095497779,0.0042032056071846
2016-09-11,0.3091259274238751,0.0001721428817033,0.0016486586993443,0.0040447619991147
2016-09-12,0.3108810002655612,0.0001723320596895,0.0016660078489107,0.0040591435527683
2016-09-13,0.3098904537797136,0.0001725235915837,0.0016716498487697,0.0040685619181551
2016-09-14,0.309742477580531,0.0001727097009099,0.0016772918486287,0.0040821791511832
2016-09-15,0.3096558134706487,0.0001728890266429,0.0016772918486287,0.0040488767742079
2016-09-16,0.3079127964178049,0.000173060491612,0.0016772918486287,0.0040471592127118
2016-09-17,0.3081386692723702,0.0001732347006351,0.0016772918486287,0.0040378260918259
2016-09-18,0.3083645421269355,0.0001734134752746,0.0016772918486287,0.0040745353689517
2016-09-19,0.3085904149815008,0.0001735748807212,0.0016772918486287,0.004068429443593
2016-09-20,0.3091075969714365,0.0001737398127768,0.0016772918486287,0.0040597949820279
2016-09-21,0.3181543608205037,0.0001739239608537,0.0016772918486287,0.0039544517862464
2016-09-22,0.3218918746387836,0.0001741030622873,0.0016772918486287,0.0039464209479032
2016-09-23,0.3175898301604128,0.0001742634439332,0.0016772918486287,0.0040081754049529
2016-09-24,0.3168724712886662,0.0001744393152478,0.0016772918486287,0.0040061278090044
2016-09-25,0.3161551124169194,0.0001746431963594,0.0017470054229277,0.0039891509058869
2016-09-26,0.3154377535451727,0.0001748401707814,0.0018167189972268,0.0040572566542233
2016-09-27,0.3131291023147226,0.0001750259139372,0.0018167189972268,0.0040395436533219
2016-09-28,0.312325833007223,0.0001752095256199,0.0018167189972268,0.0040259736503551
2016-09-29,0.3123723459933777,0.0001753787154565,0.0018167189972268,0.0040350798365565
2016-09-30,0.3082828241509263,0.0001755447055464,0.0018167189972268,0.0040732232948109
2016-10-01,0.3075364836240876,0.0001757192926161,0.0018167189972268,0.0041133106732695
2016-10-02,0.3067901430972488,0.0001758934379193,0.0018167189972268,0.0040841420786072
2016-10-03,0.3060438025704101,0.0001760630496459,0.0018167189972268,0.0040958528298942
2016-10-04,0.2968898427101003,0.0001762429263607,0.0018167189972268,0.0040776490971367
2016-10-05,0.2954979528238991,0.0001764324773033,0.0018167189972268,0.004099419851472
2016-10-06,0.2916114503418434,0.0001766254681751,0.0018167189972268,0.0041042327099096
2016-10-07,0.2894389137895597,0.0001768012445106,0.0018588930786446,0.004142923345703
2016-10-08,0.28693331316377,0.0001769833737951,0.0019010671600624,0.0041616742559994
2016-10-09,0.2844277125379803,0.000177175092031,0.0019372163727062,0.004139441568626
2016-10-10,0.2819221119121906,0.0001773413645249,0.00197336558535,0.0041605989081412
2016-10-11,0.2794165112864009,0.0001774950183153,0.00197336558535,0.00436894453179
2016-10-12,0.2811550256970159,0.0001776613205852,0.00197336558535,0.0043228929181565
2016-10-13,0.2817762549480634,0.0001778182600796,0.00197336558535,0.0043284983200611
2016-10-14,0.2797458547394012,0.0001779735776441,0.00197336558535,0.0043623951046366
2016-10-15,0.2800191289739565,0.0001781363278546,0.00197336558535,0.004346050623559
2016-10-16,0.2802924032085117,0.0001782953998804,0.00197336558535,0.0043742193232658
2016-10-17,0.280565677443067,0.0001784446453818,0.00197336558535,0.0043512125236688
2016-10-18,0.2825675645086554,0.0001786085185507,0.00197336558535,0.0043395772252846
2016-10-19,0.2875749330926355,0.0001787724341962,0.00197336558535,0.0042693674353167
2016-10-20,0.2868914555903776,0.0001789240939911,0.00197336558535,0.0042725474007828
2016-10-21,0.2860553231626319,0.0001790986355675,0.0019688937428992,0.0042911474052737
2016-10-22,0.2826757762605817,0.000179282014624,0.0019644219004484,0.0045220281038833
2016-10-23,0.2792962293585316,0.0001794533759056,0.0019466835920603,0.0045199234862755
2016-10-24,0.2759166824564815,0.0001796219628612,0.0019289452836721,0.0044886877124685
2016-10-25,0.2764699344463778,0.0001797873139465,0.0019289452836721,0.0045248025819941
2016-10-26,0.2664004229471319,0.0001799497752664,0.0019289452836721,0.0047202952932404
2016-10-27,0.2631263080734436,0.0001801261630499,0.0019289452836721,0.0048147479280671
2016-10-28,0.2642045493449352,0.0001803094806577,0.0019289452836721,0.0048273744817614
2016-10-29,0.2624873566486172,0.0001804862611911,0.0019289452836721,0.0050616712961433
2016-10-30,0.2607701639522992,0.0001806721861598,0.0019289452836721,0.0049426261988093
2016-10-31,0.2590529712559812,0.0001808579493627,0.0019289452836721,0.0049342083043543
2016-11-01,0.2516363795372006,0.00018102882236,0.0019289452836721,0.0052061866439524
2016-11-02,0.251821491160949,0.0001811916016354,0.0019289452836721,0.005310330656959
2016-11-03,0.2701671713298765,0.0001813608892536,0.0019289452836721,0.0048184001941457
2016-11-04,0.2647557015930191,0.0001815202253404,0.0019305287750054,0.0049555637797363
2016-11-05,0.2630527574207085,0.0001816748959248,0.0019321122663388,0.0049572911328304
2016-11-06,0.2613498132483977,0.0001818513721315,0.0019350660867105,0.0050337663936079
2016-11-07,0.2596468690760871,0.0001820276683829,0.0019380199070823,0.0049545823160243
2016-11-08,0.2561562170217438,0.0001822127125842,0.0019380199070823,0.0050179696660456
2016-11-09,0.2511744512557411,0.0001823983558839,0.0019380199070823,0.005144658545611
2016-11-10,0.2524932710250204,0.0001825842710899,0.0019380199070823,0.005071627047471
2016-11-11,0.251173304630429,0.0001827792932174,0.0019380199070823,0.0050799032517422
2016-11-12,0.2498533382358376,0.0001829746163559,0.0019380199070823,0.0049727296030988
2016-11-13,0.2485333718412463,0.000183157562207,0.0019380199070823,0.0049442020701216
2016-11-14,0.2472134054466549,0.0001833421906011,0.0019380199070823,0.0049724179998897
2016-11-15,0.2454575980796632,0.0001835356453344,0.0019380199070823,0.0050346821960152
2016-11-16,0.234437452416086,0.0001837285685484,0.0019380199070823,0.005342123399903
2016-11-17,0.2341238085232826,0.0001839234327787,0.0019380199070823,0.0053117273996243
2016-11-18,0.2292271016050612,0.00018410422713,0.0020611084775263,0.0054118332423932
2016-11-19,0.2305941535465607,0.0001842757957147,0.0021841970479702,0.0054121258383825
2016-11-20,0.2319612054880602,0.0001844352702592,0.0021841970479702,0.0052178219423367
2016-11-21,0.2333282574295597,0.0001845918388701,0.0021841970479702,0.0052954111413882
2016-11-22,0.2297826801146544,0.0001847543384708,0.0021841970479702,0.0054095869346016
2016-11-23,0.2276404133508092,0.0001849209937309,0.0021841970479702,0.0053458603345061
2016-11-24,0.2270354538507355,0.0001851031020843,0.0021841970479702,0.0053052349941302
2016-11-25,0.2264304943506618,0.0001852887274944,0.0021841970479702,0.005318068899313
2016-11-26,0.227852082966899,0.0001854692728297,0.0021841970479702,0.0052589287989469
2016-11-27,0.2292736715831362,0.0001856450237673,0.0021841970479702,0.0052273434074913
2016-11-28,0.2306952601993734,0.000185827026087,0.0021841970479702,0.0052629957680024
2016-11-29,0.2302303403245317,0.0001860126584272,0.0021841970479702,0.0052610236249567
2016-11-30,0.2237466149236918,0.0001861854199389,0.0021841970479702,0.0053562123575673
2016-12-01,0.2196707525788863,0.0001863559411931,0.0021841970479702,0.005460800448345
2016-12-02,0.2151210446576347,0.0001865268706319,0.0022066804855215,0.0056605772717334
2016-12-03,0.2169003712797556,0.0001867139247737,0.0022291639230727,0.0055965114215637
2016-12-04,0.2186796979018765,0.0001869033116095,0.0022291639230727,0.0056221510090878
2016-12-05,0.2204590245239975,0.0001870811631149,0.0022291639230727,0.005478975958261
2016-12-06,0.2176267557579083,0.0001872603927575,0.0022291639230727,0.0055311046984354
2016-12-07,0.2178961905023175,0.0001874530935657,0.0022291639230727,0.0055679838885866
2016-12-08,0.2161497756453836,0.0001876479721471,0.0022291639230727,0.0055932554272186
2016-12-09,0.2136368662250992,0.0001878224784993,0.0022291639230727,0.0056119781146735
2016-12-10,0.213213551721185,0.0001879810886059,0.0022291639230727,0.0056294929797082
2016-12-11,0.212790237217271,0.0001881704621593,0.0022291639230727,0.0055830733171827
2016-12-12,0.2123669227133568,0.0001883744267474,0.0022291639230727,0.0056808003775978
2016-12-13,0.2109756384240051,0.0001885730867887,0.0022291639230727,0.0056852267559
2016-12-14,0.2115740197383296,0.000188761462658,0.0023267377838747,0.0056939556775877
2016-12-15,0.2062779517285878,0.0001889196730437,0.0024243116446766,0.0056619365759355
2016-12-16,0.205838183933971,0.0001890743521676,0.002432651290899,0.0057262858064727
2016-12-17,0.2054672331649529,0.0001892391856039,0.0024409909371214,0.0057821704884699
2016-12-18,0.2050962823959348,0.0001894096750477,0.0024409909371214,0.0057793493562742
2016-12-19,0.2047253316269167,0.0001895812656088,0.0024409909371214,0.0057999589422741
2016-12-20,0.2009748841125338,0.0001897547839935,0.0024409909371214,0.0058769819565669
2016-12-21,0.1927138658363839,0.0001899316681736,0.0024409909371214,0.006192218424468
2016-12-22,0.1854573766456348,0.0001901205496215,0.0024409909371214,0.0064777661910565
2016-12-23,0.1741645887076055,0.0001903065591959,0.0024409909371214,0.0070198538269749
2016-12-24,0.1738400077490437,0.0001904788616122,0.0024409909371214,0.0068012788632289
2016-12-25,0.1735154267904818,0.0001906591043016,0.0024409909371214,0.0067763747975125
2016-12-26,0.1731908458319199,0.0001908420984577,0.0024409909371214,0.0068842090910372
2016-12-27,0.1728662648733581,0.0001910193640218,0.0024409909371214,0.0071256779630143
2016-12-28,0.1654523296492894,0.0001912117217023,0.0024751112986358,0.0075288464374065
2016-12-29,0.1684019678785526,0.0044262479000466,0.0025092316601502,0.0075059715363952
2016-12-30,0.1696315544196816,0.0044281403637836,0.0025092316601502,0.0073902855331742
2016-12-31,0.1665650061327265,0.0044300104240121,0.0025092316601502,0.007413924754811
2017-01-01,0.1634984578457714,0.0044318711643224,0.0025092316601502,0.0077402683507771
2017-01-02,0.1604319095588162,0.0044338043107253,0.0025092316601502,0.0079613251966447
2017-01-03,0.1573653612718611,0.0044357919167651,0.0025092316601502,0.0081697837116595
2017-01-04,0.1423333064873382,0.0044377303809604,0.0025092316601502,0.0092162302282187
2017-01-05,0.1649616529067273,0.0044395312192453,0.0025092316601502,0.0078823392549279
2017-01-06,0.1844827049179841,0.0044413827174231,0.0025092316601502,0.006833165490319
2017-01-07,0.1850593310149113,0.0044432202675274,0.0025092316601502,0.0068934103133375
2017-01-08,0.1856359571118386,0.0044450952106171,0.0025092316601502,0.0069180776527712
2017-01-09,0.1862125832087658,0.0044469616125668,0.0025173878982984,0.0068390824954327
2017-01-10,0.1853097695168575,0.0044487842250269,0.0025255441364467,0.0068848605202968
2017-01-11,0.2189903310778681,0.0044506998680864,0.0026043877718801,0.0056588130561524
2017-01-12,0.2120952208125334,0.004452712033299,0.0026832314073135,0.0059143328713543
2017-01-13,0.2064494745554081,0.0044546932843109,0.0026832314073135,0.0060950477572135
2017-01-14,0.202259507979981,0.004456675034198,0.0026832314073135,0.0060424657236462
2017-01-15,0.1980695414045539,0.0044587581396503,0.0026832314073135,0.0060744185880175
2017-01-16,0.1938795748291268,0.004460825643258,0.0026832314073135,0.0061662954565764
2017-01-17,0.1896896082536997,0.0044628525766852,0.0026832314073135,0.0068873043879788
2017-01-18,0.1942234026283486,0.0044647428726305,0.0026832314073135,0.0066861118147054
2017-01-19,0.1898077991516327,0.0044667370648699,0.0026832314073135,0.0068036472780081
2017-01-20,0.1912324364745928,0.004468969779085,0.0026832314073135,0.0067654565896925
2017-01-21,0.189960745539562,0.0044712653016798,0.0026949042394015,0.0070180135825149
2017-01-22,0.1886890546045312,0.0044734551966341,0.0027065770714895,0.0070452290413512
2017-01-23,0.1874173636695004,0.0044753818186131,0.0029487883373156,0.0070106814034925
2017-01-24,0.1927162155404455,0.0044771545495581,0.0031909996031417,0.0067433840237463
2017-01-25,0.1886998852143944,0.0044789957175286,0.0031909996031417,0.0068269466735944
2017-01-26,0.1841064647578205,0.0044808744732327,0.0031909996031417,0.0069783506986312
2017-01-27,0.1834443911929056,0.0044828835892659,0.0031909996031417,0.0069987719403624
2017-01-28,0.1836690349481674,0.0044848793768623,0.0031909996031417,0.0070161358995916
2017-01-29,0.1838936787034292,0.0044868405862814,0.0031909996031417,0.0069963747267653
2017-01-30,0.184118322458691,0.0044887783794432,0.0031909996031417,0.0070047361755373
2017-01-31,0.1767396749318431,0.0044905484372788,0.0031909996031417,0.007476774142915
2017-02-01,0.1729051058140175,0.0044926471122446,0.0031909996031417,0.0076524872500916
2017-02-02,0.1705201373468606,0.0044948169565958,0.0031909996031417,0.0078674289549787
2017-02-03,0.1677113397021905,0.0044967039165671,0.0031909996031417,0.008038329779694
2017-02-04,0.1677927583216928,0.0044985194259034,0.0033232655642438,0.0081609136757644
2017-02-05,0.1678741769411952,0.0045004007048404,0.003455531525346,0.0080140765672609
2017-02-06,0.1679555955606976,0.0045021581033155,0.003455531525346,0.0081160888917708
2017-02-07,0.1647784238819751,0.0045038736900189,0.003455531525346,0.0083350221128108
2017-02-08,0.1649691136429768,0.004505711880254,0.003455531525346,0.0083512531265461
2017-02-09,0.1762494907584487,0.004507670778616,0.003455531525346,0.0077030683417952
2017-02-10,0.1771855386254795,0.0045096223914114,0.003455531525346,0.0076491938172832
2017-02-11,0.1765785787510196,0.0045114030344565,0.003455531525346,0.0077980687301372
2017-02-12,0.1759716188765598,0.0045131355307799,0.003455531525346,0.0077483464191816
2017-02-13,0.1753646590021,0.0045150220838215,0.003455531525346,0.0076677655989327
2017-02-14,0.1728147198229088,0.0045170815932767,0.003455531525346,0.0077990121794097
2017-02-15,0.1734227130260446,0.0045189922587887,0.003455531525346,0.007826661924419
2017-02-16,0.171153341933196,0.0045207973320625,0.003455531525346,0.0080150200165333
2017-02-17,0.1676857784963608,0.0045226752598282,0.003455531525346,0.008192148873595
2017-02-18,0.16502973200724,0.0045245552915828,0.0035398043355693,0.0082696257572569
2017-02-19,0.1623736855181192,0.0045263406121329,0.0036240771457927,0.0082078142785479
2017-02-20,0.1597176390289984,0.0045280833348324,0.0036240771457927,0.0085108296801099
2017-02-21,0.1570615925398776,0.0045298571311942,0.0036240771457927,0.0088441379821827
2017-02-22,0.1560411935702825,0.0045315745527465,0.0036240771457927,0.008864331713253
2017-02-23,0.1515567567745956,0.0045333752598751,0.0036240771457927,0.0093293773276588
2017-02-24,0.1514632366963019,0.004535318388457,0.0036240771457927,0.009395058215533
2017-02-25,0.151208150757244,0.0045373933692921,0.0036240771457927,0.0091134633746813
2017-02-26,0.1509530648181861,0.0045395355757909,0.0036240771457927,0.0093150332124685
2017-02-27,0.1506979788791282,0.0045415391381872,0.0036240771457927,0.0094544148830092
2017-02-28,0.1501089264240162,0.004543391587638,0.0036240771457927,0.0094544148830092
2017-03-01,0.1443229658503726,0.0045452445384286,0.0036240771457927,0.0098557621201611
2017-03-02,0.1389839485319354,0.0045471271173447,0.0036456587208756,0.0101248052842448
2017-03-03,0.1355752235549817,0.0045490455916726,0.0036672402959586,0.010351099483125
2017-03-04,0.1356160345057484,0.0045508089738149,0.0037361814385846,0.0101638737605282
2017-03-05,0.1356568454565151,0.0045525551670305,0.0038051225812107,0.0102768319397233
2017-03-06,0.1356976564072818,0.00455436632498,0.0038051225812107,0.010330715679857
2017-03-07,0.1401970515276759,0.0045562101143303,0.0038051225812107,0.0098655767572814
2017-03-08,0.1485620111972068,0.0045580530438557,0.0038051225812107,0.0091715943644702
2017-03-09,0.1428906911019372,0.0045598610890485,0.0038051225812107,0.0095348165746111
2017-03-10,0.1520854871750879,0.0045617622778489,0.0038051225812107,0.0088575374961479
2017-03-11,0.1472990064673975,0.0045636702492202,0.0038051225812107,0.0094153464067258
2017-03-12,0.1425125257597072,0.0045655712728208,0.0038051225812107,0.0098451929540133
2017-03-13,0.1377260450520168,0.0045674430794459,0.0038051225812107,0.0099446571591207
2017-03-14,0.1367467129059212,0.0045693429377693,0.0038051225812107,0.0100209060611899
2017-03-15,0.1354587455206433,0.0045711995220615,0.0038051225812107,0.010111593538572
2017-03-16,0.1459125306161002,0.0045730576066878,0.0038464077059498,0.0095284001979961
2017-03-17,0.1582489044000417,0.0045749764218255,0.0038876928306889,0.0087019248118718
2017-03-18,0.1607770196399648,0.0045769234666464,0.0039140450379691,0.0075090005960557
2017-03-19,0.1633051348798879,0.0045789373408969,0.0039403972452494,0.0081027826859755
2017-03-20,0.165833250119811,0.0045808282015128,0.0039403972452494,0.0082678321668818
2017-03-21,0.1574215992097367,0.0045825742505811,0.0039403972452494,0.0088935867043688
2017-03-22,0.1688222458936825,0.0045844565560509,0.0039403972452494,0.0082197991945807
2017-03-23,0.1702391782787432,0.0045863875352969,0.0039403972452494,0.0081202405293508
2017-03-24,0.1891816260655694,0.0045884216376603,0.0039403972452494,0.0071664640007938
2017-03-25,0.1828619308917879,0.0045903621265597,0.0039403972452494,0.0074991957505335
2017-03-26,0.1765422357180064,0.0045922370406385,0.0039403972452494,0.0074420652316764
2017-03-27,0.1702225405442248,0.0045941127696724,0.0039403972452494,0.008187997236015
2017-03-28,0.1699796304235421,0.0045959165666692,0.0039403972452494,0.0082010200614428
2017-03-29,0.17091353787557,0.0045977629970032,0.0039403972452494,0.0081332633547786
2017-03-30,0.1720306611696775,0.0045996658080711,0.0040487680915,0.0080054899117333
2017-03-31,0.1649080944030165,0.0046015581620591,0.0041571389377506,0.0084335428686457
2017-04-01,0.1615189259260935,0.0046032162895203,0.0041571389377506,0.00851573699867
2017-04-02,0.1581297574491703,0.0046050417477916,0.0041571389377506,0.0087202327963498
2017-04-03,0.1547405889722472,0.004607143789105,0.0041571389377506,0.0091131811462665
2017-04-04,0.1567527969115183,0.0046090471160396,0.0041571389377506,0.0090135280209141
2017-04-05,0.156724469221064,0.0046108556096422,0.0041571389377506,0.0089335986299248
2017-04-06,0.1494750928729274,0.0046127965563465,0.0041571389377506,0.009479989385205
2017-04-07,0.1507190702812232,0.0046147387250002,0.0041571389377506,0.0094254444242136
2017-04-08,0.1501456589457908,0.0046166235509663,0.0041571389377506,0.0094164787762433
2017-04-09,0.1495722476103584,0.0046185015770516,0.0041571389377506,0.0095289658067785
2017-04-10,0.148998836274926,0.0046204186503459,0.0041571389377506,0.0095219826694283
2017-04-11,0.1491498254279691,0.0046224063463423,0.0041571389377506,0.0096907126392548
2017-04-12,0.1502349122979613,0.0046243557951953,0.0041571389377506,0.0096469257646562
2017-04-13,0.1556381298974627,0.0046260533385334,0.0042530205460891,0.0093535360799695
2017-04-14,0.1549229562586109,0.0046277322951749,0.0043489021544276,0.0093371161459891
2017-04-15,0.1542077826197591,0.0046295580294722,0.0043489021544276,0.0093841112088952
2017-04-16,0.1534926089809072,0.0046314332717229,0.0043489021544276,0.0094824418925323
2017-04-17,0.1527774353420554,0.0046332203985009,0.0043489021544276,0.0095859644270499
2017-04-18,0.150760084895088,0.0046350101963569,0.0043489021544276,0.0097535620273588
2017-04-19,0.1497037778162041,0.004636847433075,0.0043489021544276,0.009740539201931
2017-04-20,0.1474188920563347,0.0046386234509397,0.0043489021544276,0.0099178558272849
2017-04-21,0.1489393880827015,0.0046405479949791,0.0043489021544276,0.0098515160224585
2017-04-22,0.1473485694028836,0.0046425242863875,0.0043489021544276,0.0099426746485005
2017-04-23,0.1457577507230657,0.0046443948001849,0.0043489021544276,0.0097114731310602
2017-04-24,0.1441669320432477,0.0046461645032276,0.0043489021544276,0.0101166897773771
2017-04-25,0.1412085015944828,0.0046478819851402,0.0043489021544276,0.0102614499151379
2017-04-26,0.1390505633671167,0.0046497916637302,0.0043489021544276,0.0104085692520563
2017-04-27,0.1352586294810214,0.0046516945988933,0.0043541813717067,0.0107544280789443
2017-04-28,0.1356544691185134,0.0046534874208458,0.0043594605889859,0.0107426320831566
2017-04-29,0.1317872985449793,0.0046554462161225,0.0043594605889859,0.0107927420262003
2017-04-30,0.1279201279714452,0.0046574980837145,0.0043594605889859,0.0110390421878585
2017-05-01,0.1240529573979112,0.0046593995172614,0.0043594605889859,0.011734628098847
2017-05-02,0.1214890300984873,0.0046613636647192,0.0043594605889859,0.0120292446131738
2017-05-03,0.1175146795689091,0.0046632039980505,0.0043594605889859,0.0123809542078945
2017-05-04,0.1118927942333673,0.0046651168658802,0.0043594605889859,0.01282995772881
2017-05-05,0.110414285555857,0.004666999523534,0.0043594605889859,0.0129977430974112
2017-05-06,0.1067253686419116,0.0046688803399284,0.0043594605889859,0.013218093220289
2017-05-07,0.1030364517279662,0.0046710124907834,0.0043594605889859,0.0133871054185303
2017-05-08,0.0993475348140209,0.0046731994447019,0.0043594605889859,0.0145821814820155
2017-05-09,0.096562672501727,0.0046753432359728,0.0045094383114489,0.014884253434305
2017-05-10,0.0950250101574648,0.0046772726962856,0.0046594160339119,0.0151840606475595
2017-05-11,0.0921697976903782,0.0046790698845545,0.00468150577598,0.0157638568795828
2017-05-12,0.0993699664050665,0.0046809084976855,0.0047035955180482,0.0145905803692507
2017-05-13,0.0991564160887404,0.0046828939754136,0.0047035955180482,0.0153518471681134
2017-05-14,0.0989428657724143,0.0046849457192175,0.0047035955180482,0.0153895943546343
2017-05-15,0.0987293154560882,0.0046870697546704,0.0047035955180482,0.0147244891124489
2017-05-16,0.0994984688213421,0.0046889912209544,0.0047035955180482,0.0146869296942204
2017-05-17,0.0954035381811449,0.0046908258444151,0.0047035955180482,0.0156743962318407
2017-05-18,0.092360693725276,0.0046927201456746,0.0047035955180482,0.0161420844257717
2017-05-19,0.0876508441846986,0.0046946655912908,0.0047035955180482,0.0170768929009457
2017-05-20,0.0852295446394515,0.0046967633561378,0.0047035955180482,0.017992451094322
2017-05-21,0.0828082450942043,0.004698753301439,0.0047035955180482,0.0175816670605399
2017-05-22,0.0803869455489571,0.0047006346267267,0.0047035955180482,0.0188292111142737
2017-05-23,0.0746969346848558,0.0047026257911645,0.0048664005711955,0.0202166091391609
2017-05-24,0.0706062250689758,0.0047046793482639,0.0050292056243427,0.0213794109434677
2017-05-25,0.0752842811435129,0.0047066997660095,0.0050292056243427,0.0200709055521276
2017-05-26,0.0797338563131651,0.0047087306422126,0.0050292056243427,0.0191030671367951
2017-05-27,0.0799004444540491,0.0047107750325265,0.0050292056243427,0.0175596797390945
2017-05-28,0.0800670325949332,0.0047128991470704,0.0050292056243427,0.0186631248759251
2017-05-29,0.0802336207358173,0.0047149232095921,0.0050292056243427,0.0196050121005245
2017-05-30,0.0804002088767013,0.0047170303866157,0.0050292056243427,0.0188487459283918
2017-05-31,0.0769510161303152,0.0047192273505934,0.0050292056243427,0.0198956635936109
2017-06-01,0.0725863976099862,0.0047213644021911,0.0050292056243427,0.0210419510038149
2017-06-02,0.0706866951221956,0.0047233868756909,0.0050292056243427,0.0218032189546303
2017-06-03,0.0689042109236153,0.004725554161953,0.0050292056243427,0.0220561255651013
2017-06-04,0.0671217267250351,0.0047278138455093,0.0054043403170386,0.0220227189364054
2017-06-05,0.0653392425264548,0.0047298956563993,0.0057794750097346,0.0236741583466937
2017-06-06,0.0618553764206465,0.0047319154363492,0.0057794750097346,0.0253387138905795
2017-06-07,0.0647672175549723,0.0047339373862183,0.0057794750097346,0.0241021156915308
2017-06-08,0.062264701018248,0.004736053214824,0.0057794750097346,0.0247953447072672
2017-06-09,0.061440393028022,0.0047380749954811,0.0057794750097346,0.0249669994850336
2017-06-10,0.062735318527415,0.0047399546736552,0.0057794750097346,0.0261362176659555
2017-06-11,0.0640302440268081,0.0047417933922932,0.0057794750097346,0.026234361733253
2017-06-12,0.0653251695262012,0.0047436788587229,0.0057794750097346,0.0234176645554724
2017-06-13,0.0638531543797489,0.0047455244372526,0.0057794750097346,0.0239592436042677
2017-06-14,0.0699273720496181,0.004747329312692,0.0057794750097346,0.0219713833156743
2017-06-15,0.0699639153594782,0.0047492110899975,0.0057794750097346,0.0215770192158726
2017-06-16,0.0684905582489772,0.0047511450959498,0.0057835896683021,0.0220864173136594
2017-06-17,0.0676486081903506,0.0047530227189939,0.0057877043268696,0.0233822765681091
2017-06-18,0.0668066581317241,0.0047548925176752,0.0059327460413747,0.0223669730931634
2017-06-19,0.0659647080730975,0.0047567985821684,0.0060777877558797,0.022756807714895
2017-06-20,0.0624155251240308,0.004758658535336,0.0060777877558797,0.0240042573085063
2017-06-21,0.0633473706725147,0.0047604382006774,0.0060777877558797,0.0236957689796017
2017-06-22,0.0631685230608847,0.0047622417752847,0.0060777877558797,0.0238496813816725
2017-06-23,0.0626612744218463,0.0047641634480601,0.0060777877558797,0.0242224348485661
2017-06-24,0.0648433472424055,0.0047661392517175,0.0060777877558797,0.0229372380684339
2017-06-25,0.0670254200629647,0.004767859725969,0.0060777877558797,0.0227550129725671
2017-06-26,0.069207492883524,0.0047695541366762,0.0060777877558797,0.0217079063871029
2017-06-27,0.0671021258293184,0.0047713194690693,0.0060777877558797,0.0224062293377391
2017-06-28,0.0665785955629875,0.0047731723560863,0.0060777877558797,0.0226170482038641
2017-06-29,0.0673422817150036,0.0047749623006343,0.0060777877558797,0.022282325303859
2017-06-30,0.0688104691915848,0.0047767308291901,0.0060777877558797,0.0217304616212362
2017-07-01,0.0675977902551667,0.0047787821870918,0.0060777877558797,0.0212936319365985
2017-07-02,0.0663851113187485,0.0047810504816937,0.0060640313157921,0.0219723256129941
2017-07-03,0.0651724323823303,0.004783365198154,0.0060502748757044,0.0225157915603343
2017-07-04,0.0647406830192169,0.0047854463333789,0.0060502748757044,0.0228704248110423
2017-07-05,0.0643089336561036,0.0047873984352952,0.0060502748757044,0.022873728611425
2017-07-06,0.064237790650993,0.0047892822460568,0.0060502748757044,0.0229357290103791
2017-07-07,0.0658775477120004,0.0047911500975314,0.0060502748757044,0.0220873596109792
2017-07-08,0.0673750286326394,0.0047931675554917,0.0060502748757044,0.022584491716271
2017-07-09,0.0688725095532783,0.0047951383109209,0.0060502748757044,0.0220852837921892
