,Global averaged stocks(USD),Currency US Dollar Index,Gold/BTC Ratio,S2F Model,BTC/USD
2017-03-24,0.144982849966676,0.4326018443280897,0.1891816260655694,0.0045884216376603,0.0071664640007938
2017-03-25,0.1447291780642544,0.4265934978356469,0.1828619308917879,0.0045903621265597,0.0074991957505335
2017-03-26,0.1444755061618328,0.4205851513432059,0.1765422357180064,0.0045922370406385,0.0074420652316764
2017-03-27,0.1442218342594111,0.4145768048507641,0.1702225405442248,0.0045941127696724,0.008187997236015
2017-03-28,0.1483557189037313,0.4357367117912991,0.1699796304235421,0.0045959165666692,0.0082010200614428
2017-03-29,0.1479146417905668,0.4471003821273691,0.17091353787557,0.0045977629970032,0.0081332633547786
2017-03-30,0.1498324432048807,0.4631663536582522,0.1720306611696775,0.0045996658080711,0.0080054899117333
2017-03-31,0.1483182552915853,0.4608150535821376,0.1649080944030165,0.0046015581620591,0.0084335428686457
2017-04-01,0.1480946319876426,0.4632967987440604,0.1615189259260935,0.0046032162895203,0.00851573699867
2017-04-02,0.1478710086836999,0.4657785439059823,0.1581297574491703,0.0046050417477916,0.0087202327963498
2017-04-03,0.1476473853797572,0.4682602890679046,0.1547405889722472,0.004607143789105,0.0091131811462665
2017-04-04,0.1486058176555904,0.4682602890679046,0.1567527969115183,0.0046090471160396,0.0090135280209141
2017-04-05,0.1469276352039866,0.4690438564549994,0.156724469221064,0.0046108556096422,0.0089335986299248
2017-04-06,0.1475806393630031,0.4733542244775575,0.1494750928729274,0.0046127965563465,0.009479989385205
2017-04-07,0.1474023849037004,0.4933386308587435,0.1507190702812232,0.0046147387250002,0.0094254444242136
2017-04-08,0.147439866672099,0.4912487192166037,0.1501456589457908,0.0046166235509663,0.0094164787762433
2017-04-09,0.1474773484404976,0.4891588075744648,0.1495722476103584,0.0046185015770516,0.0095289658067785
2017-04-10,0.1475148302088963,0.4870688959323255,0.148998836274926,0.0046204186503459,0.0095219826694283
2017-04-11,0.1470490133855884,0.4749216582091615,0.1491498254279691,0.0046224063463423,0.0096907126392548
2017-04-12,0.1450399332256594,0.477664592500115,0.1502349122979613,0.0046243557951953,0.0096469257646562
2017-04-13,0.1412556508613581,0.4690438564549994,0.1556381298974627,0.0046260533385334,0.0093535360799695
2017-04-14,0.1425681164507198,0.4664968887501728,0.1549229562586109,0.0046277322951749,0.0093371161459891
2017-04-15,0.1438805820400815,0.4639499210453466,0.1542077826197591,0.0046295580294722,0.0093841112088952
2017-04-16,0.1451930476294434,0.4614029533405204,0.1534926089809072,0.0046314332717229,0.0094824418925323
2017-04-17,0.1465055132188051,0.4588559856356937,0.1527774353420554,0.0046332203985009,0.0095859644270499
2017-04-18,0.143806836787851,0.4275079089184381,0.150760084895088,0.0046350101963569,0.0097535620273588
2017-04-19,0.1414591243558796,0.4369122123506477,0.1497037778162041,0.004636847433075,0.009740539201931
2017-04-20,0.1465452427313075,0.4384796460822526,0.1474188920563347,0.0046386234509397,0.0099178558272849
2017-04-21,0.1457150517006562,0.4463168147402747,0.1489393880827015,0.0046405479949791,0.0098515160224585
2017-04-22,0.1478674900018961,0.4346918556227015,0.1473485694028836,0.0046425242863875,0.0099426746485005
2017-04-23,0.1500199283031363,0.4230668965051283,0.1457577507230657,0.0046443948001849,0.0097114731310602
2017-04-24,0.1521723666043762,0.4114419373875546,0.1441669320432477,0.0046461645032276,0.0101166897773771
2017-04-25,0.1582831621598126,0.4008621333959947,0.1412085015944828,0.0046478819851402,0.0102614499151379
2017-04-26,0.157808183691313,0.4063480019779022,0.1390505633671167,0.0046497916637302,0.0104085692520563
2017-04-27,0.1584763846339709,0.4110503031727148,0.1352586294810214,0.0046516945988933,0.0107544280789443
2017-04-28,0.1575359924109767,0.4098748026133658,0.1356544691185134,0.0046534874208458,0.0107426320831566
2017-04-29,0.1576619822808043,0.4110503031727148,0.1317872985449793,0.0046554462161225,0.0107927420262003
2017-04-30,0.157787972150632,0.4122258037320647,0.1279201279714452,0.0046574980837145,0.0110390421878585
2017-05-01,0.1579139620204597,0.4134013042914142,0.1240529573979112,0.0046593995172614,0.011734628098847
2017-05-02,0.1588108337053549,0.4071318683224123,0.1214890300984873,0.0046613636647192,0.0120292446131738
2017-05-03,0.1584804044283536,0.4161442385823681,0.1175146795689091,0.0046632039980505,0.0123809542078945
2017-05-04,0.1583992024030744,0.3985111322772967,0.1118927942333673,0.0046651168658802,0.01282995772881
2017-05-05,0.1602038613120826,0.3942007642547382,0.110414285555857,0.004666999523534,0.0129977430974112
2017-05-06,0.1602577054955564,0.4007315886577154,0.1067253686419116,0.0046688803399284,0.013218093220289
2017-05-07,0.1603115496790301,0.4072624130606921,0.1030364517279662,0.0046710124907834,0.0133871054185303
2017-05-08,0.1603653938625038,0.4137932374636692,0.0993475348140209,0.0046731994447019,0.0145821814820155
2017-05-09,0.1599510826973016,0.431034410596486,0.096562672501727,0.0046753432359728,0.014884253434305
2017-05-10,0.1594129640438653,0.4341692780596951,0.0950250101574648,0.0046772726962856,0.0151840606475595
2017-05-11,0.1585903877456622,0.4322102101132516,0.0921697976903782,0.0046790698845545,0.0157638568795828
2017-05-12,0.1581990515028257,0.4177116723139722,0.0993699664050665,0.0046809084976855,0.0145905803692507
2017-05-13,0.1590451365172284,0.4132707595531348,0.0991564160887404,0.0046828939754136,0.0153518471681134
2017-05-14,0.1598912215316309,0.4088298467922966,0.0989428657724143,0.0046849457192175,0.0153895943546343
2017-05-15,0.1607373065460335,0.4043889340314588,0.0987293154560882,0.0046870697546704,0.0147244891124489
2017-05-16,0.1611391334717711,0.3730408573142023,0.0994984688213421,0.0046889912209544,0.0146869296942204
2017-05-17,0.1492822651682964,0.3460031486195052,0.0954035381811449,0.0046908258444151,0.0156743962318407
2017-05-18,0.1515128479818345,0.3640281880968308,0.092360693725276,0.0046927201456746,0.0161420844257717
2017-05-19,0.1553143315800929,0.3354233446279444,0.0876508441846986,0.0046946655912908,0.0170768929009457
2017-05-20,0.1563548155938391,0.3332028882475253,0.0852295446394515,0.0046967633561378,0.017992451094322
2017-05-21,0.1573952996075852,0.3309824318671071,0.0828082450942043,0.004698753301439,0.0175816670605399
2017-05-22,0.1584357836213314,0.3287619754866879,0.0803869455489571,0.0047006346267267,0.0188292111142737
2017-05-23,0.1595104740154608,0.3432602143285508,0.0746969346848558,0.0047026257911645,0.0202166091391609
2017-05-24,0.161715184168677,0.3389498463059919,0.0706062250689758,0.0047046793482639,0.0213794109434677
2017-05-25,0.1642311070208705,0.3393417794782478,0.0752842811435129,0.0047066997660095,0.0200709055521276
2017-05-26,0.1642815341975563,0.3452195812324103,0.0797338563131651,0.0047087306422126,0.0191030671367951
2017-05-27,0.1639591009343133,0.3440440059337071,0.0799004444540491,0.0047107750325265,0.0175596797390945
2017-05-28,0.1636366676710705,0.3428684306350029,0.0800670325949332,0.0047128991470704,0.0186631248759251
2017-05-29,0.1633142344078274,0.3416928553363001,0.0802336207358173,0.0047149232095921,0.0196050121005245
2017-05-30,0.1629918011445846,0.3405172800375968,0.0804002088767013,0.0047170303866157,0.0188487459283918
2017-05-31,0.1624231037300858,0.3264106754105738,0.0769510161303152,0.0047192273505934,0.0198956635936109
2017-06-01,0.1665246339318142,0.3373824125743887,0.0725863976099862,0.0047213644021911,0.0210419510038149
2017-06-02,0.169225957544435,0.3185738057099669,0.0706866951221956,0.0047233868756909,0.0218032189546303
2017-06-03,0.1689852310503007,0.3196187615310362,0.0689042109236153,0.004725554161953,0.0220561255651013
2017-06-04,0.1687445045561664,0.3206637173521063,0.0671217267250351,0.0047278138455093,0.0220227189364054
2017-06-05,0.1685037780620319,0.3217086731731755,0.0653392425264548,0.0047298956563993,0.0236741583466937
2017-06-06,0.1669771059092721,0.3154389382467584,0.0618553764206465,0.0047319154363492,0.0253387138905795
2017-06-07,0.1683107952504113,0.3197493062693164,0.0647672175549723,0.0047339373862183,0.0241021156915308
2017-06-08,0.1690519407545492,0.3264106754105738,0.062264701018248,0.004736053214824,0.0247953447072672
2017-06-09,0.1685076017688838,0.3401253468653418,0.061440393028022,0.0047380749954811,0.0249669994850336
2017-06-10,0.1679962418009085,0.3384273683954579,0.062735318527415,0.0047399546736552,0.0261362176659555
2017-06-11,0.1674848818329333,0.3367293899255736,0.0640302440268081,0.0047417933922932,0.026234361733253
2017-06-12,0.1669735218649579,0.3350314114556894,0.0653251695262012,0.0047436788587229,0.0234176645554724
2017-06-13,0.1700459084484749,0.3287619754866879,0.0638531543797489,0.0047455244372526,0.0239592436042677
2017-06-14,0.1705057228145882,0.327194541755083,0.0699273720496181,0.004747329312692,0.0219713833156743
2017-06-15,0.1695229430036732,0.3463950817917594,0.0699639153594782,0.0047492110899975,0.0215770192158726
2017-06-16,0.1697602960660266,0.3358152778001995,0.0684905582489772,0.0047511450959498,0.0220864173136594
2017-06-17,0.1714853434375058,0.3406480240808212,0.0676486081903506,0.0047530227189939,0.0233822765681091
2017-06-18,0.1732103908089852,0.3454807703614415,0.0668066581317241,0.0047548925176752,0.0223669730931634
2017-06-19,0.1749354381804646,0.3503135166420628,0.0659647080730975,0.0047567985821684,0.022756807714895
2017-06-20,0.1724181645030585,0.3589342526871788,0.0624155251240308,0.004758658535336,0.0240042573085063
2017-06-21,0.1721684906075162,0.3514890172014122,0.0633473706725147,0.0047604382006774,0.0236957689796017
2017-06-22,0.1719453756786534,0.3507054498143178,0.0631685230608847,0.0047622417752847,0.0238496813816725
2017-06-23,0.1725261324763001,0.3413011463821065,0.0626612744218463,0.0047641634480601,0.0242224348485661
2017-06-24,0.1725015234911772,0.3429991248519912,0.0648433472424055,0.0047661392517175,0.0229372380684339
2017-06-25,0.1724769145060545,0.3446971033218751,0.0670254200629647,0.004767859725969,0.0227550129725671
2017-06-26,0.1724523055209317,0.3463950817917594,0.069207492883524,0.0047695541366762,0.0217079063871029
2017-06-27,0.1680031557019966,0.3087775691055014,0.0671021258293184,0.0047713194690693,0.0224062293377391
2017-06-28,0.1731733520531563,0.2923199633597786,0.0665785955629875,0.0047731723560863,0.0226170482038641
2017-06-29,0.167425296642306,0.2758620586566405,0.0673422817150036,0.0047749623006343,0.022282325303859
2017-06-30,0.1687342789545571,0.2770378581734061,0.0688104691915848,0.0047767308291901,0.0217304616212362
2017-07-01,0.1694725957144999,0.2840910608344464,0.0675977902551667,0.0047787821870918,0.0212936319365985
2017-07-02,0.1702109124744424,0.2911442634954859,0.0663851113187485,0.0047810504816937,0.0219723256129941
2017-07-03,0.170949229234385,0.2981974661565263,0.0651724323823303,0.004783365198154,0.0225157915603343
2017-07-04,0.1713920929228306,0.2999608664742577,0.0647406830192169,0.0047854463333789,0.0228704248110423
2017-07-05,0.1718349566112762,0.3017242667919895,0.0643089336561036,0.0047873984352952,0.022873728611425
2017-07-06,0.1669371367342319,0.2833072941424079,0.064237790650993,0.0047892822460568,0.0229357290103791
2017-07-07,0.1704604157012079,0.2907525296281754,0.0658775477120004,0.0047911500975314,0.0220873596109792
2017-07-08,0.1705904834654273,0.2912750075387107,0.0673750286326394,0.0047931675554917,0.022584491716271
2017-07-09,0.1707205512296468,0.2917974854492433,0.0688725095532783,0.0047951383109209,0.0220852837921892
2017-07-10,0.1708506189938662,0.2923199633597786,0.0703699904739172,0.0047973046355768,0.0207086450056475
2017-07-11,0.1712401686614215,0.2801724266791985,0.0715631726870792,0.0047996885705957,0.0203805274025024
2017-07-12,0.1755001266943324,0.2821317935830585,0.0699217266472459,0.0048019550990908,0.0209566442975583
2017-07-13,0.1762635717082294,0.27978079246436,0.0710878790594293,0.0048041182496665,0.020570300092549
2017-07-14,0.1790006268264737,0.2554860180606155,0.0759216828961838,0.0048060367913129,0.0193948544552571
2017-07-15,0.1789555630068818,0.2557472071896467,0.0761146285992673,0.004807758839549,0.0171821134137632
2017-07-16,0.1789104991872897,0.2560083963186779,0.0763075743023508,0.0048096359711922,0.016530596605788
2017-07-17,0.1788654353676978,0.256269585447709,0.0765005200054343,0.0048116511194891,0.0193483293890582
2017-07-18,0.1783052132920329,0.2378529117555436,0.0738934314899066,0.0048136854414595,0.0202020761037255
2017-07-19,0.1806868379730911,0.2433387803374507,0.0754491853382828,0.0048157155225071,0.0197731741576631
2017-07-20,0.180151148626287,0.222570507611755,0.0603657580152421,0.0048177323659031,0.0249083973465848
2017-07-21,0.1793935099820536,0.2096397025014957,0.0644746042125045,0.0048197795388343,0.0234943869101069
2017-07-22,0.1790674781494944,0.210162180412031,0.0637500790637733,0.004821814962224,0.0248378102921032
2017-07-23,0.1787414463169351,0.2106846583225663,0.0630255539150421,0.0048239745214157,0.0240855068373054
2017-07-24,0.1784154144843759,0.2112071362331007,0.062301028766311,0.0048262401206114,0.0243163328181611
2017-07-25,0.1806825894099225,0.2139500705240538,0.0667405046381618,0.0048283581626293,0.0226329958372319
2017-07-26,0.1830956861396836,0.199059599552521,0.0678939227489718,0.0048302805331697,0.0221891830152441
2017-07-27,0.1840992294413661,0.2065048350382876,0.0646594084646144,0.0048322401900113,0.0235323230168728
2017-07-28,0.1846848775335325,0.1829939269790537,0.0617779630062433,0.0048342186262371,0.0248273344341253
2017-07-29,0.1849395770798658,0.1777692475261778,0.0612449609462759,0.0048362129594115,0.0240482319513971
2017-07-30,0.1851942766261991,0.1725445680733015,0.0607119588863085,0.0048381832588223,0.0243382245275313
2017-07-31,0.1854489761725326,0.1673198886204252,0.0601789568263411,0.0048400809104615,0.0254532778918574
2017-08-01,0.1874038272364272,0.1739812577616821,0.064184617494419,0.0048419978872322,0.023970945139933
2017-08-02,0.1885646436316108,0.1661443880610753,0.0643317091944646,0.0048439601042335,0.0238993190241036
2017-08-03,0.1882868638566451,0.1653605217165661,0.0618467659748031,0.0048458478316948,0.0247869446680793
2017-08-04,0.1900255393115193,0.1939656641428682,0.0593112921318874,0.0048479092453734,0.0256472022194841
2017-08-05,0.1904555302166891,0.1925288748020155,0.0563115846356085,0.0048502365644674,0.0290163275367171
2017-08-06,0.1908855211218587,0.1910920854611624,0.0533118771393295,0.0048522937811725,0.0286485758485062
2017-08-07,0.1913155120270286,0.1896552961203101,0.0503121696430506,0.0048541971724688,0.0302056472924922
2017-08-08,0.1902805293578983,0.1978840989931711,0.0495895404081864,0.0048562701583011,0.0305925559543312
2017-08-09,0.1890585772280936,0.1931817977983581,0.0515416658928369,0.0048582387305572,0.0298614875958568
2017-08-10,0.181469706546295,0.1884797955609607,0.0513668926731582,0.0048600088910584,0.0302277302260129
2017-08-11,0.1826744792296463,0.1755486914932862,0.0474695726432288,0.0048618358837453,0.0327694378598019
2017-08-12,0.1843035889610274,0.1806427265554111,0.044775325957933,0.0048636484933826,0.0349784961084703
2017-08-13,0.1859326986924085,0.1857367616175342,0.0420810792726372,0.004865485654402,0.0367578045738791
2017-08-14,0.1875618084237896,0.1908307966796596,0.0393868325873414,0.0048673096045935,0.0391346493431014
2017-08-15,0.1875185057607248,0.2061129018660326,0.0404954977669844,0.0048691477011714,0.0377833028303406
2017-08-16,0.1883658326628228,0.1920062972390082,0.0386393918405225,0.0048710019290616,0.0396206443695576
2017-08-17,0.1795010530989782,0.1971005316060776,0.0393952662727924,0.0048730180348184,0.0391965552819329
2017-08-18,0.1776805002062186,0.1896552961203101,0.0411390277008609,0.0048751534000942,0.0375822041412133
2017-08-19,0.1778726696177113,0.1853449280977521,0.0417927325734623,0.0048771196260621,0.0378943741109907
2017-08-20,0.1780648390292039,0.1810345600751937,0.0424464374460636,0.0048789563694101,0.036893693523792
2017-08-21,0.1782570084406967,0.1767241920526356,0.043100142318665,0.0048805599800949,0.0360828846945734
2017-08-22,0.1845148696442776,0.1943575973151228,0.0417736792353458,0.004881894696828,0.037015051742175
2017-08-23,0.1821305433127942,0.1786835589564952,0.0413487294964597,0.0048835176210873,0.0374963283703162
2017-08-24,0.1813325106372039,0.1837774943661476,0.0393689409192519,0.0048852269979687,0.0392247735156065
2017-08-25,0.1818808912047553,0.1626175874256112,0.0392047284839271,0.0048865419302627,0.0395731793099444
2017-08-26,0.1819709534814289,0.1556949295028507,0.0393581442033652,0.0048878908338528,0.0393919909715199
2017-08-27,0.1820610157581023,0.1487722715800918,0.0395115599228032,0.0048895936876206,0.0396796243484965
2017-08-28,0.1821510780347758,0.1418496136573317,0.0396649756422413,0.0048914541794637,0.0396775508336119
2017-08-29,0.1838430737635538,0.1473354822392387,0.0379168566347712,0.0048932758218649,0.0415305589297346
2017-08-30,0.185928660741773,0.1681034560075187,0.0378830598079286,0.0048953532539563,0.0414010840525312
2017-08-31,0.1885171141928808,0.1598746531346586,0.0369142775243394,0.0048975237068349,0.0427042144325095
2017-09-01,0.1895463122798508,0.1653605217165661,0.0355975681844155,0.0048997254395877,0.044484179510965
2017-09-02,0.1879064404295886,0.1604624034143333,0.0368735855764187,0.004901951198845,0.041528199730577
2017-09-03,0.1862665685793262,0.1555642851121006,0.038149602968422,0.0049040379633302,0.0415677393555204
2017-09-04,0.1846266967290639,0.1506661668098678,0.0394256203604252,0.0049062013073642,0.0382964747252173
2017-09-05,0.1829868248788017,0.1457680485076351,0.0407016377524285,0.0049086390448841,0.0396196997683324
2017-09-06,0.1845947426318477,0.1449844811205403,0.0384085391624906,0.0049109978340861,0.0417013658703037
2017-09-07,0.18418643392384,0.1152038381348883,0.0387359038134757,0.00491321493084,0.0417274092172539
2017-09-08,0.1836360271184697,0.1073669684342819,0.0424829416693751,0.0049155336219832,0.0382251319897555
2017-09-09,0.1861024415003717,0.1142896263570421,0.042558090115567,0.0049177903902251,0.0381997475597575
2017-09-10,0.1885688558822735,0.1212122842798026,0.0426332385617589,0.0049198012792854,0.0372266239853748
2017-09-11,0.1910352702641756,0.1281349422025628,0.0427083870079508,0.0049218585761841,0.0375883371374608
2017-09-12,0.1928984177261383,0.1300943091064224,0.0429447508372381,0.0049242405457555,0.0373008926807292
2017-09-13,0.1939075277349471,0.1539968513804956,0.0457493589433602,0.0049267230179913,0.034958491297645
2017-09-14,0.1942241328410229,0.1383231119792842,0.0571924493612559,0.0049291237768381,0.0280918993074458
2017-09-15,0.1961037734430814,0.1285268753748183,0.0489552562909193,0.0049314569386562,0.0326458149023839
2017-09-16,0.1966182490240471,0.1308779761459888,0.0469445451404283,0.0049337626922727,0.0325280438647512
2017-09-17,0.1971327246050126,0.1332290769171593,0.0449338339899373,0.0049360300855407,0.0321301870443217
2017-09-18,0.1976472001859782,0.1355801776883294,0.0429231228394463,0.004938027604959,0.0366817434401022
2017-09-19,0.1986763982729482,0.1253920079116093,0.0445818655695985,0.0049398815992301,0.0353584216329591
2017-09-20,0.1994909349823859,0.1536052171656572,0.0450315470556952,0.0049416944214585,0.0351789335767399
2017-09-21,0.1975564116591902,0.1438089805611917,0.0478606534241281,0.0049436274846308,0.0325846646445325
2017-09-22,0.197435697996443,0.1402821799257276,0.047973161755644,0.0049457062546361,0.0325814553042722
2017-09-23,0.1966189135429015,0.1465518151996736,0.0468456064554844,0.0049477176264946,0.0341073848585975
2017-09-24,0.1958021290893601,0.1528214504736187,0.0457180511553248,0.0049497730885711,0.0330734911707589
2017-09-25,0.1949853446358186,0.1590910857475642,0.0445904958551653,0.00495155707765,0.0353688030308145
2017-09-26,0.1949362791780969,0.1716302566429832,0.0446434608069378,0.0049532961177317,0.0350505945249122
2017-09-27,0.19782525855775,0.1869123618293562,0.0406331242375621,0.004955176971966,0.0379601460031292
2017-09-28,0.1987328170130771,0.1763322588803806,0.0409808562250275,0.00495732192788,0.0377153560514787
2017-09-29,0.2002142365212155,0.1759406246655408,0.0409666106587065,0.0049596060644864,0.0376053215282709
2017-09-30,0.2015028112052549,0.1822101602870152,0.0400404896538538,0.0049616363957709,0.0392628017785895
2017-10-01,0.2027913858892943,0.1884796959084891,0.0391143686490012,0.0049634092551828,0.0398764792438267
2017-10-02,0.2040799605733338,0.194749231529963,0.0381882476441485,0.0049652619474339,0.0399291326984622
2017-10-03,0.2062900304523935,0.1951411647022176,0.0390370696104431,0.0049674657073872,0.0390624587704424
2017-10-04,0.2068007295327648,0.1908307966796596,0.0400009078608436,0.0049695593004127,0.0382308871455129
2017-10-05,0.2104703442665203,0.2104232698885906,0.0388758564916673,0.0049712814815998,0.0391656046164226
2017-10-06,0.2105394978024034,0.2041538339195883,0.0385200556976,0.00497315612752,0.0395657238719817
2017-10-07,0.2103680809879266,0.2033700672275502,0.0374425909757556,0.0049752599767057,0.0400949401642541
2017-10-08,0.2101966641734501,0.2025863005355117,0.0363651262539111,0.0049775114453317,0.0418274401830964
2017-10-09,0.2100252473589734,0.2018025338434736,0.0352876615320667,0.0049797889456483,0.0433518606793668
2017-10-10,0.2117460352735323,0.1841694275384027,0.0354730375197686,0.0049819172621889,0.0434459475692068
2017-10-11,0.2130514335414693,0.1712383234707282,0.0349687908271541,0.0049839029798669,0.0438657882552236
2017-10-12,0.2120715405747587,0.1775080583971462,0.0307741257961508,0.0049858378983862,0.049720661647322
2017-10-13,0.2130755305202616,0.1763322588803806,0.0297649050347326,0.004987755906206,0.0516108501692304
2017-10-14,0.2138447964288248,0.1788140040423029,0.0295991335009877,0.004989591226043,0.0533526948284859
2017-10-15,0.214614062337388,0.1812957492042244,0.0294333619672427,0.0049918293268858,0.0519032019445222
2017-10-16,0.2153833282459513,0.1837774943661476,0.0292675904334978,0.004994270260725,0.0523505051832324
2017-10-17,0.2162788382118822,0.1920062972390082,0.0295352695719717,0.0049965203164984,0.051217333906626
2017-10-18,0.2198645710574369,0.1869123618293562,0.0295428329973148,0.004998616186489,0.051077482239378
2017-10-19,0.2195586745092964,0.1833855611938926,0.0290361343346376,0.0050008083526748,0.0521894207235664
2017-10-20,0.2237880973561518,0.2002351001118705,0.0271623065496521,0.0050031775471886,0.0550481111855704
2017-10-21,0.2230675483052554,0.2033699675750786,0.0273050649418056,0.0050053868706171,0.0552382617161072
2017-10-22,0.222346999254359,0.2065048350382876,0.0274478233339592,0.0050076152339351,0.0550195151114068
2017-10-23,0.2216264502034626,0.2096397025014957,0.0275905817261128,0.0050099648768156,0.0542825003730246
2017-10-24,0.2256289126271,0.2104232698885906,0.0297986378156776,0.0050122114342174,0.0504730572583369
2017-10-25,0.2223528782490342,0.2006270332841251,0.0285065708803962,0.0050145597865504,0.0525884064576553
2017-10-26,0.2237869535122217,0.2358935448516841,0.0274456983938265,0.0050169857283846,0.0540419588229819
2017-10-27,0.2277541855428149,0.2480407825748489,0.0281665218389442,0.0050188842301502,0.052872454957787
2017-10-28,0.2271016135026163,0.2424242696021892,0.0276065754060195,0.0050201440503131,0.0526100170905634
2017-10-29,0.2264490414624179,0.2368077566295303,0.0270466289730948,0.0050217320108112,0.0563919101041514
2017-10-30,0.2257964694222194,0.2311912436568706,0.0264866825401701,0.0050237446988856,0.0561718410577357
2017-10-31,0.2270728467355892,0.2335425437329852,0.0247557940765605,0.005025645735581,0.0593602526410623
2017-11-01,0.2281131673430596,0.2441223477245455,0.0236549104513802,0.0050276067878723,0.0621810069963004
2017-11-02,0.2298904175727544,0.2390284123148927,0.0224727410859409,0.0050296494866768,0.0651176431867208
2017-11-03,0.2315063531270622,0.2488246489193581,0.0218362743599222,0.0050314451924193,0.0663374413073936
2017-11-04,0.2317386079136133,0.2459510702376528,0.0221483594720749,0.005033099944115,0.0679623673740245
2017-11-05,0.2319708627001644,0.2430774915559479,0.0224604445842276,0.0050349192914502,0.0682215014408654
2017-11-06,0.2322031174867155,0.2402039128742426,0.0227725296963803,0.0050367480227723,0.0645916339308032
2017-11-07,0.2319833687271325,0.2476491483600091,0.0222079247853398,0.0050386790713851,0.065739338242845
2017-11-08,0.2325962185173299,0.2460817146284055,0.0212700895779208,0.0050406783930183,0.0687148551412565
2017-11-09,0.2294618246990546,0.2292321757104272,0.0224520339608801,0.0050426759337531,0.0657317906486651
2017-11-10,0.2285953247939391,0.227272808806568,0.0242322018814963,0.0050444952444299,0.0607733207802204
2017-11-11,0.2287749119222016,0.2285789537566698,0.0243512327698125,0.005045839617683,0.0583146574175584
2017-11-12,0.2289544990504641,0.2298850987067697,0.0244702636581287,0.0050469099364228,0.0544688771064714
2017-11-13,0.2291340861787267,0.2311912436568706,0.0245892945464449,0.0050483736884756,0.0602198535794203
2017-11-14,0.2280194919720675,0.2053293344789377,0.0243568980955233,0.0050501746064326,0.0609395014786915
2017-11-15,0.2242300350757018,0.2045454681344285,0.0216593471847977,0.0050520492205574,0.0673545418285726
2017-11-16,0.2303466587883054,0.2092477693292411,0.0198907417773579,0.0050540782837787,0.0726028153529065
2017-11-17,0.2278787011249106,0.1986679653376812,0.0207323009326987,0.0050562116395771,0.0710674513058565
2017-11-18,0.2284737178435513,0.2041538339195883,0.0201211058943724,0.0050582443817855,0.0718333385870536
2017-11-19,0.2290687345621921,0.2096397025014957,0.0195099108560462,0.005060223476552,0.074158002202253
2017-11-20,0.2296637512808328,0.2151255710834032,0.01889871581772,0.0050624700696566,0.0757070468397304
2017-11-21,0.2348457891401061,0.210031336716336,0.019376100363161,0.0050648017946753,0.0744861151975873
2017-11-22,0.2335122849927458,0.1814264932474487,0.0190526914029748,0.0050669592009511,0.0762063492239347
2017-11-23,0.2341103247274873,0.1724139735087857,0.0190095151021968,0.0050689997920187,0.0741795160711332
2017-11-24,0.2347083644622288,0.1634014537701227,0.0189663388014188,0.0050710611109173,0.0762076762734609
2017-11-25,0.2347987136076974,0.1652300766307584,0.0178021076539458,0.0050731062505846,0.0812774017349899
2017-11-26,0.2348890627531662,0.167058699491394,0.0166378765064729,0.0050751864385414,0.0863697791946801
2017-11-27,0.2349794118986349,0.1688873223520297,0.015473645359,0.0050773501262035,0.0909730467477763
2017-11-28,0.2414443306410514,0.1829939269790537,0.0150304719059004,0.0050795401400453,0.0932421263406367
2017-11-29,0.2418012753097258,0.1829939269790537,0.0151667388763249,0.0050817453655719,0.091636083082888
2017-11-30,0.2503071166483326,0.1731976903745882,0.0144078935616682,0.0050840420151554,0.0948916765484746
2017-12-01,0.2488091931063467,0.1688873223520297,0.0132638447193722,0.0050863896782933,0.1018937796480967
2017-12-02,0.2487068717277439,0.1726752124640524,0.0129163845186057,0.0050887033768444,0.1028280225144884
2017-12-03,0.248604550349141,0.1764631025760761,0.0125689243178392,0.00509096897392,0.1051740156861337
2017-12-04,0.2485022289705383,0.1802509926880988,0.0122214641170727,0.0050933707855565,0.1083259057606267
2017-12-05,0.2457676358401817,0.1876959292164501,0.0117224440898836,0.0050957891642154,0.1107747544861684
2017-12-06,0.245197369725436,0.1967085984338221,0.0091872211499466,0.0050982536212973,0.1331852572804871
2017-12-07,0.24758525831373,0.2041538339195883,0.0065028797138512,0.0051005451604227,0.1672350995091442
2017-12-08,0.2508184802475584,0.2080722687698921,0.0072744176122462,0.0051026205414613,0.1546813400107105
2017-12-09,0.2515016927800789,0.2076804352501096,0.0071914565952441,0.0051048464650955,0.1415528666956262
2017-12-10,0.2521849053125995,0.2072886017303261,0.0071084955782419,0.0051071182268881,0.1441687485646471
2017-12-11,0.2528681178451201,0.2068967682105431,0.0070255345612398,0.0051093860878647,0.1581484227789015
2017-12-12,0.2552332711735862,0.215909138470498,0.0066900836859894,0.0051115844915842,0.1626648699598754
2017-12-13,0.2573328784102617,0.1896552961203101,0.0073830934007521,0.0051138992284154,0.1531601173351733
2017-12-14,0.2551901972793072,0.1920062972390082,0.0073531481291877,0.0051164060788378,0.1546303776226587
2017-12-15,0.2601683258939903,0.2092477693292411,0.0066497668046132,0.0051187946948659,0.1654156961775841
2017-12-16,0.2616455622014704,0.2062435462567835,0.0064179788753717,0.0051210829769687,0.1823122805439904
2017-12-17,0.2631227985089504,0.2032393231843272,0.0061861909461301,0.0051234932184529,0.1789471225519031
2017-12-18,0.2646000348164304,0.2002351001118705,0.0059544030168886,0.0051259700209302,0.1786960890165446
