,Currency US Dollar Index,Gold/BTC Ratio,S2F Model,Onchain Mining Difficulty,BTC/USD
2016-08-31,0.2886592768294334,0.3258188928729205,0.0001702652494015,0.0016163899090867,0.0037583910419664
2016-09-01,0.2831505068323284,0.3286537806521107,0.0001704334392821,0.0016200561810203,0.0038078202405422
2016-09-02,0.2782252826139406,0.3282212286154035,0.0001706012562128,0.0016223100626649,0.0038600746644052
2016-09-03,0.274015173755178,0.325231626286158,0.0001707686528534,0.0016229681428905,0.0039141338500484
2016-09-04,0.2659889483917039,0.3226296415269936,0.0001709359161232,0.0016246413737386,0.0039841038842993
2016-09-05,0.2551992699626355,0.3194124973637016,0.0001711029677027,0.0016266564127618,0.0040669418051061
2016-09-06,0.2494229176039904,0.3161243882659387,0.0001712729058725,0.0016291080576914,0.0041216321841323
2016-09-07,0.2487947102568711,0.3131087628212071,0.0001714460832458,0.0016323465866399,0.0041461308778804
2016-09-08,0.2502683409123927,0.3065988827659384,0.0001716209938247,0.0016358922991181,0.0041579290048088
2016-09-09,0.2558387804926859,0.3063239631572924,0.0001717985498959,0.0016398912332653,0.0041460066483719
2016-09-10,0.2597385236354877,0.3071304614256198,0.0001719770357559,0.0016449850195231,0.0041378610107644
2016-09-11,0.2616627054901769,0.3091785650894649,0.0001721563885452,0.0016512044361317,0.0041348537441202
2016-09-12,0.2663836959146289,0.3103894548769487,0.000172338304763,0.0016584141900607,0.004113642214215
2016-09-13,0.2726914732463622,0.3096412778471467,0.0001725224834882,0.0016668047554165,0.0040798128460926
2016-09-14,0.2765463365986841,0.3095807117400441,0.0001727033088755,0.0016727445327657,0.0040594870418955
2016-09-15,0.2781681078452541,0.3092641236977704,0.0001728805046283,0.0016759317841,0.0040520491701956
2016-09-16,0.2833088031238576,0.3086214097439266,0.0001730565789559,0.0016782678469384,0.0040486364230814
2016-09-17,0.2819201471083832,0.308245424875799,0.0001732300420417,0.0016787655807995,0.0040555756031067
2016-09-18,0.2822961869951125,0.3081764943217471,0.0001734046620935,0.001679556530242,0.0040513097753344
2016-09-19,0.2811846852295775,0.3086938056985649,0.0001735806687206,0.0016808169923952,0.0040347120131575
2016-09-20,0.2781306831531329,0.3099548055464811,0.0001737549025901,0.0016806357730245,0.0040217120900814
2016-09-21,0.2730987042285792,0.3178480417818908,0.0001739281587987,0.001679469689678,0.0040075461958516
2016-09-22,0.2704740683392403,0.3207627570466808,0.0001741036599955,0.0016857736705881,0.0039984049340269
2016-09-23,0.2704106032744816,0.3177528630350913,0.0001742813149876,0.0017001501019208,0.0039966287678071
2016-09-24,0.2706547949465385,0.3171560477278592,0.0001744601233514,0.0017189325795817,0.0039959187979655
2016-09-25,0.2722919016502555,0.316302259066648,0.0001746408713877,0.0017444818875021,0.0039984802988734
2016-09-26,0.2722767388103886,0.3149500510464256,0.0001748208686842,0.0017642983519985,0.0040046907662568
2016-09-27,0.2702892544689997,0.3138489168930368,0.0001750000017166,0.0017774402162633,0.0040141861342888
2016-09-28,0.2687024622721597,0.3127117587571021,0.0001751802669772,0.0017920392564036,0.0040288572396627
2016-09-29,0.2667731146069164,0.3117458808277264,0.000175361086097,0.0018049948681396,0.0040488984895265
2016-09-30,0.2674206879564246,0.3084342046443153,0.0001755417625394,0.0018146706918122,0.0040649191811201
2016-10-01,0.2711732563612669,0.3072401875976699,0.0001757224500102,0.0018213694744712,0.0040765776700724
2016-10-02,0.2760922187552488,0.305800444700773,0.0001759030737502,0.0018232866792613,0.0040886822837906
2016-10-03,0.2830646211450148,0.3057202690434925,0.0001760834915803,0.0018198072169002,0.0040989057391751
2016-10-04,0.290889583176374,0.2977889617916922,0.0001762646201903,0.0018260014054471,0.0041133097728409
2016-10-05,0.2994294654708657,0.2962256962335102,0.0001764464589301,0.0018425769783748,0.0041325251542892
2016-10-06,0.3100834085149549,0.2919258854268485,0.0001766284354588,0.0018615919706164,0.0041516764556168
2016-10-07,0.3226206021680581,0.2895501181666435,0.0001768107413007,0.0018868350258648,0.0041722162794858
2016-10-08,0.3322980606210692,0.2867142063184369,0.0001769880180794,0.0019067780831497,0.004190762251877
2016-10-09,0.3388823995597583,0.2839289324540875,0.0001771596627754,0.001920198295202,0.0042064549972621
2016-10-10,0.3444980653459256,0.2818049712485458,0.0001773283177867,0.0019358206484009,0.0042219649545326
2016-10-11,0.3478884821278792,0.2802415579275316,0.0001774924157014,0.001950783731133,0.0042361941333303
2016-10-12,0.3517457054924591,0.2808230471063536,0.0001776548647584,0.0019620484806324,0.0042500595556556
2016-10-13,0.3562158377612535,0.2809561529131651,0.0001778157844364,0.001970063286058,0.0042637395473189
2016-10-14,0.358862605234624,0.2798491726111572,0.0001779722866721,0.0019739827118124,0.004275767982299
2016-10-15,0.3602165184138853,0.2804415301815955,0.0001781248866803,0.0019729906692387,0.0042863025880687
2016-10-16,0.3632298692883268,0.2805123139505748,0.000178282774416,0.0019743781185611,0.0043030290975479
2016-10-17,0.367831881641492,0.281167822187719,0.0001784463843734,0.0019782133690856,0.004326425181294
2016-10-18,0.3729327472587015,0.2831263775124115,0.0001786116254043,0.0019801232471438,0.0043529058220501
2016-10-19,0.3792331410792182,0.2866046014940025,0.0001787809278532,0.0019817058652987,0.0043845393530338
2016-10-20,0.3848846779683506,0.2866604697457358,0.0001789480981525,0.0019783084413649,0.0044164784882447
2016-10-21,0.3897875154185237,0.285461437304965,0.0001791127563513,0.0019691389512493,0.0044484194594634
2016-10-22,0.3942944610578812,0.2828812489012108,0.000179280075043,0.0019575929414081,0.0044845719936536
2016-10-23,0.3978982103245966,0.2787656431911972,0.000179448742994,0.0019423355154993,0.0045239304937896
2016-10-24,0.3997946818089464,0.2762313557809981,0.0001796177425087,0.0019326046789874,0.004567623148827
2016-10-25,0.3997062305362397,0.275575475379658,0.0001797876556469,0.0019295067951442,0.0046163604059751
2016-10-26,0.3974611665636591,0.2669427615332332,0.00017995811834,0.0019275307845864,0.0046690027217693
2016-10-27,0.3926343972973025,0.2639927610655808,0.0001801290790617,0.0019292724093588,0.0047261084578421
2016-10-28,0.3872400752657776,0.2641931707596884,0.0001803024990856,0.0019297700636373,0.004788188183283
2016-10-29,0.3811821047097588,0.2623153991776792,0.0001804784754693,0.0019284972281713,0.004855325674182
2016-10-30,0.3729584168191384,0.2612361861809233,0.0001806560904119,0.0019301654595137,0.0049278916595839
2016-10-31,0.362905484536885,0.2589407834102545,0.0001808358530266,0.0019336859405969,0.0050061410989748
2016-11-01,0.3552199548410082,0.2525711278466888,0.0001810128922427,0.0019347966003818,0.0050591883721126
2016-11-02,0.3500995920912567,0.251763072338052,0.0001811867438431,0.0019337362302553,0.0050841077185076
2016-11-03,0.3461218725112525,0.2689308746869397,0.0001813601543078,0.0019318186544633,0.0050956935177621
2016-11-04,0.3444467904791706,0.2638821109877824,0.0001815317975148,0.0019280686974063,0.0050851409596043
2016-11-05,0.3462795163903934,0.2633392264202973,0.0001817043701035,0.0019260169244894,0.0050704612292408
2016-11-06,0.3520154276102992,0.2619337148230627,0.0001818781429919,0.0019258503887097,0.0050525052924964
2016-11-07,0.3622510079869574,0.2595269603922654,0.0001820506426731,0.0019250361488702,0.0050143464513663
2016-11-08,0.3776648451350822,0.2561607020719149,0.0001822224650995,0.0019243664647265,0.0049593791054409
2016-11-09,0.3898219664671047,0.2518628015504323,0.0001823991333286,0.0019264222069069,0.0049380609238558
2016-11-10,0.3984268101688024,0.2524056734589674,0.0001825808738096,0.0019312183982161,0.0049528087479681
2016-11-11,0.4083532068513378,0.2509045866923361,0.0001827654878627,0.001938131343307,0.0049816911361786
2016-11-12,0.4175974778388531,0.2499528258226608,0.0001829544562579,0.0019478663981716,0.0050381504556499
2016-11-13,0.4287497156007513,0.2487162106749662,0.0001831440019966,0.0019541035319814,0.0050881148131181
2016-11-14,0.4422884192950965,0.2469206571625486,0.0001833339740083,0.0019564201000169,0.0051296980052608
2016-11-15,0.4553475741446504,0.244458605275646,0.0001835275595639,0.00195848953602,0.005191523825314
2016-11-16,0.46854004217685,0.2350624957249558,0.0001837240083517,0.0019587070935653,0.0052665159611043
2016-11-17,0.4791988246373838,0.2340665416736179,0.0001839130520619,0.001992634770368,0.0053135774781234
2016-11-18,0.4866163578910281,0.2301638068434668,0.0001840940936651,0.0020640295972308,0.0053323913013402
2016-11-19,0.4924249661690828,0.2303848831388509,0.0001842714963969,0.0021141412807863,0.0053377646168379
2016-11-20,0.4956685907974948,0.2320805075498702,0.0001844424516731,0.0021489750192251,0.0053191778348537
2016-11-21,0.4990573402189144,0.2321859464014694,0.0001846137655381,0.0021761824082409,0.0053080014424125
2016-11-22,0.5027506014003125,0.2295661731105857,0.0001847857341715,0.002183655534766,0.0053056070978523
2016-11-23,0.5044885927934388,0.2283218850374574,0.0001849524752919,0.0021832716451458,0.0052873581214038
2016-11-24,0.5048464600661184,0.2272455842496921,0.000185115333851,0.0021717720536922,0.0052598238303539
2016-11-25,0.504594976729947,0.2269023639154861,0.0001852838101741,0.00216905461924,0.0052530021909809
2016-11-26,0.5035144352344791,0.2277607137738408,0.0001854580114734,0.0021780863208713,0.0052668743440607
2016-11-27,0.501612824886761,0.228884170327747,0.0001856342601718,0.002185256610458,0.0052917063851716
2016-11-28,0.4990085017752203,0.2305466338027556,0.0001858149678232,0.0021962928343853,0.0053352093145575
2016-11-29,0.4949504367000966,0.2292985663750084,0.0001859929718282,0.0022030465027015,0.0053735295202635
2016-11-30,0.489420963803081,0.2241570987558682,0.0001861678828239,0.0022042608918318,0.0054058760328091
2016-12-01,0.4828661243547021,0.2201016732315501,0.0001863453018176,0.0022089180433636,0.0054508194817434
2016-12-02,0.4751163585020763,0.2161284603433994,0.000186523683399,0.0022152016298564,0.0055034784060688
2016-12-03,0.4692700436835453,0.2168907668773199,0.0001867049298741,0.0022186214272716,0.0055401745431654
2016-12-04,0.4656738018785908,0.2190061751157518,0.0001868899101421,0.0022201431067425,0.0055608636453053
2016-12-05,0.4627454494258026,0.2196293352128774,0.0001870766867193,0.0022208208085241,0.0055735069875065
2016-12-06,0.4613818443420917,0.217798438598521,0.0001872660186954,0.0022199696746659,0.0055720269245179
2016-12-07,0.4678548431037593,0.2169433724218721,0.0001874582636771,0.0022210677027512,0.0055752048528308
2016-12-08,0.4828932945354324,0.2158437773268288,0.0001876533874566,0.0022244226466611,0.0055837406646422
2016-12-09,0.4941478483964046,0.21440841236114,0.0001878519786909,0.0022279565031258,0.0055830360676498
2016-12-10,0.5025650421863926,0.213623716844261,0.0001880542137724,0.0022325757960211,0.0055769806408913
2016-12-11,0.5029171138257305,0.2126535284115916,0.0001882350729985,0.0022415906294835,0.0055865279719589
2016-12-12,0.4917724303756208,0.2118926272834208,0.0001883922453397,0.0022552895254541,0.0056119871370264
2016-12-13,0.502112297652751,0.211083148650065,0.0001885377024108,0.0022856432340617,0.0056460802027015
2016-12-14,0.5339502797667235,0.2108271112926434,0.0001886643426085,0.0023350194397117,0.0056942956524878
2016-12-15,0.5471051938957506,0.2069140772351918,0.0001888252232729,0.0023672267780928,0.0057406065851266
2016-12-16,0.5465500332342111,0.2064272149781666,0.0001890250099453,0.0023832642726497,0.0057844646346821
2016-12-17,0.5550704196294315,0.2054032099281008,0.0001892320557399,0.0024044819421299,0.0058386543416846
2016-12-18,0.5665683148719475,0.2056090520728679,0.0001894603325091,0.0024235958667914,0.0058999320382913
2016-12-19,0.5723662371670593,0.2039166365043199,0.0001896559240655,0.0024386525393197,0.0059810860292705
2016-12-20,0.5747185779086998,0.2002249389633939,0.0001898125795569,0.0024513362847851,0.0060851465118371
2016-12-21,0.5748570160133061,0.1927084100673802,0.0001899678578395,0.0024574397745284,0.0062041304958105
2016-12-22,0.5714774967461713,0.1849670208445593,0.0001901075663572,0.0024566070883362,0.0063423854228888
2016-12-23,0.5695720227378392,0.1751802860124769,0.0001902296753365,0.0024582524990958,0.0064962536639835
2016-12-24,0.5693601609654537,0.1746280272297785,0.0001903361379294,0.0024620383717189,0.0066657365043566
2016-12-25,0.5676160292158722,0.1733816549160328,0.0001906204251846,0.0024628826795813,0.0068569456043132
2016-12-26,0.5654742543429493,0.1731595802573677,0.0001911023426232,0.0024626963053932,0.0070696839357819
2016-12-27,0.562920446213015,0.1719417222738693,0.0001913442937067,0.0024649119478534,0.007242990468895
2016-12-28,0.5597047193749348,0.1664511287466999,0.0001913669357404,0.0024695305429298,0.0073721938414375
2016-12-29,0.55671553796961,0.1682095739286342,0.0044259073033231,0.0024763496923845,0.0074864210219281
2016-12-30,0.5539499881431016,0.1691289513984263,0.0044278357856048,0.0024864006778528,0.0075688828756842
2016-12-31,0.552589214680797,0.1667602010861046,0.0044300255385819,0.0024929166080819,0.0076570375867853
2017-01-01,0.5529910613208612,0.1632818506584164,0.0044319408819299,0.0024957323535208,0.0077531274738641
2017-01-02,0.5554578662838996,0.160160430635478,0.0044336675645052,0.0024991583300818,0.007823719196017
2017-01-03,0.5605562949410012,0.1577297877105889,0.0044358316487197,0.0025016917693062,0.0078763938160492
2017-01-04,0.5513874551079225,0.1437003656518226,0.0044376575546523,0.0025036942604759,0.0078678202519168
2017-01-05,0.5266364445511668,0.1652496741779824,0.0044394219461439,0.0025055484346424,0.0077885793242446
2017-01-06,0.5332763549606842,0.1835965215462726,0.0044413577224009,0.0025059462574202,0.0076632923855074
2017-01-07,0.5341832098431608,0.1845559764700621,0.0044434577127568,0.0025050037014244,0.0074773058386913
2017-01-08,0.5322989013065509,0.1858049716800532,0.0044452949602212,0.0025173904497465,0.0072459205083899
2017-01-09,0.5198797406627579,0.1856806581852181,0.0044468995374341,0.0025443330071259,0.0069688327046984
2017-01-10,0.5130354673475697,0.1855399140799971,0.0044487567899607,0.0025789948144931,0.0066238804939952
2017-01-11,0.5081259866169656,0.2175895505216284,0.004450813634749,0.0026254953254672,0.0062122309280113
2017-01-12,0.5013871864997165,0.212104746538786,0.0044527430170565,0.002654977418681,0.0059621290920589
2017-01-13,0.4945219196630704,0.2070707047019618,0.0044546186346835,0.0026649574029093,0.0058914985900152
2017-01-14,0.4878908976580885,0.2024152111702914,0.004456606594571,0.0026728892019687,0.005891819593783
2017-01-15,0.4812782777440816,0.1987317700865503,0.0044586717689562,0.0026712411217359,0.0060262745877348
2017-01-16,0.4766698220195308,0.1940058732571213,0.0044607197264721,0.0026744806036809,0.0061549495822129
2017-01-17,0.4743264215995213,0.1900957093671185,0.0044627707348476,0.0026845869144891,0.0062698372024363
2017-01-18,0.4734426800317514,0.1937336394428297,0.0044648659740291,0.0026873967195768,0.0064964829863598
2017-01-19,0.4746320364802481,0.1905497804187697,0.0044669931159721,0.0026862960718306,0.0068068702376798
2017-01-20,0.4733982964832686,0.1910107851725303,0.0044691235234998,0.0026913936228628,0.0069939264613656
2017-01-21,0.4694144223367076,0.1899738728643843,0.0044712597108426,0.0027017759453025,0.0070552352739969
2017-01-22,0.4654170181394211,0.1889319007513809,0.0044732824680248,0.0027848795728573,0.0070717703904282
2017-01-23,0.4602672233563361,0.1873827777428747,0.0044751723519734,0.0029712177921789,0.0069910670533276
2017-01-24,0.4575200071343422,0.1916057786810449,0.004477092893618,0.003124816665459,0.0069677124498162
2017-01-25,0.4576449760040194,0.1881368402354989,0.004479016485604,0.0031247307354311,0.0070103171252481
2017-01-26,0.458005189024103,0.184588456695772,0.0044809630282737,0.0031691625054159,0.0069977271153826
2017-01-27,0.4595426721716869,0.183709749864436,0.0044829638391584,0.003172764981746,0.0069633674588443
2017-01-28,0.4590461817547457,0.1832574536724016,0.0044849129406212,0.0031849870954437,0.0069900091121951
2017-01-29,0.456003767335613,0.1841390861317348,0.0044868216024376,0.0032123214579611,0.0070716190890692
2017-01-30,0.4527079271011659,0.1833301471731082,0.0044887727003191,0.0032075619077873,0.0071922179507158
2017-01-31,0.4482444724516539,0.1770031270678649,0.0044907528812412,0.003179508492451,0.0073714943947108
2017-02-01,0.4455857257179361,0.1735213934655907,0.0044926915545704,0.0031824737450717,0.0075309377117891
2017-02-02,0.4451362762688431,0.1707555067665173,0.0044945976231978,0.0032141133108653,0.0076689322787312
2017-02-03,0.4446907635589708,0.1685029005232245,0.0044965025988318,0.0032737236516029,0.0078412510631949
2017-02-04,0.4450453206654428,0.1677000625324448,0.0044983943710984,0.0033755475441879,0.0080315783598213
2017-02-05,0.4463290995315271,0.1673715641908224,0.004500279670508,0.0034278950184502,0.0081513016089071
2017-02-06,0.4484089431907535,0.1677962910456767,0.0045021615388835,0.0034291460661999,0.0081975775330732
2017-02-07,0.451898151618343,0.1657013791555353,0.0045040291108037,0.0034378585961935,0.0082007503793855
2017-02-08,0.4568567886096552,0.1653793057536476,0.0045058843351411,0.0034340506618015,0.0081366947013716
2017-02-09,0.4624190912496857,0.1754386094415573,0.004507745159763,0.0034352038402308,0.0080715064714108
2017-02-10,0.4686962514440117,0.1761339670876339,0.0045096116331916,0.0034480859329163,0.00800661742301
2017-02-11,0.4762226359139653,0.1763423995193834,0.0045114563007683,0.0034496628019024,0.0078873569714089
2017-02-12,0.4848763768372206,0.1757996487207923,0.0045132814924688,0.0034454119362794,0.0077263600659941
2017-02-13,0.4899459648375298,0.1749316080419937,0.0045151334962392,0.0034479140337239,0.0076590346038014
2017-02-14,0.4910320625321412,0.1738270680988911,0.0045170107001648,0.0034554328574401,0.0076912423383081
2017-02-15,0.4902936941208669,0.1732128642641971,0.0045188902800532,0.0034663638571867,0.0077666906583716
2017-02-16,0.4863970423002872,0.1707184278254326,0.0045207820690943,0.0034833354538652,0.0079215234377827
2017-02-17,0.4852788886794731,0.1682037614087752,0.0045226331260383,0.0035074134916582,0.0080614336668163
2017-02-18,0.4873773400708927,0.1657330622560248,0.0045244371280482,0.0035396764334252,0.008181794538155
2017-02-19,0.4886253116864093,0.1627315645605126,0.0045262265253601,0.0035690277877207,0.0083610860064785
2017-02-20,0.4904593484857695,0.1595898428943044,0.0045279866418451,0.0035953605869784,0.0085799346110806
2017-02-21,0.4915365227818793,0.1571353654362242,0.0045297998356864,0.0036172103763217,0.0087603094813821
2017-02-22,0.4914162921088635,0.155517658220578,0.004531675032934,0.0036312998410805,0.0089049487315358
2017-02-23,0.4918750391407611,0.15221173997519,0.0045335603810359,0.0036368350618049,0.0090383898885969
2017-02-24,0.4925334275011376,0.1518205215849185,0.0045354780793102,0.0036314491136531,0.0091419230615379
2017-02-25,0.4942622332085113,0.1507339242826313,0.0045374447621842,0.003630872543217,0.0092821014763125
2017-02-26,0.4974131670650215,0.1505035756412905,0.0045394606566172,0.0036350009456213,0.0094621191945205
2017-02-27,0.5010187980282133,0.1500557514324694,0.0045414141817945,0.0036330593477978,0.0096334940593669
2017-02-28,0.5054071474313743,0.1493631332902168,0.0045432996730234,0.0036281863633778,0.0098108806015098
2017-03-01,0.5093200993681934,0.144832401132478,0.0045452165868218,0.0036365331880455,0.0099405601843549
2017-03-02,0.5125598220329901,0.1392557486460819,0.0045471406153866,0.0036585226237729,0.0100118976983774
2017-03-03,0.509002530518127,0.1360218644253148,0.0045490031902681,0.0036886516890984,0.0100604993377215
2017-03-04,0.5113746820871271,0.136062002411788,0.004550811050465,0.0037312736814462,0.0100695579318871
2017-03-05,0.5113473005426364,0.1355390305812859,0.0045526367214715,0.0037595927289318,0.0100578028733352
2017-03-06,0.5135931264955537,0.1356688782329614,0.0045544711441625,0.0037718080887276,0.0100270830272362
2017-03-07,0.5153890302101992,0.1399520159500324,0.0045562739340415,0.0037847139240921,0.0099524936586293
2017-03-08,0.5173669134195654,0.1484078557672167,0.0045580564380257,0.0037916895613797,0.0098370106276932
2017-03-09,0.5155168772820757,0.1433428261731128,0.0045598771904328,0.0037991959458074,0.0097452868062854
2017-03-10,0.5092370388424424,0.1508972635266667,0.0045617369337281,0.0038087540060468,0.0096787676479859
2017-03-11,0.5050770539583753,0.1471431179227088,0.0045636138830553,0.0038118168567793,0.0096074759936585
2017-03-12,0.5022711615631956,0.1421596254492045,0.0045655231741358,0.0038098814548497,0.0095474378819661
2017-03-13,0.4975302909726153,0.1385404457491591,0.0045674199070467,0.0038166827471973,0.0094534023536869
2017-03-14,0.4918901883174078,0.1367860751455696,0.0045693020109453,0.0038321588054179,0.0093215026786917
2017-03-15,0.4835666283249215,0.1367760578910218,0.0045712048090244,0.0038506808322026,0.0091872223514652
2017-03-16,0.4720080944174055,0.1467150280819147,0.0045731188473276,0.0038755588738166,0.0090400420684557
2017-03-17,0.4639116854989927,0.1578520444159445,0.0045750257993953,0.003892928421504,0.0088923552132015
2017-03-18,0.4591989449733117,0.1603062381954018,0.0045769282081678,0.0039016671577079,0.0087492215538962
2017-03-19,0.4540538655539576,0.1633057753372235,0.004578828433145,0.0039112274150079,0.0085971143717172
2017-03-20,0.4498936567552202,0.1650377049815589,0.004580722587747,0.0039182020447982,0.0084405224670579
2017-03-21,0.4453220770048164,0.1576948537824871,0.0045826306664958,0.0039241978352162,0.008280257048921
2017-03-22,0.4399287929035113,0.168318405087995,0.0045845532901834,0.003930038944187,0.0081153970475957
2017-03-23,0.435431787145433,0.1705550015656207,0.0045864774885603,0.0039322071493384,0.0079497274462948
2017-03-24,0.4314470848548819,0.1880280831145238,0.0045884077150253,0.0039311047124659,0.0077835467429062
2017-03-25,0.4292670657520427,0.1827931688471157,0.004590317502283,0.0039344813060791,0.0076915118059853
2017-03-26,0.4292691861212919,0.1762707536062136,0.0045922030532835,0.0039424142602862,0.007682497630764
2017-03-27,0.4305761347824236,0.1713118129126795,0.0045940801113173,0.0039514000371893,0.0077223091223956
2017-03-28,0.4336580384672622,0.1708609364376665,0.0045959409058308,0.003963316228149,0.0078334607912539
2017-03-29,0.4382486067372204,0.1706767240783287,0.0045977974783738,0.0039963196221563,0.0079744523876852
2017-03-30,0.4443596293845084,0.1715903645901834,0.0045996508816329,0.0040523699666841,0.0081446614726455
2017-03-31,0.4525989356834497,0.1652046791261581,0.0046014881287405,0.0040941021561695,0.0083860122916258
2017-04-01,0.4629826832232612,0.1616572004634252,0.0046033115063646,0.0041239714769373,0.008691850250769
2017-04-02,0.4702319710192028,0.1577914157920883,0.0046051650398383,0.0041506512034434,0.0089084287296889
2017-04-03,0.4739838307062907,0.1556307337522971,0.0046070509674664,0.004166034858656,0.0090278680152801
2017-04-04,0.4768115940473396,0.1562075382620339,0.0046089496921792,0.0041725909891179,0.0091202123047907
2017-04-05,0.4772918937310093,0.1557814873198271,0.0046108729380584,0.0041684981337609,0.0091447090540474
2017-04-06,0.4787266413056232,0.1495519192010607,0.0046127916264199,0.0041667699476747,0.0092040241506337
2017-04-07,0.4813496429655759,0.1513302645990085,0.0046147040521523,0.0041680272161737,0.0093047840481413
2017-04-08,0.4822882224785784,0.150048210454089,0.0046166348405229,0.0041629424229359,0.0093609009966072
2017-04-09,0.482241526954595,0.1495564942240046,0.0046185779296576,0.0041544791339978,0.009394240473253
2017-04-10,0.4817538890907789,0.1494568737395835,0.0046204836488548,0.0041566267178327,0.009440999957713
2017-04-11,0.4804843775909907,0.1494326193017553,0.0046223502628987,0.0041699253321372,0.0094935128481013
2017-04-12,0.47861844022298,0.1510612438555255,0.0046241972154026,0.0042029950465594,0.0095489413533633
2017-04-13,0.4761656953550324,0.1543898153663886,0.0046260112949025,0.0042610948432763,0.0096137885890645
2017-04-14,0.4720272868334991,0.1546943557078191,0.00462782763885,0.0042949735998434,0.0096446101469258
2017-04-15,0.4661319723225151,0.1541944339986841,0.0046296477077528,0.0043050060023654,0.0096394938377515
2017-04-16,0.4590601847487334,0.1532801181282833,0.0046314424211083,0.004321519275485,0.0096243290659698
2017-04-17,0.4505229916612415,0.1519334288733344,0.0046332188751923,0.0043342641194473,0.0095887928407201
2017-04-18,0.443378202119795,0.1506376046738665,0.0046350224864609,0.0043457558111366,0.0095915917294658
2017-04-19,0.4388924561191253,0.1496437381125528,0.0046368538801932,0.0043589389004908,0.0096400610568061
2017-04-20,0.4344234158487835,0.1485297665783575,0.0046386961093445,0.0043652801567035,0.0096982692719889
2017-04-21,0.431210505475587,0.1489446638328369,0.0046405608625856,0.0043658152741595,0.0097827076201418
2017-04-22,0.427267584607354,0.147858560719273,0.0046424138337607,0.0043664591414149,0.0098648426169471
2017-04-23,0.4224135690282798,0.1457931147662527,0.0046442534292475,0.0043661511466673,0.0099413929352769
2017-04-24,0.4184015134677045,0.1438353103565753,0.0046461067479257,0.0043626596337855,0.0100408232755329
2017-04-25,0.4148080177870474,0.141619812197788,0.0046479665769541,0.0043568581540919,0.0101569403411282
2017-04-26,0.4119271340955153,0.1389501953702106,0.0046498343091436,0.0043528024791458,0.010317332977081
2017-04-27,0.4100314652536053,0.135927030137483,0.0046517135084462,0.0043507329974514,0.0105291488117823
2017-04-28,0.4087131316814539,0.1349830528122408,0.0046535988071865,0.0043492384870861,0.0107758149232394
2017-04-29,0.4081486985296377,0.1310665102729218,0.0046554917447211,0.0043494895726346,0.011067162238468
2017-04-30,0.4075439146584274,0.1281179081370274,0.0046574012836122,0.0043489659841707,0.0113947302503987
2017-05-01,0.406815761049997,0.1243492486542296,0.0046593278813809,0.0043476908302551,0.0117589311933653
2017-05-02,0.4065304521797547,0.1210120738906403,0.0046612690163218,0.0043480235426075,0.0121739368712999
2017-05-03,0.4064840684315248,0.1173532026481924,0.0046632272767308,0.0043495664803703,0.0126395181792866
2017-05-04,0.4068704174587816,0.1123737419104736,0.0046651808460998,0.0043528532560386,0.0130134326874941
2017-05-05,0.4077482836772857,0.1098878150360443,0.0046671282681278,0.0043583754465461,0.0132849059956297
2017-05-06,0.4088585694216594,0.1061957654991897,0.0046690824223367,0.0043657658630456,0.0135222280010538
2017-05-07,0.4102531604299399,0.102777031402929,0.0046710377982531,0.0043753985852001,0.0136863398584652
2017-05-08,0.4130694848164273,0.0998765235362315,0.0046730516077903,0.0044246192434115,0.0138649816762008
2017-05-09,0.4173841780858147,0.0975000486051504,0.0046751301457991,0.0045174047585377,0.0140635838974911
2017-05-10,0.4203135898147055,0.0953911437486169,0.0046771273827946,0.0045909716843626,0.0142041789408114
2017-05-11,0.4219263124681588,0.093365914153165,0.0046790476858351,0.0046516272463118,0.0143046736953304
2017-05-12,0.4207613454408938,0.0989765440392503,0.0046810275309109,0.0046966167325461,0.0145202065735049
2017-05-13,0.4159014086818184,0.0984286313224097,0.0046830427502876,0.0047118112154135,0.0148553206295602
2017-05-14,0.4084502836343746,0.0988747356756751,0.0046850152073184,0.0047198429974736,0.0152479881697731
2017-05-15,0.3975914297119663,0.0985009337566445,0.0046869615901589,0.0047145002496397,0.0157387922143848
2017-05-16,0.384243542097786,0.0986535344857593,0.0046889138459053,0.0047115008845357,0.0162170891133347
2017-05-17,0.3683031590281539,0.0955040998859819,0.0046908617332809,0.0047146237166891,0.016677431595017
2017-05-18,0.3649876571445463,0.0923954242168063,0.0046927938603784,0.004709892059081,0.017209944989782
2017-05-19,0.3417066236070597,0.0877826178118324,0.0046947129500129,0.0047021492834761,0.0177916045021432
2017-05-20,0.3333576206885406,0.0846420572678652,0.0046966647957005,0.0047003711779622,0.018218716219673
2017-05-21,0.3292126168721354,0.0831613362312936,0.0046986519947351,0.0047044940428171,0.0184822326245192
2017-05-22,0.3281984575362563,0.0797562568330309,0.0047006527343941,0.0047649155359387,0.0186627450367427
2017-05-23,0.3323839515190562,0.0749002743961597,0.0047026792318966,0.0048895294504836,0.0187051454997117
2017-05-24,0.3345332320937352,0.0717745615628694,0.0047047011159251,0.0049684017875839,0.0187506644826008
2017-05-25,0.3342866476207358,0.0756971825542654,0.0047067162240691,0.004973947317226,0.0188046178156183
2017-05-26,0.3370510484597012,0.0792492125487512,0.0047087501040177,0.0050010263494592,0.0187477880808634
2017-05-27,0.3412416497325942,0.0801010179059415,0.0047107961878267,0.0050131709762109,0.0186080492723308
