,Global averaged stocks(USD),Currency US Dollar Index,Volatility_CBOE SKEW Index,Gold/BTC Ratio,BTC Volume,S2F Model,Onchain Hash Rate (GH/s),Onchain Mining Difficulty,BTC/USD
2017-11-06,0.2318779538998638,0.2426192428448506,0.2805952095684265,0.0222874567838101,0.0093639863279317,0.0050368628053818,0.0098162143688157,0.0127818645358257,0.0680783454773515
2017-11-07,0.2314450137209621,0.2416021597184081,0.2744369018021406,0.0218418012994513,0.0102630699668303,0.0050386852087638,0.0094922450239453,0.0128205164434561,0.0667346726183969
2017-11-08,0.2309527805295813,0.2394270397738101,0.2735891465547795,0.0220214409602262,0.0112629667146456,0.0050405685575226,0.0091683525619534,0.0127731573151043,0.0654296892575376
2017-11-09,0.2304117845803791,0.236014703676606,0.2783875581561861,0.0226865057737959,0.0123643491702361,0.0050425204244267,0.0088488579109773,0.0126417542936147,0.0642180135407388
2017-11-10,0.2295577983537723,0.2319792358022125,0.2842485276595501,0.0235738223064091,0.0136320430482726,0.0050441840793281,0.0084332924080438,0.0124711445680684,0.062145579962506
2017-11-11,0.2284495983764726,0.2270721968916397,0.2928387888877636,0.0241725631657458,0.0150585709679262,0.0050455455036331,0.0079462146330231,0.0122335407433846,0.059436099139951
2017-11-12,0.2277980512450607,0.222682110413199,0.3016696347256095,0.0245808946270289,0.0158730459370145,0.0050470169775892,0.0076883729436489,0.01205179790159,0.0586373173643292
2017-11-13,0.2276361560694451,0.2189789590395378,0.3101641489259679,0.0244372632407049,0.0160100846303747,0.005048533144101,0.0076767240318931,0.012029395967224,0.0598737399285099
2017-11-14,0.2276635356220707,0.2151019131605327,0.3208050271121169,0.023620045305562,0.0158307028962245,0.0050502298026734,0.0077853992128042,0.0119833740490687,0.0620858603546294
2017-11-15,0.2280703612825953,0.2114376925471435,0.3328967841014244,0.0219145767013586,0.0151180111058299,0.0050521987528647,0.0080966740161221,0.011987129276827,0.0659611649297008
2017-11-16,0.2283697592563599,0.208666789283438,0.3416521956397529,0.0209517397126357,0.0143382098673684,0.0050541664121889,0.0084092870542556,0.0119822257736859,0.0686157286876327
2017-11-17,0.2285372673379927,0.2068459603077879,0.346852289934969,0.0207261978724213,0.0135139288987692,0.0050561920940108,0.0087148908499667,0.0119579059315263,0.0698530872839225
2017-11-18,0.2289812652369758,0.2060089571474253,0.3501824466642777,0.0201837537104952,0.0122184511271392,0.0050582955613276,0.0091868570102798,0.0119751501565434,0.0716795286909847
2017-11-19,0.2296019016536635,0.206400451643125,0.3503153217299457,0.0196608254388353,0.0105416624938686,0.0050604400952305,0.0097855535687224,0.0120210710873453,0.0734115175052625
2017-11-20,0.230319328957989,0.2032718612283136,0.3494770879525664,0.0192616748728885,0.0097176139531835,0.0050625838682187,0.0101676603904727,0.0120339979464797,0.0748590668889276
2017-11-21,0.2311819012198873,0.1962860377374852,0.3476029335820784,0.018892708166531,0.0098058394834192,0.005064709909515,0.01032352317635,0.0120168572922244,0.0761669771933787
2017-11-22,0.2321658615199385,0.1879567798189554,0.3423850204870641,0.0187397473497029,0.0102763407394041,0.0050668097628902,0.0103912063219684,0.0119903323792759,0.0768896999061199
2017-11-23,0.2332693332146146,0.1770287092934347,0.3341127428324987,0.0188132849604119,0.0114590949959385,0.0050688594474027,0.0102812096317561,0.0119403152856821,0.0769791797384425
2017-11-24,0.2346522375738128,0.1707417983082484,0.3212616276983034,0.0185114399357808,0.0124856039043598,0.0050709632043271,0.0102411115843257,0.0119052184732095,0.0783317687948954
2017-11-25,0.2363255201024333,0.1698154879046879,0.303188936554623,0.0178261055076591,0.0133086178099675,0.0050731149316303,0.0102836663577376,0.0118868907251037,0.0809968334715061
2017-11-26,0.2382179937110135,0.1697244434233435,0.2825729220966472,0.0170591654878889,0.0146470052935378,0.0050752342067509,0.0102086933946492,0.0118599200543232,0.0839977278699415
2017-11-27,0.2403733828314965,0.1723879556496399,0.2589080244573212,0.0160685829807007,0.0163191732497684,0.005077337432579,0.0100682489768827,0.0118328799629494,0.0877922423567838
2017-11-28,0.2421873819662707,0.1732825778980972,0.238322471504965,0.0153766144871397,0.0177934833807413,0.0050795175562107,0.010085219240242,0.0118169217728501,0.0906361663034807
2017-11-29,0.2436032452932998,0.1718000124421845,0.2424919592510885,0.0150403848923071,0.0191112832297139,0.0050817706417804,0.0102566245163678,0.0118110340559305,0.0923391502026203
2017-11-30,0.244945328438734,0.1717418491861248,0.2461922565556614,0.0143704927506977,0.0204061218523776,0.0050840595154828,0.0105119162748649,0.0118155510265862,0.0956863134592701
2017-12-01,0.2460470151532798,0.1719708549369025,0.2608865149926013,0.0134686393510679,0.0215577245063515,0.0050864049542873,0.0109071000792068,0.0118334551883971,0.1003871666122305
2017-12-02,0.2468187145806647,0.1744960430674412,0.2716522240261133,0.0127574140891348,0.023001063071872,0.0050887343121866,0.011260678792859,0.0118485539289082,0.1043297765699474
2017-12-03,0.2472446260660536,0.1799148619817283,0.2774069492941292,0.0121474066493918,0.0247517071431564,0.0050910413443552,0.0115659699277459,0.0118609288386381,0.1079042088310897
2017-12-04,0.2472115957095875,0.1864117780029742,0.289130395634161,0.0115201159810593,0.0264956972960268,0.0050933777395032,0.0119611976116884,0.0119159559948057,0.1114096430716651
2017-12-05,0.2466661490855352,0.1946523484964788,0.3036734008771726,0.0109356650331171,0.0283261764462704,0.0050957258178299,0.0124084017989179,0.0120860822791115,0.1144930845056548
2017-12-06,0.2469537412420937,0.2000915161660318,0.3140110659798807,0.0095553644462027,0.0348281612212669,0.0050980559277966,0.0127574663234045,0.0124276559068654,0.1309200573510567
2017-12-07,0.2481498704964856,0.2021588388609708,0.3206568368082179,0.0072897964508769,0.0464392933368211,0.0051003691575434,0.0130097866556421,0.0132197384812321,0.1620080762911397
2017-12-08,0.2495458613390463,0.2035942451264223,0.3246429937618639,0.0073763415312034,0.047092870184348,0.0051026652991334,0.0132104059227941,0.0139713620776306,0.1552417656565792
2017-12-09,0.2514870850141023,0.2031090749480597,0.3242516262082101,0.0075626351702036,0.0366761849423364,0.0051049358142552,0.0133208672698381,0.0139926147780605,0.1431485561408269
2017-12-10,0.2531178428806298,0.2032190211159973,0.3260720224006298,0.0074761020286085,0.0354298381482857,0.005107215644771,0.0134647082576812,0.0140635616045175,0.1419870439668594
2017-12-11,0.2543515558138703,0.2041910169801239,0.3301160627389224,0.0066985288269807,0.0408825831914457,0.0051095035092974,0.0136454209723977,0.0140588477726372,0.1572998956055519
2017-12-12,0.2558965574682796,0.2036580727373451,0.3315861270562328,0.0066463351466101,0.0412714079140335,0.005111773515241,0.0137680025802312,0.0140049959764629,0.1601771054073839
2017-12-13,0.2575520409248941,0.2021757571412419,0.3317659876520426,0.0070185902465796,0.0396531639566077,0.0051140316832795,0.0138575783027672,0.0140204981518265,0.156864718150854
2017-12-14,0.2588776258771463,0.2013363379688858,0.3330468556220428,0.0070153730929437,0.0397808470640404,0.0051163436824833,0.0139451160371512,0.0140126046853016,0.1599530533713469
2017-12-15,0.2599083282307822,0.2009683499227691,0.3350607240394765,0.0067611172244497,0.0403682099680982,0.0051187123781459,0.0140216230713148,0.0140410281077213,0.16643927668247
2017-12-16,0.2607043082377592,0.2006785382665586,0.337482237539465,0.0065289402504861,0.041018666854558,0.0051211100660266,0.0140885850957553,0.0141240006136991,0.1764160430935607
2017-12-17,0.2611588615105742,0.2008011946057675,0.3407983716771272,0.0061795140953071,0.0421520217118388,0.0051235542412454,0.0141508757434624,0.0146486809770645,0.1778032242620198
2017-12-18,0.2616801191752102,0.199832465164461,0.3421758647651763,0.0062500606801928,0.0433642981333261,0.0051258284015131,0.0141637155308702,0.0151866299824514,0.176770165668629
2017-12-19,0.2622677335939287,0.1976899256030669,0.3414925560497793,0.0067988114070271,0.0446828390925987,0.0051279125942126,0.0141252782531562,0.015922422365921,0.1669500725333983
2017-12-20,0.2626242757281605,0.1953703637793093,0.3405134885505226,0.007455612194348,0.0459176199648421,0.0051299246053567,0.01406057872434,0.0165206578154918,0.1569069667493825
2017-12-21,0.2628286009552326,0.192522563622847,0.3385776724151817,0.0083599819492842,0.046970576362135,0.0051318052041109,0.0139588032110883,0.0165274883626714,0.1450674296475679
2017-12-22,0.263037221997176,0.1895674862995515,0.339136860553772,0.0089435451322442,0.0479035208730051,0.0051337516651438,0.0138955316660993,0.0165991357503047,0.1317208110255745
2017-12-23,0.2632277078993612,0.1866241940122997,0.3426592534364915,0.0088982652540048,0.0427463748867786,0.0051357826618179,0.0138793147567362,0.0166125243033642,0.1354438799513583
2017-12-24,0.2633749856886935,0.1832200435797383,0.347002866121948,0.0088514444705547,0.0413814178005614,0.0051377512654034,0.0138656680454517,0.016590419489343,0.1334977313240306
2017-12-25,0.2635112474767495,0.179476312982655,0.3531528748631597,0.0085388232827512,0.0414337566278689,0.0051397056597091,0.0138756099491269,0.0166283181253842,0.1341456131744031
2017-12-26,0.2634550569727346,0.1733541653491957,0.3595052526849196,0.0084693296539249,0.0401350853553128,0.0051416827358439,0.0138703853149692,0.0166210825436566,0.1466156025320908
2017-12-27,0.2631980281942028,0.1645856981834136,0.3658769793915579,0.0087065686279317,0.0383456602159999,0.0051436733827543,0.0138458974871048,0.0166130853322694,0.143636063574592
2017-12-28,0.2628539563929019,0.1542180284139563,0.3739277651737236,0.0088477303610191,0.037649402094064,0.0051456981538572,0.0138395766440041,0.0166078549770253,0.1362836504301326
2017-12-29,0.2623803171239937,0.1416393487448207,0.3833190749975275,0.009018347245028,0.037813571899543,0.0051477665415138,0.0138430259759223,0.0166059388137565,0.1345199165679684
2017-12-30,0.2625920788069722,0.1338329488743223,0.3849814811690413,0.0091017336238095,0.0380087210043467,0.0051498515897261,0.0138901500787919,0.0166657895030169,0.1261383676942008
2017-12-31,0.2635804348631616,0.1314503346031468,0.3782458968523043,0.0090473169710863,0.0385009688491743,0.0051519612886427,0.0139899693566504,0.0168168335749115,0.1327895386518261
2018-01-01,0.2649303942142593,0.1306269183265345,0.3671642372421633,0.0090076929321926,0.0397957811852244,0.0051541202433801,0.0141215530080029,0.0169647122334677,0.1333150940027134
2018-01-02,0.2668780862174249,0.1332688012606557,0.3492102872757551,0.0089427419272921,0.0418534013987409,0.0051563284127703,0.01429702319586,0.0170468891826989,0.1369519972319507
2018-01-03,0.2689840770546116,0.1350832352345629,0.3299954899248346,0.0088393481748789,0.0458297369601027,0.0051585257808847,0.014506629334609,0.0171185255639189,0.1405442886825104
2018-01-04,0.2712254997118477,0.1356605163044484,0.3097633937370416,0.0087137927933815,0.0519752363055808,0.0051607134217909,0.0147508203729637,0.0171244964486038,0.1440912976863187
2018-01-05,0.2740357410285701,0.1387594435651687,0.2834548404965805,0.0085276214852756,0.053191825247783,0.0051629242877521,0.0150467215172656,0.0171306110438219,0.1549222762728385
2018-01-06,0.2773338656706194,0.1434158024129965,0.2521471120784826,0.008299238910875,0.0492144028514567,0.0051651455326781,0.0153941718264279,0.0171248126361454,0.1592656526344145
2018-01-07,0.279978495374711,0.1449451877016994,0.2323125227478047,0.0083216087255775,0.0491822385773002,0.005167369884964,0.0156831406303963,0.0171173177617901,0.1565748867324012
2018-01-08,0.2819266014509546,0.1433518849652933,0.2248519199086286,0.008625336347271,0.0519036948699073,0.0051695985698593,0.0159070388228455,0.017118240907463,0.1442669105619138
2018-01-09,0.2836759639252674,0.1401772409290144,0.2226295613444874,0.0089157270994498,0.0518550250271287,0.005171825167086,0.0161195997178255,0.0171217757581506,0.1388204728245922
2018-01-10,0.284929130991221,0.1342229203727537,0.2300986549682615,0.0092629947974262,0.0503415535741855,0.0051740470822771,0.0162916992685803,0.0171354068203375,0.13967161994706
2018-01-11,0.2865469296853085,0.1226617018114593,0.2352803079350216,0.01001154718161,0.0487545162461497,0.0051763279115335,0.0164940000272302,0.0171999953148166,0.1295511355406739
2018-01-12,0.28858608481065,0.1049520328322037,0.2375195096573437,0.0104095176754493,0.0463760577157033,0.0051786709752055,0.0167319467370841,0.0180386911454367,0.1303577326523294
2018-01-13,0.2902173443501185,0.0945587806082301,0.2485294353748347,0.0111370831876458,0.0430459441970447,0.0051809248078031,0.0169456192226902,0.0188827901509275,0.1289079443063813
2018-01-14,0.2916156860329968,0.0917102139178609,0.2659841137116672,0.0119353583370784,0.0387888802559165,0.005183093446802,0.0171504529017676,0.0193554934461183,0.1297268070820485
2018-01-15,0.2933303027662218,0.0843920414182915,0.2761534159594218,0.0125819042222659,0.0395732656401295,0.005185311256793,0.0173980047268688,0.0197808635926155,0.1250349648072909
2018-01-16,0.2952873282764941,0.0752529574227464,0.2795556742586501,0.0130625378356098,0.0459495217149618,0.0051875520018339,0.0176858136012881,0.0197948184659148,0.1102085205069796
2018-01-17,0.2973237384664416,0.0719580208307707,0.3153492341630898,0.0133083850393193,0.044093345626755,0.0051897861363871,0.0179999847119152,0.0198448821201328,0.1049003707113507
2018-01-18,0.2995428515574943,0.0734445082613467,0.2963550573446576,0.0132299122433417,0.0345723825453926,0.0051920335626905,0.0183528680949097,0.0198431138903595,0.1065204674746785
2018-01-19,0.3016061009675153,0.071169018403561,0.2948401761875734,0.0133205567656725,0.0316859879509698,0.0051943358915808,0.0186997849385789,0.0198180999590863,0.1086515470276265
2018-01-20,0.3034883988262395,0.0659197539641395,0.2795390420724101,0.013560057052573,0.0333741101862818,0.0051966992556904,0.0190391660421533,0.0198315153330371,0.1144604459874809
2018-01-21,0.3054290969481901,0.0620493931734448,0.2511301698639714,0.0136033787932098,0.031762291182805,0.0051991178465982,0.0194035643434776,0.0198213967650589,0.1096872827182868
2018-01-22,0.3073482287410278,0.0580081807508891,0.208129299692867,0.0135378580503127,0.0289055334790568,0.0052016071612189,0.0197834607748252,0.0198205214516097,0.104609206150436
2018-01-23,0.3088628017273195,0.0518606092410081,0.1791156689409001,0.0136088615583909,0.0274296138673671,0.0052039829112533,0.0200361601075584,0.0198760589514058,0.1025969585343579
2018-01-24,0.3099538268304516,0.043781785887985,0.1649367235241723,0.0137936605237114,0.026471441132963,0.0052062336175066,0.0201506120515218,0.0208469736285752,0.1060013129446805
2018-01-25,0.3107380599687768,0.037654199499315,0.1494414573419412,0.014025270858158,0.0256561729699304,0.0052084634156583,0.0201869368055753,0.0218463039078221,0.106164807620924
2018-01-26,0.3111054908727977,0.0333626954198421,0.1394056784024161,0.0143567354152354,0.0252846558438374,0.005210625454188,0.0201045228002619,0.022590084379102,0.1049560772252975
2018-01-27,0.3108904779801169,0.0282370065077384,0.1332367858028134,0.0146186568255203,0.0251508561972143,0.0052127804310096,0.0199935941790503,0.0231577166348634,0.104619540426129
2018-01-28,0.3100451330990681,0.023034608859245,0.1301401402859166,0.0148040005203406,0.0252602155501312,0.0052149365794144,0.0198566452859371,0.0231830504637014,0.1041296419840069
2018-01-29,0.3085173872823812,0.0194501283703201,0.136487698035934,0.0150526893592557,0.0258381335497692,0.0052170245877915,0.01961157858042,0.0232383243873894,0.100967528338394
2018-01-30,0.306223006840926,0.0173350732495601,0.152346713307693,0.0153299978948142,0.0268669124400639,0.0052190569023925,0.0192748272258758,0.0231845310768145,0.0950050674185734
2018-01-31,0.3024767870476008,0.0162357913604765,0.1664028028458435,0.0160158810916113,0.027266269001967,0.005221147752532,0.0192403006401913,0.0231582678312211,0.092346631568374
2018-02-01,0.2971433370508004,0.0165314833715692,0.1792819981365403,0.0173141178990126,0.0269784424445493,0.0052232969150174,0.0195349839308324,0.0232381190383779,0.087048803103088
2018-02-02,0.2895280240999429,0.0191769280992718,0.1974171496148861,0.0187438419892684,0.0265208443178872,0.0052254569963114,0.0199824387304446,0.0232307494554638,0.0837365419475077
2018-02-03,0.2800772160096461,0.0243524861221418,0.2181159002935438,0.0204768483820222,0.0256097017933963,0.0052276556315787,0.0206912347336345,0.0231930314188252,0.0812039945771359
2018-02-04,0.2705518388552174,0.0307362525680671,0.2428402843049396,0.0219542854041795,0.0249566376789583,0.0052299202169729,0.0211354573155147,0.0231981445147419,0.0766712522769079
2018-02-05,0.2611864896342317,0.0385805109096531,0.2720399776346566,0.0230909876183549,0.0246156541234074,0.005232256018354,0.0212746029940479,0.0232353962304138,0.070189429256562
2018-02-06,0.2642145749522144,0.0489136684916971,0.3062991850946381,0.0208982035257875,0.0239924499667518,0.0052344997841143,0.0214585395765885,0.0233409519896778,0.0732352435671627
2018-02-07,0.264024332574124,0.0616226574508328,0.3462211009113934,0.0207871207686688,0.0232433762789619,0.0052366466761085,0.0215575303472771,0.024507991899899,0.0733273175897907
2018-02-08,0.2443521052080667,0.0685138276689221,0.3414023527483446,0.0194745136143506,0.022795929874512,0.0052387053919626,0.021748744418579,0.0256288772729684,0.0756809740847305
2018-02-09,0.2540713643995553,0.0689796236876614,0.3123232399041267,0.0188656474231625,0.0226189285125829,0.0052406284793002,0.0220727820723187,0.0256119684586444,0.0769387654926626
2018-02-10,0.2508895873054888,0.0669123896624257,0.3416660811106631,0.0183837011892276,0.0226174709597504,0.0052426323164062,0.0223404701865444,0.0256662089425362,0.0770564720840081
2018-02-11,0.2530437666040533,0.0600608123356226,0.4297317944525922,0.0183831348654303,0.022891210301997,0.0052447143309408,0.0225992623176906,0.0256674354572763,0.0750046605505527
2018-02-12,0.2561900565468339,0.0528706252239922,0.4591757547019632,0.0182178783913776,0.0230465842970055,0.0052468315587409,0.0228114285452235,0.0256294701007792,0.0790597417002249
2018-02-13,0.2606576713295787,0.0455802074368459,0.4422450817076054,0.0179492993077388,0.0230718419137813,0.0052490366725904,0.0229489096175119,0.0256924682973246,0.0830123422340217
2018-02-14,0.2673799399739336,0.0339777747207012,0.2993464873623048,0.0171635378601701,0.0232454018673236,0.0052512161076418,0.0230644704276233,0.025684963434439,0.0885337798218205
2018-02-15,0.2762601251172027,0.0189102716622147,0.3224680547365099,0.0156879252102499,0.0234833173911362,0.005253376035631,0.0231391297702363,0.0256674102895634,0.0945308031279151
2018-02-16,0.2807852410256489,0.0144694660676743,0.2774160438621968,0.0149239867804729,0.0235508931296822,0.0052555294597144,0.0231661548954782,0.0256666093381814,0.0989880244839659
2018-02-17,0.2805068863120379,0.0214174533142632,0.2848336893577065,0.0148041427446926,0.0234537153843135,0.0052576517795464,0.0231475494313074,0.0256781089542426,0.101258046083285
2018-02-18,0.2785515052798909,0.0278151588893513,0.2938126469572609,0.0144298121220157,0.0232426650547077,0.0052597378518035,0.0230669842083968,0.0257483126440073,0.1012356287662783
2018-02-19,0.2731522935386568,0.0368633424215848,0.3156046574836987,0.0140554747078331,0.0228564165757891,0.0052617770510347,0.0229211579173886,0.0261077431475344,0.1016570835925986
2018-02-20,0.2718085059216926,0.0438892318281676,0.332480100194244,0.0141451108024183,0.0225025202356076,0.0052638663046938,0.0227096700373591,0.0264481613098862,0.1003723216447048
2018-02-21,0.2751414622785285,0.0469206856128339,0.340289101740791,0.0146362445999838,0.0221819045438759,0.0052660069540909,0.0224261044870315,0.0266459446112128,0.0986613147817789
2018-02-22,0.2779867704359366,0.0502572037838977,0.3580872710808709,0.0149161104659669,0.021735828254254,0.0052681362617223,0.0220649662704423,0.0268188179363046,0.0962623394853475
2018-02-23,0.2821912444724341,0.0520519854591004,0.3810094690132018,0.0150279653204182,0.0212039271938034,0.0052702752571166,0.0216217661757941,0.0268324632961487,0.0934007307384226
2018-02-24,0.2853275260698327,0.0546593694918332,0.3775881247284901,0.0151528719990546,0.020843038831156,0.0052724152941749,0.0214071925868574,0.02686841002296,0.0919946812334131
2018-02-25,0.2867778154584013,0.0583847033657913,0.3469681752961085,0.0151592394927329,0.020657683865517,0.0052745499258346,0.0214488269946023,0.0268961001217503,0.0923555531281617
2018-02-26,0.2868407919942023,0.0602571008162873,0.3331460775389021,0.0149140495764208,0.0205508922478735,0.0052766986120031,0.0215943644374257,0.0268960042172333,0.0940395600371838
2018-02-27,0.2845983557248573,0.0607209071813629,0.3311049222980751,0.0143813803722717,0.0205891876427536,0.0052788582188392,0.0219308733094198,0.0268934669661705,0.0977274725771152
2018-02-28,0.2799170488688826,0.0608222047537676,0.3455877696446971,0.0140304809319116,0.0205761032934701,0.005281031956227,0.0222718676791524,0.0268868422504874,0.0995676606107452
2018-03-01,0.2723149427717476,0.0601021060853707,0.3263361884607344,0.0138457681966831,0.0205023422475339,0.0052832235337516,0.0226063215996322,0.0268835272678008,0.1014436291362666
2018-03-02,0.2692188457150314,0.0582182239860234,0.2623265638607086,0.0135236932231442,0.0205228094264361,0.0052854294056069,0.0231044387835296,0.0268799512543504,0.1037869747462714
2018-03-03,0.271038651290249,0.0551877096920671,0.2768103416860937,0.0131542061648949,0.0205960519787701,0.0052876520794878,0.0237291020351004,0.0268806692648365,0.1066663737595342
2018-03-04,0.2712772751907983,0.0535506773619539,0.2561898799334356,0.0131909139728601,0.0205476956498234,0.0052898422532258,0.0241616043213344,0.0269436712754429,0.1068345339539244
2018-03-05,0.271562538240781,0.0534611375498502,0.253660156332337,0.0136458748545564,0.0203792095510951,0.0052919954575044,0.0243952465127773,0.0281554567610915,0.1042041809579604
2018-03-06,0.2732925154913992,0.0536175715778454,0.2572459982672314,0.0143767063154515,0.0201448462765951,0.0052941377906872,0.0245585107073363,0.0293527930573082,0.0998540757961142
2018-03-07,0.2757344060968406,0.0546877385193529,0.2698323277367057,0.0155071111704273,0.0198001681406774,0.0052962556646072,0.0245696212697338,0.0293740291322416,0.0929370105946823
2018-03-08,0.2782448653435159,0.0549186635677138,0.2858265212225021,0.0162729904973055,0.0194865040729537,0.005298379349489,0.0246601949191293,0.0294463815762948,0.0885714695739762
2018-03-09,0.2808071014490064,0.0541524575214658,0.3053834066011843,0.0166268291195795,0.0192083551978153,0.0053005113324589,0.0248431942849492,0.0294536221801587,0.0870999471544712
2018-03-10,0.2833867906306394,0.0538158431416015,0.3399924327518655,0.0170926865853359,0.0188568907895637,0.0053026248019142,0.0249339132532533,0.0294075105380205,0.0852992748300487
2018-03-11,0.2857565044112512,0.0535042205303943,0.3894871882248621,0.0174885863440911,0.0184611077810974,0.0053047262894547,0.0249819940989477,0.0294369722929852,0.084430991219908
2018-03-12,0.2858601200878557,0.0527906579262967,0.425912552844544,0.0177716423593744,0.0181446305949052,0.0053068264596627,0.0250275046150772,0.0294224269931658,0.0829195877566977
2018-03-13,0.2833458796094822,0.0517937226699029,0.4495287722129172,0.0179785894657482,0.0179063763938973,0.0053089227228871,0.0250516243953528,0.0294230514166366,0.0804332892222388
2018-03-14,0.2814738727525743,0.0518580764849461,0.4748544558279903,0.01897380706175,0.0177071844370307,0.0053110142417467,0.0250687137740517,0.0294303521362206,0.0787582771416093
2018-03-15,0.279791357939845,0.0530512837538564,0.4956768044519612,0.0188053791596959,0.0175784458918421,0.0053131027474655,0.0250830489824073,0.0294495654999942,0.0775049132920902
2018-03-16,0.2774430528374967,0.0535887939637401,0.5039241877333825,0.0189919377510903,0.0174188604874693,0.0053151751941234,0.0250234555802557,0.029516888511527,0.0770390956185896
2018-03-17,0.274981750349633,0.053708403185297,0.4993102760518273,0.0188209075666543,0.0172248610360008,0.0053172308720517,0.0248882120666627,0.0298479007835361,0.0776624457790419
2018-03-18,0.2726231243315792,0.0545321949786083,0.4806113907356512,0.0184760814080867,0.0170738850913052,0.0053192772512911,0.0247139603905639,0.0302078088999514,0.078948489325688
2018-03-19,0.2704437162161399,0.0558134114053103,0.4449864914216526,0.0179065176644798,0.0169448743515022,0.0053213111131808,0.0244837058526587,0.0306705664702806,0.0811101505126065
2018-03-20,0.2665172352016256,0.0541740234677131,0.4122898294359065,0.0177177431137779,0.0168078590162116,0.0053233409422047,0.0243934000445533,0.0309611790203831,0.082086063999719
2018-03-21,0.2607750352390036,0.049451538698015,0.3825879922001858,0.017961850468047,0.0166693193802157,0.0053253678404353,0.0244637274217782,0.0309939214546083,0.0816796362466077
2018-03-22,0.2528809361822076,0.0431454928817272,0.3501977283732467,0.0183037504352644,0.0165294598501533,0.0053273850886969,0.0245885465524849,0.031026985166687,0.081093598911814
2018-03-23,0.2447388641475796,0.034357877302968,0.3200151333222873,0.0189063114762294,0.0163826151226534,0.0053293948577596,0.0248229579671364,0.0309642555097229,0.0797707234015332
2018-03-24,0.2447547492755623,0.0311313923415695,0.2919265352684782,0.019387638742147,0.0162672423773523,0.0053313947376235,0.0250614738209857,0.030948480011527,0.0783789484340469
2018-03-25,0.2522599882087731,0.0341952192850689,0.2671202114045405,0.0197096373123831,0.0161844244379363,0.00533338388267,0.0252958155682375,0.0310080746466945,0.0769978261724848
2018-03-26,0.2522658373531424,0.0389465090723311,0.2504460162744593,0.0203957692343725,0.0161109667511115,0.0053353651568608,0.0256270732034751,0.0310090883711665,0.0748119742716161
2018-03-27,0.2452955798086716,0.0475439222942666,0.2432741754455873,0.0213784689911878,0.0160556351258803,0.0053373377959869,0.0260338509955171,0.0309895929793915,0.0719447169382996
2018-03-28,0.2442668515030739,0.0521058767204882,0.2125732350109088,0.0213585134419899,0.0158905405716351,0.0053393485483343,0.0263553073703441,0.030994659768196,0.0697780524956541
2018-03-29,0.2465691021408428,0.0517936242492608,0.1571408900868836,0.022363604262017,0.0156010569913332,0.0053414025550369,0.0265906827050221,0.0310143439251225,0.0682993206313431
2018-03-30,0.2455698699106178,0.052209263905019,0.1366514006710804,0.0227341945722085,0.0152538998885058,0.0053434773386661,0.0268034068389772,0.0310612428639192,0.066903563510199
2018-03-31,0.2427480920369432,0.051337721496495,0.1473513436173698,0.0230880838756592,0.0148120948994899,0.0053455866064919,0.0269534373258888,0.0311453858172499,0.065914940164002
2018-04-01,0.2418159173500527,0.0525697805751574,0.1399320322980552,0.0233950086309995,0.014343638797852,0.0053477039492606,0.0271612675247575,0.0312277329071153,0.0654409360541919
2018-04-02,0.2420168768544797,0.0566393215158304,0.1238747228979479,0.0236315860451198,0.0138524994980853,0.0053498283926184,0.0274342345296971,0.031313064781144,0.0655070779240662
2018-04-03,0.2437927688880555,0.0602938429045192,0.1261006897940345,0.0231426259832465,0.0132713732970068,0.0053519857132625,0.0276791294122443,0.0313735963955485,0.0644712075650411
2018-04-04,0.2478677921916398,0.0644763356234976,0.1407730990986446,0.0246273912252792,0.0126129838368239,0.0053541712252428,0.0279225274254812,0.031398695823786,0.0622239402615753
2018-04-05,0.2491336901679541,0.0657937616254389,0.1461995909900825,0.024948597490871,0.0122938777497018,0.0053563423908675,0.0281709358646915,0.0314289143846184,0.0615358399918614
2018-04-06,0.24756692760251,0.0635553554085216,0.1448122943394854,0.0251377873197221,0.0123454755017891,0.0053584993507289,0.0284143517360285,0.0314547820109657,0.062169861536164
2018-04-07,0.248127523482177,0.0601026426982097,0.145646945910109,0.0252643551723805,0.0125788811354023,0.0053606600814179,0.0286683172394793,0.0314618116798019,0.0624805326552394
2018-04-08,0.249911841565793,0.0543735055116677,0.1446624216826002,0.0251671861142874,0.0131100961281829,0.0053628143560844,0.0289317764121658,0.0314540062514842,0.062936051533758
2018-04-09,0.2516738604527763,0.0496784239138575,0.1518462043245473,0.0249488651421748,0.0136801138101525,0.0053649948806234,0.0291779163603332,0.0314486655390249,0.0639433154765397
2018-04-10,0.2541613222579477,0.0463779636036801,0.1685700636876711,0.0245949948635607,0.0142768492624029,0.0053672042419249,0.0294072780502166,0.0314453505563383,0.0653383894138745
2018-04-11,0.2562725406158361,0.0419135186771244,0.1874882375795184,0.0237772139814123,0.0151329700956774,0.0053694180434129,0.0296315029126777,0.0314417745428879,0.0671895766489279
2018-04-12,0.2579292095753025,0.0371078820856355,0.2112449296191176,0.0220664356073847,0.0161981564325999,0.0053716439605683,0.0298445218444267,0.031442492553374,0.0695461778222832
2018-04-13,0.2598179042780409,0.0346157511262601,0.2318108929222334,0.0212094533715319,0.0170656391257442,0.0053738480381222,0.0300207931274783,0.0315054945639804,0.0713918254028873
