,BTC/USD
2015-03-11,0.001049550940455633
2015-03-12,0.001052073402656486
2015-03-13,0.001045622254192857
2015-03-14,0.0010333995144331575
2015-03-15,0.0010141546486051732
2015-03-16,0.0009853685559630789
2015-03-17,0.0009468760226991606
2015-03-18,0.0008985060985183127
2015-03-19,0.000839382234790186
2015-03-20,0.0007949047367553551
2015-03-21,0.0007671325793261054
2015-03-22,0.0007431393618801522
2015-03-23,0.0007298592966561086
2015-03-24,0.0007121498748861844
2015-03-25,0.0006888730798125089
2015-03-26,0.0006735823461483586
2015-03-27,0.0006630916361417921
2015-03-28,0.0006545259954145915
2015-03-29,0.0006495249788383893
2015-03-30,0.0006474901046923146
2015-03-31,0.0006483412029415981
2015-04-01,0.0006573671092708893
2015-04-02,0.0006749738924344662
2015-04-03,0.0006988204791630612
2015-04-04,0.0007303785694967944
2015-04-05,0.0007412857778609853
2015-04-06,0.0007288235377958507
2015-04-07,0.0007076735978389805
2015-04-08,0.0006699020556042792
2015-04-09,0.0006316921997858817
2015-04-10,0.0005941814670048981
2015-04-11,0.000542313378687485
2015-04-12,0.00047936512914438864
2015-04-13,0.0004392416717776996
2015-04-14,0.00042312742084466774
2015-04-15,0.0004170101820647308
2015-04-16,0.0004297922432719242
2015-04-17,0.0004378180661711158
2015-04-18,0.0004398507830010708
2015-04-19,0.0004553508389018869
2015-04-20,0.00047938445806442197
2015-04-21,0.0004924495076002506
2015-04-22,0.0004951310495658705
2015-04-23,0.0004934203946245626
2015-04-24,0.0004825660234250574
2015-04-25,0.0004790372202819748
2015-04-26,0.000483528131080914
2015-04-27,0.000483874120559526
2015-04-28,0.00048362390046827164
2015-04-29,0.0004874680628497342
2015-04-30,0.0004945302511788318
2015-05-01,0.0005050858620842138
2015-05-02,0.0005201434840359491
2015-05-03,0.000533875903020456
2015-05-04,0.0005462955476135301
2015-05-05,0.000561150905255547
2015-05-06,0.000577245391426492
2015-05-07,0.0005873796767146594
2015-05-08,0.0005911831768268016
2015-05-09,0.0005911852166130432
2015-05-10,0.0005853586368738985
2015-05-11,0.0005788861810439404
2015-05-12,0.0005718381850802616
2015-05-13,0.0005597668613922375
2015-05-14,0.000543616237754031
2015-05-15,0.0005350814357028074
2015-05-16,0.0005346592454952546
2015-05-17,0.0005373483349894948
2015-05-18,0.000546243905974482
2015-05-19,0.0005532142955941695
2015-05-20,0.0005578065965716978
2015-05-21,0.0005667411489854049
2015-05-22,0.0005783109130944669
2015-05-23,0.00058240155501353
2015-05-24,0.0005788642141290312
2015-05-25,0.0005713390051498737
2015-05-26,0.0005571977343970369
2015-05-27,0.000544043098074726
2015-05-28,0.0005321737690825324
2015-05-29,0.0005155229972605953
2015-05-30,0.0004956501151118947
2015-05-31,0.0004808440137450302
2015-06-01,0.00047115780698539695
2015-06-02,0.00046369913328777397
2015-06-03,0.00046059928509442584
2015-06-04,0.00045541456992892666
2015-06-05,0.0004478877301589484
2015-06-06,0.0004430643549085972
2015-06-07,0.00043960613846236564
2015-06-08,0.00044173149913615667
2015-06-09,0.0004505160069254444
2015-06-10,0.0004631224548352388
2015-06-11,0.00048099493530385297
2015-06-12,0.0005031092041357514
2015-06-13,0.0005294364196592602
2015-06-14,0.0005619044115349625
2015-06-15,0.0006004740515242607
2015-06-16,0.0006268206374224919
2015-06-17,0.0006395755476698567
2015-06-18,0.0006475244461661025
2015-06-19,0.000645644891085289
2015-06-20,0.0006452274576451946
2015-06-21,0.0006469733278402902
2015-06-22,0.0006408567794372053
2015-06-23,0.0006291843889650506
2015-06-24,0.0006268750637699962
2015-06-25,0.0006339976246954757
2015-06-26,0.0006449321564069258
2015-06-27,0.0006634338122429741
2015-06-28,0.0006781566552460907
2015-06-29,0.0006884999754016634
2015-06-30,0.0007032720835003839
2015-07-01,0.000720024558131847
2015-07-02,0.0007408888192072083
2015-07-03,0.0007671330137708
2015-07-04,0.0007960938330244066
2015-07-05,0.0008287061422001575
2015-07-06,0.0008660230797581165
2015-07-07,0.0009079968809919254
2015-07-08,0.0009550642155700234
2015-07-09,0.0010075814459445881
2015-07-10,0.0010408797792535829
2015-07-11,0.0010527436567227945
2015-07-12,0.0010551619952436928
2015-07-13,0.0010411962138798315
2015-07-14,0.0010252946834218557
2015-07-15,0.0010082510925803591
2015-07-16,0.000976670582477837
2015-07-17,0.0009333640615810176
2015-07-18,0.0009116269792008708
2015-07-19,0.0009127657373408323
2015-07-20,0.0009226904567858658
2015-07-21,0.0009501724441846604
2015-07-22,0.0009721830136030773
2015-07-23,0.0009874589197693836
2015-07-24,0.0010150301671554903
2015-07-25,0.0010500735846174305
2015-07-26,0.0010688330682178187
2015-07-27,0.0010713968406213927
2015-07-28,0.0010658052656475658
2015-07-29,0.0010460452195288582
2015-07-30,0.0010308683381272492
2015-07-31,0.0010210365457442305
2015-08-01,0.001002074881474362
2015-08-02,0.0009779156111251173
2015-08-03,0.0009600675501970137
2015-08-04,0.0009479294330884059
2015-08-05,0.0009387154031761414
2015-08-06,0.0009352076035029753
2015-08-07,0.0009268974494537688
2015-08-08,0.0009134802777576198
2015-08-09,0.0009025363488156798
2015-08-10,0.0008918499972976912
2015-08-11,0.0008719366142714673
2015-08-12,0.0008426703010521764
2015-08-13,0.0008069653706145488
2015-08-14,0.0007622854066597406
2015-08-15,0.0007160958110780924
2015-08-16,0.0006685307665088526
2015-08-17,0.0006135947196663011
2015-08-18,0.000552726195622398
2015-08-19,0.0005074550539027475
2015-08-20,0.00047914084134199116
2015-08-21,0.0004585438702363452
2015-08-22,0.00045159884709628173
2015-08-23,0.000444152901812111
2015-08-24,0.0004356026487446067
2015-08-25,0.0004382863167350773
2015-08-26,0.0004494295521271432
2015-08-27,0.0004558614422921976
2015-08-28,0.00045808000256349117
2015-08-29,0.00046069775822945365
2015-08-30,0.00046064835543543344
2015-08-31,0.0004691246159364156
2015-09-01,0.00048684759886158234
2015-09-02,0.0005058303659013832
2015-09-03,0.0005286632226040426
2015-09-04,0.000544351476240919
2015-09-05,0.0005510317155665296
2015-09-06,0.0005558095349734753
2015-09-07,0.000555386113363734
2015-09-08,0.000554285942940032
2015-09-09,0.0005530023850305112
2015-09-10,0.0005463090170245326
2015-09-11,0.000535067694934828
2015-09-12,0.0005280901504830124
2015-09-13,0.0005253303858249954
2015-09-14,0.0005230108073354907
2015-09-15,0.0005232297584538355
2015-09-16,0.0005193961831860905
2015-09-17,0.0005109657884863864
2015-09-18,0.0005028726662194877
2015-09-19,0.0004935604425102715
2015-09-20,0.0004887490083963748
2015-09-21,0.0004894996063398301
2015-09-22,0.000491955320699804
2015-09-23,0.0004978585977739984
2015-09-24,0.0005049856442418386
2015-09-25,0.0005130673806780795
2015-09-26,0.0005247866255714699
2015-09-27,0.0005397219156461878
2015-09-28,0.000550432819829055
2015-09-29,0.0005566538936420455
2015-09-30,0.0005617086728432039
2015-10-01,0.0005636796821168159
2015-10-02,0.0005676192559637565
2015-10-03,0.0005738746630828749
2015-10-04,0.0005783152795802406
2015-10-05,0.0005820441582951241
2015-10-06,0.000589454114698274
2015-10-07,0.0006004827770949044
2015-10-08,0.0006138195111224925
2015-10-09,0.0006305777981306744
2015-10-10,0.000647198890316823
2015-10-11,0.0006635807249940038
2015-10-12,0.0006824605173607542
2015-10-13,0.0007031139569448604
2015-10-14,0.0007215275604981608
2015-10-15,0.000737638854501817
2015-10-16,0.0007528631730727165
2015-10-17,0.0007661505226047458
2015-10-18,0.0007805756370567745
2015-10-19,0.0007962506180451076
2015-10-20,0.0008107282352744687
2015-10-21,0.0008246354139289745
2015-10-22,0.0008544817841912046
2015-10-23,0.0009016423953413644
2015-10-24,0.0009587927533605801
2015-10-25,0.0010306268500745502
2015-10-26,0.0011070066141471901
2015-10-27,0.001187572664501567
2015-10-28,0.00128164391582494
2015-10-29,0.0013873444191253948
2015-10-30,0.00147414563091941
2015-10-31,0.0015404349053547335
2015-11-01,0.0015995837316551279
2015-11-02,0.001643391974011399
2015-11-03,0.0016922573995370865
2015-11-04,0.001747282441907515
2015-11-05,0.0017911599166978787
2015-11-06,0.0018280862930817306
2015-11-07,0.0018457464471915972
2015-11-08,0.0018404581217858764
2015-11-09,0.0018205380105421431
2015-11-10,0.0017814777966260003
2015-11-11,0.0017255065972720638
2015-11-12,0.0016524480235490882
2015-11-13,0.0015565996917987384
2015-11-14,0.0014376924559719511
2015-11-15,0.0013618487609319625
2015-11-16,0.0013341122102089357
2015-11-17,0.0013224366227764888
2015-11-18,0.0013449505039937206
2015-11-19,0.0013610809077122272
2015-11-20,0.0013682263922013718
2015-11-21,0.001402462903212532
2015-11-22,0.0014554637525167437
2015-11-23,0.0014914308403440482
2015-11-24,0.0015119385601858612
2015-11-25,0.001528804462969043
2015-11-26,0.0015337100515007574
2015-11-27,0.0015571860070052207
2015-11-28,0.0016010206122289857
2015-11-29,0.0016434129533973256
2015-11-30,0.0016913273392633946
2015-12-01,0.001741955760364995
2015-12-02,0.0017929431310897998
2015-12-03,0.0018508154528026437
2015-12-04,0.0019144333246386555
2015-12-05,0.001980415926119295
2015-12-06,0.00204948917218765
2015-12-07,0.0021224103805602295
2015-12-08,0.0021986699876261635
2015-12-09,0.0022671005987954687
2015-12-10,0.0023265081147005
2015-12-11,0.00238177319414387
2015-12-12,0.0024295586529210116
2015-12-13,0.002476802988359754
2015-12-14,0.0025236323293151126
2015-12-15,0.0025634608867896075
2015-12-16,0.0025974770824915023
2015-12-17,0.0026200072130388285
2015-12-18,0.0026293020093628313
2015-12-19,0.0026284672419048744
2015-12-20,0.0026152867842900774
2015-12-21,0.0025907847675838845
2015-12-22,0.00255459411045545
2015-12-23,0.002503818629650804
2015-12-24,0.002438136425994378
2015-12-25,0.0023957104882457187
2015-12-26,0.0023794554527668235
2015-12-27,0.0023706916481497442
2015-12-28,0.002379857557378998
2015-12-29,0.0023834568555177573
2015-12-30,0.0023799144697592644
2015-12-31,0.0023900358898949338
2016-01-01,0.002408948260028439
2016-01-02,0.0024199489419188857
2016-01-03,0.0024243079426400417
2016-01-04,0.002426903191901768
2016-01-05,0.0024240479348135125
2016-01-06,0.0024310112115221755
2016-01-07,0.002448689837325784
2016-01-08,0.0024666658195654882
2016-01-09,0.0024884952717521124
2016-01-10,0.0024884442171065504
2016-01-11,0.002463008541791436
2016-01-12,0.002426975674034229
2016-01-13,0.0023728083363671695
2016-01-14,0.002312984805913347
2016-01-15,0.0022484808979965736
2016-01-16,0.002166292118213016
2016-01-17,0.002068792813424818
2016-01-18,0.002002973477217069
2016-01-19,0.001971419144354264
2016-01-20,0.001953229951657726
2016-01-21,0.0019610300928541193
2016-01-22,0.001964030236436892
2016-01-23,0.001960512764287789
2016-01-24,0.0019768106298112013
2016-01-25,0.002006591766352272
2016-01-26,0.0020163053844077772
2016-01-27,0.002006200247630971
2016-01-28,0.001988114867946705
2016-01-29,0.0019536995077230703
2016-01-30,0.001929477035434027
2016-01-31,0.0019167502916459477
2016-02-01,0.0018953112357568756
2016-02-02,0.001870884697495837
2016-02-03,0.0018570759297315516
2016-02-04,0.0018529372181354054
2016-02-05,0.0018560427366364734
2016-02-06,0.0018696850980073247
2016-02-07,0.0018808712431469378
2016-02-08,0.0018894170525150249
2016-02-09,0.001904631850639763
2016-02-10,0.0019238726990118396
2016-02-11,0.0019486302206379684
2016-02-12,0.001980155480383912
2016-02-13,0.0020160110907594168
2016-02-14,0.002056956586675763
2016-02-15,0.0021048041637571338
2016-02-16,0.0021595468298513812
2016-02-17,0.002221095097332766
2016-02-18,0.0022899794534695273
2016-02-19,0.002340760184670556
2016-02-20,0.002371095853811507
2016-02-21,0.002393467978671746
2016-02-22,0.002400708474869667
2016-02-23,0.002407587819904501
2016-02-24,0.00241493446413725
2016-02-25,0.002408986970492372
2016-02-26,0.0023926182103016554
2016-02-27,0.0023807955334925754
2016-02-28,0.00237287283057901
2016-02-29,0.0023633524766936693
2016-03-01,0.002355634113537518
2016-03-02,0.0023370668260361397
2016-03-03,0.0023067142652317294
2016-03-04,0.00227347293536936
2016-03-05,0.0022343293597875524
2016-03-06,0.0022080882606029155
2016-03-07,0.002197421042590851
2016-03-08,0.0021911766944254867
2016-03-09,0.0021948715479159888
2016-03-10,0.002199565443648304
2016-03-11,0.002204476704464503
2016-03-12,0.002219006906998174
2016-03-13,0.0022414218854445622
2016-03-14,0.0022535988686501075
2016-03-15,0.0022552867994456573
2016-03-16,0.0022541530380398066
2016-03-17,0.002245676135080933
2016-03-18,0.002242990187025519
2016-03-19,0.002247009325367705
2016-03-20,0.002247469180954108
2016-03-21,0.002247313805604125
2016-03-22,0.0022487612595767266
2016-03-23,0.002250879418882139
2016-03-24,0.0022547178581563384
2016-03-25,0.0022606111054216055
2016-03-26,0.0022648244170467356
2016-03-27,0.002267415937687355
2016-03-28,0.0022704858848368327
2016-03-29,0.002273250512237896
2016-03-30,0.0022762614832039815
2016-03-31,0.0022797208650683167
2016-04-01,0.0022827829712703347
2016-04-02,0.002285594818738976
2016-04-03,0.002288414344387906
2016-04-04,0.0022911238275769097
2016-04-05,0.002293689349989983
2016-04-06,0.0022961194552276127
2016-04-07,0.0022988878329523637
2016-04-08,0.0023020331762078333
2016-04-09,0.0023053170629675013
2016-04-10,0.0023088703944994108
2016-04-11,0.0023123356894369593
2016-04-12,0.0023156856553726924
2016-04-13,0.0023192103803400576
2016-04-14,0.002322829821553321
2016-04-15,0.0023339438725474147
2016-04-16,0.0023533487468572934
2016-04-17,0.0023775300925501295
2016-04-18,0.0024086540093938547
2016-04-19,0.0024425572652165164
2016-04-20,0.0024790967532319643
2016-04-21,0.002522343384924014
2016-04-22,0.002571565440720936
2016-04-23,0.0026042871417489974
2016-04-24,0.002618913965097297
2016-04-25,0.0026256616864730894
2016-04-26,0.0026183290149858103
2016-04-27,0.0026111073573683798
2016-04-28,0.00260471523760286
2016-04-29,0.0025865856089155224
2016-04-30,0.0025595334952752463
2016-05-01,0.0025470350411139903
2016-05-02,0.00254961721861199
2016-05-03,0.0025578865798814797
2016-05-04,0.002577896870122805
2016-05-05,0.00259255339599142
2016-05-06,0.00260093639285372
2016-05-07,0.0026167176582688814
2016-05-08,0.0026362592651647285
2016-05-09,0.0026445828713481507
2016-05-10,0.0026418677528832245
2016-05-11,0.0026327147547847165
2016-05-12,0.002613327399417181
2016-05-13,0.0025958899162258006
2016-05-14,0.0025807910566334907
2016-05-15,0.002558686855196914
2016-05-16,0.0025320831481123536
2016-05-17,0.0025187592212186126
2016-05-18,0.0025193689841828794
2016-05-19,0.002527220098994908
2016-05-20,0.0025471032039656467
2016-05-21,0.002566231069243591
2016-05-22,0.0025841710487108207
2016-05-23,0.0026115444710139686
2016-05-24,0.0026458283941597936
2016-05-25,0.0026937465979556614
2016-05-26,0.002757514135650649
2016-05-27,0.0028325222154272378
2016-05-28,0.0029213313131202646
2016-05-29,0.003023233287301306
2016-05-30,0.0031384236131849676
2016-05-31,0.0032699193952166208
2016-06-01,0.003418061656141462
2016-06-02,0.003541005937337093
2016-06-03,0.0036354956230468557
2016-06-04,0.003721937823739579
2016-06-05,0.0037888441827945516
2016-06-06,0.0038617690631238674
2016-06-07,0.003942369819166826
2016-06-08,0.004007860664236192
2016-06-09,0.004063487017164198
2016-06-10,0.004145881233393218
2016-06-11,0.0042554850316218785
2016-06-12,0.004378267412675373
2016-06-13,0.004523561361937563
2016-06-14,0.004664063841852236
2016-06-15,0.004798368739886911
2016-06-16,0.004947990980932652
2016-06-17,0.005107107563775044
2016-06-18,0.00519590728838714
2016-06-19,0.005208829340367137
2016-06-20,0.005179296567173259
2016-06-21,0.005084904025268323
2016-06-22,0.004976979619694109
2016-06-23,0.004857155509674851
2016-06-24,0.004679549777377881
2016-06-25,0.004453749535535998
2016-06-26,0.004319022158177758
2016-06-27,0.004282364888620931
2016-06-28,0.004283477637811901
2016-06-29,0.004359682682379426
2016-06-30,0.004416951073254728
2016-07-01,0.004450283897878668
2016-07-02,0.004539024206567674
2016-07-03,0.0046638074225676725
2016-07-04,0.004729352667349054
2016-07-05,0.004736852737583675
2016-07-06,0.004718969617202917
2016-07-07,0.004652106052151962
2016-07-08,0.0046128269969410805
2016-07-09,0.004604779349195881
2016-07-10,0.004570081120515296
2016-07-11,0.004525263398099984
2016-07-12,0.004501951606363365
2016-07-13,0.004496747453494129
2016-07-14,0.004506271584726396
2016-07-15,0.004537876809257796
2016-07-16,0.00455855944790812
2016-07-17,0.004568010906089411
2016-07-18,0.00458893088928616
2016-07-19,0.004614552837749043
2016-07-20,0.004623954527522462
2016-07-21,0.004617481627297839
2016-07-22,0.004600327832323952
2016-07-23,0.004567040011448173
2016-07-24,0.004536018748057901
2016-07-25,0.004507521896141999
2016-07-26,0.004467525473824565
2016-07-27,0.004419647885776527
2016-07-28,0.004370137953183569
2016-07-29,0.0043177774045711145
2016-07-30,0.004261850194779607
2016-07-31,0.004203508512358863
2016-08-01,0.004134972239988073
2016-08-02,0.004055840629896232
2016-08-03,0.003970735591879504
2016-08-04,0.0038777731524295956
2016-08-05,0.0038104712076129817
2016-08-06,0.003772484411504574
2016-08-07,0.0037465725027575696
2016-08-08,0.003742368283760517
2016-08-09,0.0037415396608475966
2016-08-10,0.0037430217513029136
2016-08-11,0.003764628065908918
2016-08-12,0.003802881479514956
2016-08-13,0.0038221894156240943
2016-08-14,0.003821857057415177
2016-08-15,0.0038168580992630685
2016-08-16,0.0037981854830779816
2016-08-17,0.0037916169284553996
2016-08-18,0.0037988404371818657
2016-08-19,0.0037995106845970144
2016-08-20,0.003799318613218782
2016-08-21,0.0037976816374714166
2016-08-22,0.003792151517693394
2016-08-23,0.003786947905320517
2016-08-24,0.0037812070550225178
2016-08-25,0.003770224138107013
2016-08-26,0.0037540942435660006
2016-08-27,0.0037341665940342755
2016-08-28,0.0037092737548631615
2016-08-29,0.003706046156584723
2016-08-30,0.0037269422312187187
2016-08-31,0.003758391041966456
2016-09-01,0.0038078202405422736
2016-09-02,0.0038600746644052125
2016-09-03,0.003914133850048406
2016-09-04,0.003984103884299385
2016-09-05,0.004066941805106175
2016-09-06,0.004121632184132343
2016-09-07,0.00414613087788048
2016-09-08,0.004157929004808831
2016-09-09,0.004146006648371985
2016-09-10,0.004137861010764408
2016-09-11,0.004134853744120248
2016-09-12,0.0041136422142150405
2016-09-13,0.004079812846092646
2016-09-14,0.00405948704189558
2016-09-15,0.004052049170195643
2016-09-16,0.0040486364230814505
2016-09-17,0.0040555756031067335
2016-09-18,0.004051309775334443
2016-09-19,0.004034712013157557
2016-09-20,0.004021712090081476
2016-09-21,0.0040075461958516525
2016-09-22,0.003998404934026916
2016-09-23,0.003996628767807185
2016-09-24,0.003995918797965525
2016-09-25,0.003998480298873474
2016-09-26,0.0040046907662568436
2016-09-27,0.004014186134288895
2016-09-28,0.004028857239662725
2016-09-29,0.004048898489526507
2016-09-30,0.004064919181120118
2016-10-01,0.004076577670072408
2016-10-02,0.004088682283790687
2016-10-03,0.00409890573917519
2016-10-04,0.004113309772840991
2016-10-05,0.004132525154289283
2016-10-06,0.004151676455616865
2016-10-07,0.004172216279485826
2016-10-08,0.004190762251877066
2016-10-09,0.004206454997262133
2016-10-10,0.004221964954532633
2016-10-11,0.004236194133330385
2016-10-12,0.004250059555655629
2016-10-13,0.004263739547318963
2016-10-14,0.004275767982299003
2016-10-15,0.004286302588068778
2016-10-16,0.004303029097547934
2016-10-17,0.004326425181294068
2016-10-18,0.004352905822050177
2016-10-19,0.004384539353033837
2016-10-20,0.004416478488244789
2016-10-21,0.0044484194594634876
2016-10-22,0.0044845719936536235
2016-10-23,0.004523930493789637
2016-10-24,0.0045676231488270165
2016-10-25,0.0046163604059751276
2016-10-26,0.004669002721769365
2016-10-27,0.004726108457842131
2016-10-28,0.004788188183283002
2016-10-29,0.004855325674182012
2016-10-30,0.004927891659583962
2016-10-31,0.005006141098974876
2016-11-01,0.005059188372112667
2016-11-02,0.00508410771850763
2016-11-03,0.00509569351776213
2016-11-04,0.005085140959604397
2016-11-05,0.005070461229240849
2016-11-06,0.0050525052924964104
2016-11-07,0.005014346451366323
2016-11-08,0.004959379105440953
2016-11-09,0.004938060923855897
2016-11-10,0.004952808747968115
2016-11-11,0.004981691136178683
2016-11-12,0.005038150455649905
2016-11-13,0.005088114813118156
2016-11-14,0.00512969800526081
2016-11-15,0.005191523825314054
2016-11-16,0.005266515961104323
2016-11-17,0.005313577478123461
2016-11-18,0.00533239130134022
2016-11-19,0.005337764616837932
2016-11-20,0.005319177834853737
2016-11-21,0.005308001442412582
2016-11-22,0.005305607097852353
2016-11-23,0.005287358121403851
2016-11-24,0.005259823830353939
2016-11-25,0.005253002190980922
2016-11-26,0.005266874344060715
2016-11-27,0.005291706385171662
2016-11-28,0.005335209314557532
2016-11-29,0.005373529520263555
2016-11-30,0.005405876032809124
2016-12-01,0.0054508194817434515
2016-12-02,0.00550347840606887
2016-12-03,0.005540174543165441
2016-12-04,0.005560863645305367
2016-12-05,0.0055735069875065095
2016-12-06,0.005572026924517969
2016-12-07,0.005575204852830848
2016-12-08,0.005583740664642249
2016-12-09,0.005583036067649853
2016-12-10,0.005576980640891339
2016-12-11,0.005586527971958966
2016-12-12,0.005611987137026444
2016-12-13,0.005646080202701585
2016-12-14,0.005694295652487806
2016-12-15,0.005740606585126678
2016-12-16,0.0057844646346821875
2016-12-17,0.005838654341684645
2016-12-18,0.0058999320382913415
2016-12-19,0.005981086029270545
2016-12-20,0.0060851465118371174
2016-12-21,0.006204130495810504
2016-12-22,0.006342385422888892
2016-12-23,0.00649625366398353
2016-12-24,0.0066657365043566435
2016-12-25,0.006856945604313284
2016-12-26,0.007069683935781943
2016-12-27,0.007242990468895048
2016-12-28,0.00737219384143753
2016-12-29,0.0074864210219281226
2016-12-30,0.007568882875684212
2016-12-31,0.007657037586785326
2017-01-01,0.00775312747386413
2017-01-02,0.007823719196017027
2017-01-03,0.00787639381604929
2017-01-04,0.007867820251916811
2017-01-05,0.0077885793242446376
2017-01-06,0.0076632923855074276
2017-01-07,0.0074773058386913265
2017-01-08,0.00724592050838998
2017-01-09,0.006968832704698471
2017-01-10,0.006623880493995298
2017-01-11,0.006212230928011335
2017-01-12,0.005962129092058935
2017-01-13,0.0058914985900152565
2017-01-14,0.005891819593783001
2017-01-15,0.006026274587734837
2017-01-16,0.00615494958221291
2017-01-17,0.006269837202436373
2017-01-18,0.006496482986359802
2017-01-19,0.006806870237679892
2017-01-20,0.006993926461365663
2017-01-21,0.007055235273996913
2017-01-22,0.007071770390428218
2017-01-23,0.006991067053327664
2017-01-24,0.006967712449816225
2017-01-25,0.007010317125248141
2017-01-26,0.0069977271153826015
2017-01-27,0.006963367458844386
2017-01-28,0.00699000911219512
2017-01-29,0.007071619089069232
2017-01-30,0.007192217950715884
2017-01-31,0.0073714943947108215
2017-02-01,0.007530937711789101
2017-02-02,0.007668932278731215
2017-02-03,0.007841251063194974
2017-02-04,0.008031578359821337
2017-02-05,0.008151301608907136
2017-02-06,0.008197577533073262
2017-02-07,0.008200750379385516
2017-02-08,0.008136694701371685
2017-02-09,0.008071506471410896
2017-02-10,0.008006617423010095
2017-02-11,0.007887356971408965
2017-02-12,0.007726360065994141
2017-02-13,0.00765903460380148
2017-02-14,0.007691242338308174
2017-02-15,0.007766690658371636
2017-02-16,0.007921523437782789
2017-02-17,0.008061433666816348
2017-02-18,0.008181794538155002
2017-02-19,0.008361086006478582
2017-02-20,0.00857993461108068
2017-02-21,0.008760309481382131
2017-02-22,0.00890494873153582
2017-02-23,0.009038389888596997
2017-02-24,0.009141923061537903
2017-02-25,0.009282101476312522
2017-02-26,0.009462119194520566
2017-02-27,0.009633494059366905
2017-02-28,0.009810880601509833
2017-03-01,0.009940560184354963
2017-03-02,0.010011897698377466
2017-03-03,0.0100604993377215
2017-03-04,0.010069557931887137
2017-03-05,0.010057802873335296
2017-03-06,0.010027083027236226
2017-03-07,0.00995249365862935
2017-03-08,0.009837010627693276
2017-03-09,0.009745286806285485
2017-03-10,0.009678767647985935
2017-03-11,0.009607475993658509
2017-03-12,0.0095474378819661
2017-03-13,0.009453402353686908
2017-03-14,0.009321502678691782
2017-03-15,0.009187222351465213
2017-03-16,0.009040042068455703
2017-03-17,0.008892355213201515
2017-03-18,0.008749221553896252
2017-03-19,0.00859711437171723
2017-03-20,0.008440522467057988
2017-03-21,0.008280257048921099
2017-03-22,0.008115397047595712
2017-03-23,0.007949727446294843
2017-03-24,0.00778354674290626
2017-03-25,0.007691511805985331
2017-03-26,0.0076824976307640095
2017-03-27,0.007722309122395681
2017-03-28,0.007833460791253962
2017-03-29,0.00797445238768529
2017-03-30,0.008144661472645549
2017-03-31,0.008386012291625892
2017-04-01,0.008691850250769042
2017-04-02,0.008908428729688923
2017-04-03,0.009027868015280126
2017-04-04,0.009120212304790737
2017-04-05,0.009144709054047462
2017-04-06,0.009204024150633762
2017-04-07,0.009304784048141324
2017-04-08,0.009360900996607227
2017-04-09,0.009394240473253027
2017-04-10,0.009440999957713046
2017-04-11,0.0094935128481013
2017-04-12,0.009548941353363304
2017-04-13,0.009613788589064523
2017-04-14,0.009644610146925855
2017-04-15,0.009639493837751522
2017-04-16,0.009624329065969807
2017-04-17,0.00958879284072019
2017-04-18,0.009591591729465858
2017-04-19,0.009640061056806181
2017-04-20,0.009698269271988953
2017-04-21,0.009782707620141827
2017-04-22,0.009864842616947148
2017-04-23,0.009941392935276995
2017-04-24,0.010040823275532912
