,BTC/USD
2015-01-01,0.0012847820771552452
2015-01-02,0.0012921712778369513
2015-01-03,0.0009717919170457606
2015-01-04,0.000812432794556707
2015-01-05,0.0009094335487859389
2015-01-06,0.0010199855867503672
2015-01-07,0.0010968767024574161
2015-01-08,0.000993185118879128
2015-01-09,0.001059799376439529
2015-01-10,0.0009124721120563682
2015-01-11,0.0008262576670613957
2015-01-12,0.0008464145356448386
2015-01-13,0.000450682491995679
2015-01-14,0.0
2015-01-15,0.0002995333364968064
2015-01-16,0.0002830473092294977
2015-01-17,0.00019965428441843223
2015-01-18,0.0003042046487447456
2015-01-19,0.00034687772906327524
2015-01-20,0.00031341494267264234
2015-01-21,0.0004604591146764236
2015-01-22,0.0005218832492854763
2015-01-23,0.000516909981432472
2015-01-24,0.0006581599752806845
2015-01-25,0.0007135634290318469
2015-01-26,0.0008999872485458324
2015-01-27,0.0008056382894634224
2015-01-28,0.0005266864601191279
2015-01-29,0.0005228929358389901
2015-01-30,0.0004560049455150082
2015-01-31,0.0003714418247350525
2015-02-01,0.0004611668456248725
2015-02-02,0.0005673969010017766
2015-02-03,0.00046396018696138325
2015-02-04,0.00046004383572315326
2015-02-05,0.0003681105214812671
2015-02-06,0.00041675734058460503
2015-02-07,0.000468546398702602
2015-02-08,0.0004275718726603488
2015-02-09,0.000396411551756124
2015-02-10,0.00039385421673182163
2015-02-11,0.0003876824860743534
2015-02-12,0.0004120200790438096
2015-02-13,0.000540954978412661
2015-02-14,0.0007475643213338424
2015-02-15,0.0005352739796112079
2015-02-16,0.0005260070960062535
2015-02-17,0.0006181762725662597
2015-02-18,0.0005494386781664234
2015-02-19,0.0005867800893439145
2015-02-20,0.0006197711510983073
2015-02-21,0.0006268958346381417
2015-02-22,0.0005461452453580989
2015-02-23,0.0005736534441777865
2015-02-24,0.0005721718889939442
2015-02-25,0.0005602343470164813
2015-02-26,0.0005503822714329918
2015-02-27,0.000714601482420934
2015-02-28,0.0007187064659160245
2015-03-01,0.0007747515573286894
2015-03-02,0.0009207200934861002
2015-03-03,0.0009776426848783879
2015-03-04,0.0008963920041265318
2015-03-05,0.0009255139447039537
2015-03-06,0.0008929096510731688
2015-03-07,0.0009262969845610569
2015-03-08,0.0009083011792684211
2015-03-09,0.001052240550720738
2015-03-10,0.001072558116707735
2015-03-11,0.0011161465674513486
2015-03-12,0.0010970371118727918
2015-03-13,0.0010119455327854492
2015-03-14,0.0009793697499843271
2015-03-15,0.001021910787723054
2015-03-16,0.0010615451607770654
2015-03-17,0.0010135309077076095
2015-03-18,0.0007379198852269881
2015-03-19,0.0007816027960931208
2015-03-20,0.0007893502540687724
2015-03-21,0.000773081225893897
2015-03-22,0.0008479621841156271
2015-03-23,0.000836449280707233
2015-03-24,0.0006369083196370068
2015-03-25,0.0006425893184384599
2015-03-26,0.00066462415793333
2015-03-27,0.0006504407401465174
2015-03-28,0.0007048815934113362
2015-03-29,0.0006097114360381828
2015-03-30,0.0006551307716260533
2015-03-31,0.0006239704507218281
2015-04-01,0.0006527338460171261
2015-04-02,0.0007068350172255073
2015-04-03,0.0007192632910589854
2015-04-04,0.0007133652931650991
2015-04-05,0.0007784884919317691
2015-04-06,0.0007303043258370498
2015-04-07,0.0007084863414405242
2015-04-08,0.0006315010535991343
2015-04-09,0.000618799047002076
2015-04-10,0.0005470417525574975
2015-04-11,0.0005515713746216569
2015-04-12,0.0005478060731830036
2015-04-13,0.00043866013749967354
2015-04-14,0.00038743712014634646
2015-04-15,0.00043154466958154804
2015-04-16,0.00047627513744665645
2015-04-17,0.00042257038196586013
2015-04-18,0.0004270434143529619
2015-04-19,0.0004199092272032397
2015-04-20,0.00043902818639168393
2015-04-21,0.0005394639196189305
2015-04-22,0.000529149479015
2015-04-23,0.0005507220974835187
2015-04-24,0.0005017073734822574
2015-04-25,0.0004556746230743691
2015-04-26,0.00038999445517064885
2015-04-27,0.00048300354925299516
2015-04-28,0.0004506259023186205
2015-04-29,0.00045018240052386574
2015-04-30,0.0005477306202802592
2015-05-01,0.0005093605153294791
2015-05-02,0.0005362648029390358
2015-05-03,0.0005874878202923634
2015-05-04,0.0005748425473664511
2015-05-05,0.0005475041175779377
2015-05-06,0.0004876842211167325
2015-05-07,0.000558950927699386
2015-05-08,0.0006205638385593875
2015-05-09,0.0006013976493096833
2015-05-10,0.0005869027723079184
2015-05-11,0.0006044740830255741
2015-05-12,0.0005946031442163988
2015-05-13,0.0005499199064125508
2015-05-14,0.0005551290365836746
2015-05-15,0.0005615082627236883
2015-05-16,0.0005478060731830036
2015-05-17,0.0005539305737792114
2015-05-18,0.000519259820974228
2015-05-19,0.0005081149664578461
2015-05-20,0.0005276585642153583
2015-05-21,0.0005401716505673789
2015-05-22,0.0005873935041639331
2015-05-23,0.0005734646679268372
2015-05-24,0.0005931027258068702
2015-05-25,0.0005568370944698392
2015-05-26,0.0005568936841468968
2015-05-27,0.000558469699453259
2015-05-28,0.0005596492990320363
2015-05-29,0.0005567049078959475
2015-05-30,0.0005213075609168298
2015-05-31,0.0004915344790680171
2015-06-01,0.0004229855169250417
2015-06-02,0.0004501351704626062
2015-06-03,0.00045080517495968246
2015-06-04,0.0004361782553781151
2015-06-05,0.00044210447611348546
2015-06-06,0.0004483988897349576
2015-06-07,0.0004225608783559728
2015-06-08,0.00047548244998557674
2015-06-09,0.00048075767344364596
2015-06-10,0.0004784455603532617
2015-06-11,0.00048695762694259776
2015-06-12,0.0004895715516439582
2015-06-13,0.0005124085822097967
2015-06-14,0.0005231760282183688
2015-06-15,0.0005541287096459593
2015-06-16,0.0006869233705759825
2015-06-17,0.0006717206186316795
2015-06-18,0.0006691066939303191
2015-06-19,0.0006275753427451057
2015-06-20,0.000633294067997931
2015-06-21,0.0006213281591848944
2015-06-22,0.0006500726912545066
2015-06-23,0.0006246499588287921
2015-06-24,0.0005889693754762056
2015-06-25,0.0006105229867249488
2015-06-26,0.0006180252227666817
2015-06-27,0.0006878198777753807
2015-06-28,0.0006691444203816917
2015-06-29,0.0007451388848952528
2015-06-30,0.0008018351175793081
2015-07-01,0.0007598320417578548
2015-07-02,0.0007295493648273419
2015-07-03,0.0007382689268992243
2015-07-04,0.0007812062363714472
2015-07-05,0.000885265868841746
2015-07-06,0.0008580596256271234
2015-07-07,0.00083141956717126
2015-07-08,0.0008746212497912657
2015-07-09,0.0008599280929286633
2015-07-10,0.0010077650963876143
2015-07-11,0.001085344791829247
2015-07-12,0.0012528669392354009
2015-07-13,0.0010753323068303819
2015-07-14,0.0010320174448562604
2015-07-15,0.0010165884781978144
2015-07-16,0.0009435474764479617
2015-07-17,0.0009565985247172561
2015-07-18,0.0009134630793782854
2015-07-19,0.0009013180419182765
2015-07-20,0.0009519650829147787
2015-07-21,0.000922258238347001
2015-07-22,0.0009353657322992643
2015-07-23,0.0009242966186738043
2015-07-24,0.0010396992415272334
2015-07-25,0.001043653031228658
2015-07-26,0.0010812965420053033
2015-07-27,0.0010901481466569878
2015-07-28,0.0010977259795955543
2015-07-29,0.0010520801413053623
2015-07-30,0.001034452096916559
2015-07-31,0.0010054623429130286
2015-08-01,0.0009766897319960204
2015-08-02,0.0009862492115902434
2015-08-03,0.0009731601488813975
2015-08-04,0.0010108223788896408
2015-08-05,0.0009793412391546643
2015-08-06,0.0009481526954089547
2015-08-07,0.0009576649449419172
2015-08-08,0.0007822539373645108
2015-08-09,0.0008208126745721518
2015-08-10,0.0008150278560323816
2015-08-11,0.0008708558043585232
2015-08-12,0.000833014445703308
2015-08-13,0.0008113473671122707
2015-08-14,0.0008264462993182557
2015-08-15,0.0007874817867672326
2015-08-16,0.0007587561179233059
2015-08-17,0.0007537454116071074
2015-08-18,0.0003111877860948898
2015-08-19,0.00045844910118519443
2015-08-20,0.0005402283842385262
2015-08-21,0.0005139845975161584
2015-08-22,0.0004934218095952432
2015-08-23,0.0004724627499408324
2015-08-24,0.00030567670031870055
2015-08-25,0.000410557243091564
2015-08-26,0.000450399399616299
2015-08-27,0.00044037755500163584
2015-08-28,0.00050291519590252
2015-08-29,0.0004876653578910462
2015-08-30,0.00047804928861976646
2015-08-31,0.0004902699229766077
2015-09-01,0.00047200974453618944
2015-09-02,0.00048298468602730885
2015-09-03,0.0004631579958904162
2015-09-04,0.0004925536692314192
2015-09-05,0.0005371047204613759
2015-09-06,0.0005825995089519908
2015-09-07,0.0005826656022389362
2015-09-08,0.0006181479057306856
2015-09-09,0.0005668212126331298
2015-09-10,0.0005697372369336453
2015-09-11,0.0005851191175249206
2015-09-12,0.0005390865111111211
2015-09-13,0.0004945730423384469
2015-09-14,0.00049581873520417
2015-09-15,0.0004926102589084768
2015-09-16,0.00048116344878702897
2015-09-17,0.0004879484502704253
2015-09-18,0.0005178159922417571
2015-09-19,0.0005038305663276036
2015-09-20,0.0005011789151748713
2015-09-21,0.0004622332658495336
2015-09-22,0.0004955733692761626
2015-09-23,0.0004924121230417294
2015-09-24,0.0005324807822687859
2015-09-25,0.0005382843200401532
2015-09-26,0.000530697127485789
2015-09-27,0.000515758748689268
2015-09-28,0.000576012643335341
2015-09-29,0.000552845290328864
2015-09-30,0.0005469284292092908
2015-10-01,0.0005609798044163014
2015-10-02,0.0005585640155816884
2015-10-03,0.0005721246589326838
2015-10-04,0.0005676799933811562
2015-10-05,0.000587723682610483
2015-10-06,0.00064132476234705
2015-10-07,0.0006121272248727954
2015-10-08,0.0006058518184710992
2015-10-09,0.0006212054762208901
2015-10-10,0.000630736588979539
2015-10-11,0.0006506388760132652
2015-10-12,0.0006341999348131269
2015-10-13,0.0006738344518612267
2015-10-14,0.000697247170795712
2015-10-15,0.0007192444278332991
2015-10-16,0.0007999194202165084
2015-10-17,0.0008732530179556284
2015-10-18,0.0007883500711251454
2015-10-19,0.0008052797441812989
2015-10-20,0.0008621458898906177
2015-10-21,0.0008320329819912786
2015-10-22,0.0009051776594853596
2015-10-23,0.0009285147815230113
2015-10-24,0.000977189679473745
2015-10-25,0.0009963086386621895
2015-10-26,0.001011596203125035
2015-10-27,0.0010916957951277763
2015-10-28,0.0011938964639064227
2015-10-29,0.0012810641497719407
2015-10-30,0.0014146892246144163
2015-10-31,0.0012839987493099632
2015-11-01,0.0013903044015837005
2015-11-02,0.0017277453340167571
2015-11-03,0.0021262423521668547
2015-11-04,0.002203114460654128
2015-11-05,0.0019652224018528964
2015-11-06,0.0018530754853564196
2015-11-07,0.0019664302242731586
2015-11-08,0.0018426762322339466
2015-11-09,0.0019076861076524122
2015-11-10,0.00149777064621644
2015-11-11,0.0012549148231720919
2015-11-12,0.0015103499698494952
2015-11-13,0.001497147727786534
2015-11-14,0.0014608445139922197
2015-11-15,0.0013406195290912746
2015-11-16,0.001440508228773626
2015-11-17,0.0014814921144316773
2015-11-18,0.001476735989665196
2015-11-19,0.00139707989945721
2015-11-20,0.0013581343941259615
2015-11-21,0.0014044218700776565
2015-11-22,0.001381858572275399
2015-11-23,0.0013677975494644124
2015-11-24,0.0013394871595737569
2015-11-25,0.001416491454634921
2015-11-26,0.0016474853325986398
2015-11-27,0.0016980477050706887
2015-11-28,0.001691810169114454
2015-11-29,0.0018231042676408594
2015-11-30,0.001879979916960066
2015-12-01,0.0017400038388190606
2015-12-02,0.0017088530215247232
2015-12-03,0.0017263958214127164
2015-12-04,0.0017465624815942256
2015-12-05,0.0019897109006278405
2015-12-06,0.001988144244937277
2015-12-07,0.002051871133020915
2015-12-08,0.0022408616471750018
2015-12-09,0.002259735240435439
2015-12-10,0.0022400691037080113
2015-12-11,0.002584125124599201
2015-12-12,0.002424256551022536
2015-12-13,0.0024125360081375066
2015-12-14,0.002510933505032039
2015-12-15,0.002710418020419296
2015-12-16,0.0026123977880384845
2015-12-17,0.0026231936008826316
2015-12-18,0.002694328120891394
2015-12-19,0.00268211684615035
2015-12-20,0.002496806532928195
2015-12-21,0.002458625348222454
2015-12-22,0.0024391193329222232
2015-12-23,0.002494126514939889
2015-12-24,0.0026128790162846115
2015-12-25,0.00261918307751006
2015-12-26,0.0022570079923858737
2015-12-27,0.0023093728828666054
2015-12-28,0.002304239205598226
2015-12-29,0.0024052507711882077
2015-12-30,0.0023452043720246806
2015-12-31,0.002382451323079652
2016-01-01,0.002418000007846526
2016-01-02,0.0024095443869401587
2016-01-03,0.0023772044664571563
2016-01-04,0.00240626996135161
2016-01-05,0.0023955968314714657
2016-01-06,0.002368654961404626
2016-01-07,0.0026417841017636894
2016-01-08,0.0025963176801086485
2016-01-09,0.002543292144746638
2016-01-10,0.0025468781735442296
2016-01-11,0.0025510021642590956
2016-01-12,0.002430796186577926
2016-01-13,0.002399475456258325
2016-01-14,0.002379988448177869
2016-01-15,0.001757395732901566
2016-01-16,0.0019763767599791666
2016-01-17,0.0019269562606345236
2016-01-18,0.0019729039105356914
2016-01-19,0.001906666917489011
2016-01-20,0.0022849033913114364
2016-01-21,0.0021908372366202275
2016-01-22,0.001928777497874804
2016-01-23,0.0019759519774160085
2016-01-24,0.002122033692927536
2016-01-25,0.0020159169608988366
2016-01-26,0.002019946491491184
2016-01-27,0.002046548535507497
2016-01-28,0.0019079882072515668
2016-01-29,0.0019002971949588846
